predict_data,mse,rmse,mape,smooth,skip
"[42.568863 68.173874 47.848175 46.507328 44.828655 69.810974 56.76186
 50.239132 54.022045 57.324093 31.485853 40.53096 ]",3821.4587,61.81794836642813,0.5405058,raw,8
"[62.40996  58.717102 32.145653 72.80156  60.55353  37.2174   76.16816
 67.02013  57.03742  75.28107  12.355524 71.52072 ]",6572.174,81.06894490570973,0.5663442,raw,8
"[58.73452  50.41439  50.315434 59.043713 69.235054 32.45343  55.42804
 81.56085  36.530308 38.63185  42.145435 66.658165]",15040.015,122.63773745645139,0.68754,raw,8
"[32.54332  49.94163  38.01278  41.8481   37.029144 62.817623 61.712193
 68.13389  76.36147  65.72718  44.677055 44.90382 ]",13530.169,116.31925440490281,0.6494073,raw,8
"[54.65426  72.189476 37.35975  73.56701  39.68863  47.297493 59.884914
 71.95179  58.72615  65.30683   9.401624 39.26197 ]",26393.424,162.46053006230468,0.72809786,raw,8
"[ 80.558044  53.33748   64.157265  74.33811   96.681816  47.558884
  86.196175 104.747345  37.159145  46.012558  47.265408  51.797398]",25889.756,160.90293925026666,0.70944566,raw,8
"[70.27994  57.414635 47.592197 32.927235 45.165176 58.273125 74.15192
 65.92392  70.727234 70.62555  52.39272  46.34658 ]",7458.602,86.36319847470477,0.4216596,raw,8
"[ 62.961452  60.97145   41.777084  47.303967  57.81993   43.865665
  91.857445 101.58485   61.46752   68.23539   33.560707  54.84693 ]",412.44156,20.30865723867264,0.26919344,raw,8
"[61.925037 50.08592  68.429924 58.259327 91.04491  36.71751  89.82004
 69.57564  48.709198 76.78112  30.189243 62.65454 ]",396.62582,19.91546695346633,0.21491696,raw,8
"[53.51841  51.08915  51.576797 40.854057 88.40946  30.542387 98.57768
 64.53875  56.513824 91.06435  20.824532 62.86707 ]",734.69135,27.105190374074922,0.44297674,raw,8
"[57.698284 51.341484 62.42013  81.466225 94.245895 30.668247 71.188774
 67.908676 80.66737  79.52807  14.707373 74.39998 ]",2763.338,52.567460378308176,0.4001758,raw,8
"[57.824577 54.916576 68.13196  45.636337 73.302414 35.875492 66.55381
 96.01372  21.156311 72.67091  15.473099 64.34187 ]",16170.034,127.16144926701449,0.6649097,raw,8
"[51.723225 47.579773 76.50951  78.902756 66.75079  39.29154  51.66577
 76.426216 41.584167 51.946514 15.175972 51.366528]",8749.672,93.53968075100535,0.5818679,raw,8
"[ 75.59551   58.234707  57.642284  93.619125 106.86868   40.639137
  70.84665  129.09583   49.791683  66.93904   12.182107  60.442604]",2147.3757,46.33978563202332,0.3691933,raw,8
"[ 98.93079   48.96988   52.468075  57.984386  67.42064   45.400482
  77.47678  104.644035   2.476882  24.499098  72.36043   60.574085]",4513.912,67.18565404440892,0.49621654,raw,8
"[64.980286 34.959515  8.361786 47.65575  31.963203 34.580666 87.6739
 55.722008 83.10874  61.50543  38.039692 70.96066 ]",3926.8274,62.66440291407974,0.483971,raw,8
"[80.29155   80.97831   31.868132  50.46641   49.84206   50.28966
 62.022915  83.73336   37.123997  39.91843   -6.7755127 52.864788 ]",5714.8657,75.5967308992674,0.5372946,raw,8
"[ 61.31736   35.792053  48.556793  46.425926  50.817123  52.5161
  53.294792 101.73896   23.201717  20.78291   69.94332   49.914303]",7870.621,88.71652097411169,0.6244556,raw,8
"[92.71319  55.42786  43.661083 53.838917 26.174658 60.788723 56.0809
 54.007736 40.77295  22.91258  38.98376  48.425896]",5446.49,73.80034034050927,0.5959088,raw,8
"[97.710106 40.776405 27.299007 52.6087   47.427452 64.11649  69.26372
 91.27384  33.84437  40.573315 40.988575 40.2153  ]",4533.681,67.33261581391109,0.53865165,raw,8
"[86.89831  64.463844 43.466797 72.821434 45.413662 62.60939  72.35767
 68.17367  39.893593 19.599728 53.27659  49.077705]",4042.9495,63.58419192606465,0.51019734,raw,8
"[73.01929  57.6095   44.382698 35.270504 34.019897 65.3251   79.64141
 59.714005 61.188812 64.67344  36.91746  35.4979  ]",4925.9,70.18475548396354,0.553475,raw,8
"[82.62351  51.44151  40.691982 66.04901  21.999783 63.301434 69.40303
 78.71413  43.119293 31.307915 33.661972 39.184647]",5620.033,74.96688070825009,0.5783393,raw,8
"[ 67.97102   14.143016  57.273304  61.465908  56.609894  37.402653
  62.515503 106.85831   56.359688  37.335785  73.06481   64.06685 ]",4611.6035,67.90878820612984,0.517978,raw,8
"[80.082405  53.93939   39.145588  43.607025  -4.4576287 65.13311
 58.823338  54.946964  53.8302    26.50219   48.49807   33.695427 ]",1969.8887,44.38342789685132,0.3501605,raw,8
"[ 45.700058  44.040714  53.810375  61.023643  60.20314   46.564644
  59.972633 101.14251   42.856052  65.876625  16.53198   52.135723]",907.6662,30.12749904539819,0.26657045,raw,8
"[72.98254  62.1436   72.2415   77.16005  52.40319  45.37573  60.626953
 65.58819  14.328479 14.386298 34.009453 52.317097]",8959.368,94.65393897806102,0.54109704,raw,8
"[59.69345  47.345673 60.36898  61.75353  71.86632  40.07846  97.73302
 82.35927  55.662853 74.80079  31.032606 57.17057 ]",8137.824,90.20988980566376,0.57883537,raw,8
"[66.325096  74.49754   34.83246   77.14384   43.061153  49.022232
 75.785835  70.286285  53.14579   69.00921   -1.3948419 56.077103 ]",6166.6343,78.52792036813244,0.573226,raw,8
"[ 60.74233   48.94717   53.022907  49.69767   80.22181   34.75544
  80.1651   106.61589   40.90975   61.97498   26.097965  84.28878 ]",2628.7798,51.2716274869079,0.442767,raw,8
"[46.497383 51.11581  45.931877 58.72267  35.810097 58.7298   60.113895
 70.43688  61.36324  54.63419  58.982635 49.901615]",349.0004,18.681552310461665,0.2694371,raw,8
"[50.013287 52.42297  36.469223 72.47412  70.76911  57.14956  87.07933
 86.98875  61.18499  69.553    27.264153 50.46694 ]",405.2063,20.129736680546145,0.36318442,raw,8
"[52.740364 50.473534 40.3519   34.995594 51.662094 35.20802  71.35777
 73.73112  45.508358 44.94146  42.86158  62.191216]",594.3038,24.378346374860133,0.75487655,raw,8
"[61.057533 78.52387  59.524647 42.466324 53.798126 65.37091  58.458447
 51.3116   42.23988  67.271545 42.5031   42.91055 ]",1662.5223,40.77404001159546,3.14344,raw,8
"[ 46.36344   64.64991   53.4914    31.146145  82.884026  47.653614
  83.53922   60.03634   65.6771   103.94615  -17.989733  57.63827 ]",2343.8186,48.413000356470626,2.7362187,raw,8
"[45.952938 68.41101  53.300854 48.65779  93.48467  18.888018 83.45121
 68.578804 52.72173  86.65742  17.866003 79.33064 ]",1160.5511,34.06686289432793,0.91782016,raw,8
"[ 30.912357  55.298977  66.86242   37.201805 100.29989   23.430788
  58.903934  81.89849   46.41112   73.00041   -4.233298  74.52781 ]",1141.599,33.78755686674367,0.89479965,raw,8
"[23.011808 57.996895 62.579414 70.119934 79.912445 43.10092  48.27657
 71.67097  68.884026 70.77137  32.648247 74.67451 ]",1015.53,31.86738190214055,0.8983407,raw,8
"[40.438255 47.409065 44.31468  54.867924 89.39522  28.121819 58.537605
 78.666306 32.370094 57.61924   5.932482 64.55469 ]",647.49036,25.44583180887024,0.5748031,raw,8
"[23.811474 64.80845  63.033318 56.10515  59.776985 56.392014 39.783607
 61.81849  59.53889  54.67216  35.387146 58.802345]",1062.4164,32.594729356691055,1.5782667,raw,8
"[46.56257    66.86533    59.606266   45.946056   78.34566    41.840694
 62.353985   60.6884     50.59146    85.12068    -0.20387979 60.19113   ]",2328.8787,48.25845689730843,1.2762854,raw,8
"[59.962006 61.31664  64.11423  45.34947  82.11395  39.925213 67.011086
 60.832268 23.045355 62.94637   7.293697 43.579475]",4449.5435,66.70489829863509,0.536297,raw,8
"[53.27314  55.683434 71.25683  40.87243  97.56739  30.58345  69.64454
 68.998344 60.15022  92.99749  -3.154215 70.512505]",1733.5822,41.63630811347606,0.5915559,raw,8
"[ 30.813332  47.784622  40.51614   70.01478   61.584     12.324388
  50.4458    76.71655   55.541706  71.96141   36.861286 102.403366]",1269.3676,35.62818482200486,0.32710552,raw,8
"[30.546467 56.374786 60.88176  84.833916 98.84028  17.08499  54.37528
 83.69268  47.942783 48.575657 23.612972 80.43102 ]",5062.28,71.14969982477966,0.52272266,raw,8
"[44.23792  60.826042 40.764217 46.313087 52.57812  65.57078  68.80665
 74.184814 60.381336 66.3111   26.654032 36.76318 ]",3409.8416,58.39384858642539,0.4799463,raw,8
"[80.033424 60.63096  52.740902 84.92714  66.94109  48.031143 69.45736
 87.28978  43.923687 43.33938  28.480135 40.201084]",668.52454,25.855841431537527,0.29136002,raw,8
"[50.359657 28.220238 61.448566 65.34388  47.876637 52.20449  63.90933
 90.7309   45.042564 42.289722 64.270905 59.440914]",1119.902,33.46493653869767,0.34584475,raw,8
"[62.792942 64.34577  32.435772 57.689323 34.576996 70.40724  54.96383
 46.41974  49.154125 48.501583 19.35289  38.71706 ]",763.7852,27.63666436611257,0.29963353,raw,8
"[59.57258  52.717136 38.52865  68.44712  56.666286 46.100143 83.00068
 72.61388  54.80557  68.16402  28.516722 59.853287]",735.09204,27.112580862316022,0.24228804,raw,8
"[73.06647  55.324715 62.13119  68.512764 72.94417  30.157162 76.78229
 86.24758  41.907097 37.488705 53.255253 53.08416 ]",3929.2253,62.683533258718555,0.46388498,raw,8
"[55.939823 60.13935  44.699677 49.358242 35.989727 65.714066 63.63062
 62.055283 57.431023 67.744484 57.675877 47.904022]",4362.238,66.04723910178797,0.5204613,raw,8
"[41.32209  45.78972  20.161808 65.90717  54.679775 45.15482  57.367565
 96.479385 76.13189  57.57497  26.430925 56.72046 ]",9553.752,97.74329620554548,0.6379437,raw,8
"[34.27985  67.60731  57.316956 84.60305  41.54162  70.04852  52.21149
 98.06071  50.888676 25.50422  66.202    62.883434]",13966.394,118.17949718410338,0.66097707,raw,8
"[54.315754 31.833237 24.847712 74.56516  19.308678 62.233757 62.53952
 79.897026 72.55987  31.762028 67.21092  54.781406]",10293.832,101.45852369934228,0.5799784,raw,8
"[ 60.55807   47.81748   28.375477  78.95856   14.878231  75.3042
  56.43168  101.16522   74.19952   16.181547  66.49119   30.115923]",3776.26,61.45128159579444,0.49142238,raw,8
"[92.29765  31.623556 46.62479  58.09054  23.360077 71.52536  64.76092
 87.76969  27.65234  10.449089 91.80788  14.043145]",5307.1074,72.84989651245223,0.56401205,raw,8
"[74.0698    29.47067   38.193745  51.09388    9.6595745 68.85109
 76.83289   66.56533   55.23992   32.551453  67.22835   30.804602 ]",3469.87,58.90560344472757,0.49921238,raw,8
"[69.34996  35.328022 43.728687 88.443436 29.136799 49.66234  67.21057
 84.89345  66.06446  51.835506 49.49333  47.328007]",11375.913,106.65792556550826,0.5751427,raw,8
"[66.02683  42.83888  52.068146 80.04154  54.16943  47.11161  60.672478
 87.13912  30.324793 32.66311  42.87925  53.01316 ]",28123.424,167.70039901003514,0.75348383,raw,8
"[41.390553 32.289646 32.4371   57.179882 20.820095 74.925354 54.021645
 80.581856 67.23396  42.726154 71.64891  51.34959 ]",16982.719,130.3177606851806,0.66087985,raw,8
"[ 62.3893    39.626762   8.063046  72.63079   31.007866  54.687614
  65.87311  119.01094   73.884     30.111624  57.956352  60.038048]",5223.496,72.27375798829061,0.5453287,raw,8
"[ 80.14822   46.04908   23.322836  67.87641   20.048199  77.01667
  75.16057  101.05599   49.41469   13.026783  74.230545  44.271202]",7079.047,84.13707194215877,0.58396584,raw,8
"[92.17642  71.08899  20.035734 52.114265 31.039728 80.29099  92.0697
 67.290215 46.451332 45.89728  40.933426 24.408722]",3466.0823,58.873442870199334,0.4620603,raw,8
"[ 47.583656  46.09685   21.272991  76.30259   51.816628  50.6803
  84.71508  112.498055  51.778477  36.230923  36.567623  32.588627]",3430.0598,58.5667125119135,0.488373,raw,8
"[42.429474  58.007942  66.63028   80.26849   19.845032  58.1353
 41.559166  87.1648    50.597786  -4.3318257 71.00986   59.263866 ]",5028.7456,70.91364893635604,0.55557656,raw,8
"[69.49137  24.47147  38.709717 54.85382  15.387978 48.74998  48.7304
 58.893505 48.729652 26.017788 72.80977  35.161648]",5371.9683,73.29371229320255,0.5959662,raw,8
"[73.35431  48.122066 41.442566 68.55448  40.81894  58.33461  62.891747
 83.64891  55.988605 45.071533 61.546314 36.39259 ]",8778.082,93.69141919754445,0.6144871,raw,8
"[74.82255  47.650173 45.570236 63.3353   36.98941  76.68857  54.80191
 75.2169   43.90569  34.44216  64.36866  45.00744 ]",7213.6914,84.93345281012658,0.6011773,raw,8
"[50.35582  39.49736  32.93996  71.829636 31.245274 62.846287 76.09175
 91.02874  97.51528  29.279898 66.24085  62.320095]",3019.003,54.94545413123364,0.4087172,raw,8
"[79.768875 50.53183  33.830868 36.426907 12.269974 77.20732  65.691185
 94.932396 45.70664  25.179054 59.37721  24.609142]",929.9699,30.4954080095343,0.39197016,raw,8
"[80.21147   35.110157  34.804996  53.322918  35.747715  54.06854
 75.55764   98.26658   20.07256    4.7909436 67.313965  27.299175 ]",1471.8383,38.364544267278056,0.41008022,raw,8
"[59.288383 50.86063  56.809036 73.13244  48.905758 45.579834 62.759605
 64.07778  43.852444 40.917465 39.157913 57.877674]",1104.553,33.23481575871341,0.32612768,raw,8
"[56.55957  46.05655  49.046257 46.994972 35.51178  61.350723 66.4099
 56.039043 55.17452  72.2119   19.88113  46.233723]",4899.904,69.99931291515475,0.54761434,raw,8
"[63.78437  61.69861  40.568577 77.564476 42.90829  54.406723 52.198467
 69.16164  30.89911  31.450792 32.628693 57.472996]",7977.8223,89.31865575357143,0.6102739,raw,8
"[60.720417 52.397896 39.28837  64.46741  52.115906 75.23642  57.580196
 72.464554 55.978947 45.14969  59.01348  63.87511 ]",1375.3276,37.08541002495119,0.40289775,raw,8
"[63.05267   66.28472    7.1598372 53.880974  19.619934  77.91663
 67.35409   75.08305   64.238144  43.60466   51.669167  54.15449  ]",687.2424,26.215307944128156,0.6507444,raw,8
"[73.580475 61.18525   5.63719  23.9625   11.86333  69.329094 94.30375
 78.54698  53.21223  34.764126 42.111847 40.592964]",780.5906,27.939051096482768,0.5948209,raw,8
"[64.26643  60.08226  14.28205  28.22997  21.61139  46.30454  89.00492
 85.24226  56.14245  33.382908 30.067417 48.886017]",639.8933,25.296112557997425,0.52921635,raw,8
"[55.463726  58.616573  18.970778  35.51679    4.5187993 57.451145
 78.9163    87.23605   59.879463  17.103376  19.038748  50.545677 ]",621.2111,24.92410721782164,0.46105358,raw,8
"[ 51.06067   65.274475  13.947861  41.064175  18.384703  38.411797
  71.13765  101.68834   32.722775  21.06631   18.010681  52.854237]",853.4333,29.213580550391605,0.4290813,raw,8
"[40.86612  45.678368 23.00653  54.644382  8.342173 38.149395 79.775505
 67.06323  49.53009  34.92873  16.927303 60.50725 ]",566.8969,23.80959704869223,0.35344672,raw,8
"[ 28.426617  66.10306   44.05756   82.54294   73.18939   20.32015
  50.63641   95.12575   50.256863  54.318768 -11.95625   60.617126]",861.3094,29.348072972633677,0.38660562,raw,8
"[23.381292  43.67111   57.311462  56.41269   46.261196  48.039124
 48.697018  98.33237   14.0550585 22.200583  40.453045  32.64644  ]",1218.3002,34.904156928630115,0.4228977,raw,8
"[28.29862  54.695698 57.942333 59.66192  43.599945 68.92378  52.25901
 78.86298  66.362785 36.73054  37.50889  58.04229 ]",874.8523,29.577902138621578,0.3235335,raw,8
"[71.01635  60.068447 45.613842 76.59398  35.38211  49.448154 75.02504
 56.932343 51.303307 59.946285 10.704166 52.909267]",2624.3147,51.228065523359604,0.43789315,raw,8
"[73.79678   50.063522  70.67209   47.955864  80.35171   29.111261
 78.543304  75.55937   33.536526  72.95488    6.0022187 52.43882  ]",7482.7246,86.50274336328877,0.5766894,raw,8
"[47.80079  43.406616 64.46368  41.97891  33.410664 62.302708 45.341618
 75.33076  37.19614  53.817417 38.677105 48.599354]",7329.5566,85.61282988328911,0.62355834,raw,8
"[ 48.976406  35.731323  38.507027  91.87062   54.807083  32.884315
  39.105724 100.45887   59.121346  28.676012  42.019547  75.801796]",9833.756,99.16529564003226,0.63342893,raw,8
"[86.822945 47.318535 39.950478 52.617573 33.696186 83.707466 53.985584
 89.49063  27.902695  5.522483 65.82684  64.70312 ]",12274.059,110.78835044240888,0.6506241,raw,8
"[57.51022   47.185047   6.6308956 41.96545   -6.7585564 51.783447
 72.184166  72.265366  86.2859    32.497143  51.632027  56.568577 ]",4336.473,65.85190312004089,0.46725962,raw,8
"[ 63.638092  66.212975  37.216366  38.949062  13.573938  62.78727
  64.043274 100.72365   35.383034  42.312447  34.39527   36.67979 ]",1008.1474,31.751336978186348,0.36599663,raw,8
"[53.003807 40.39102  44.069492 64.4635   59.025944 45.51311  90.44987
 82.6932   42.93215  38.870407 30.277657 58.384823]",1603.5167,40.043934916948565,0.3895067,raw,8
"[58.954197 57.818806 43.424484 51.858105 57.977726 50.8407   74.02826
 58.922176 57.78576  64.64798  23.669624 59.127903]",1372.043,37.04109837396834,0.3717421,raw,8
"[52.434113 60.04638  26.294382 61.588795 46.837414 48.54038  71.80692
 79.54007  45.384895 49.855305  9.862562 53.419117]",4182.6255,64.67322079718352,0.51643133,raw,8
"[49.861645 58.776978 50.26185  77.087006 57.562733 54.333523 42.726048
 89.06986  29.757654 22.408398 45.024536 67.56646 ]",7083.59,84.1640650381741,0.6037014,raw,8
"[48.502914 44.737114 18.115004 51.15789  36.179314 52.887028 69.628914
 60.961033 74.731636 61.434166 49.906277 57.45818 ]",4481.808,66.94630763133057,0.49722397,raw,8
"[55.323006 66.74884  19.986382 15.401678 22.214529 74.10984  58.51405
 74.66442  47.074127 50.22944  11.897281 33.80804 ]",2095.0427,45.771636682659434,0.48980463,raw,8
"[78.32937  66.0406   72.43664  88.00711  70.06082  54.59236  51.05487
 84.76004  30.396954 30.419907 56.36045  47.39971 ]",1317.5975,36.29872634376704,0.29865524,raw,8
"[72.48523  35.299915 49.721077 32.187004 79.31213  38.39447  94.26098
 79.00886  53.85107  71.15754  53.087147 59.088276]",1324.087,36.38800676229481,0.30976525,raw,8
"[68.20803  64.68442  35.843224 53.592392 24.196293 39.27507  63.507362
 45.27451  58.786613 49.064075 26.21706  62.621124]",1626.3828,40.32843677233225,0.3964145,raw,8
"[57.85446  57.007828 42.666218 64.001015 82.96212  37.300728 68.41353
 79.50137  30.476192 56.742683 10.3657   73.26753 ]",3899.1992,62.44356827368212,0.49818254,raw,8
"[52.036007 61.095364 44.477478 51.269913 62.6517   61.108616 65.17526
 59.27555  58.504734 76.36456  30.361717 42.792088]",3181.2864,56.4028933384904,0.45896074,raw,8
"[64.70612  64.244125 39.719463 58.52338  59.650024 43.897583 79.70956
 85.31082  42.666912 59.88543  28.03689  56.8116  ]",5381.917,73.36154982133012,0.5364286,raw,8
"[57.642323 56.811867 54.000824 69.80167  54.06494  61.892025 41.23725
 69.25886  25.931612 32.282322 60.295868 55.742176]",7748.176,88.023722832257,0.6182852,raw,8
"[76.512794 60.128128 42.6295   40.373695 45.104534 61.763058 63.150303
 59.736816 61.13663  56.03416  37.34398  33.75069 ]",3843.6042,61.99680836984171,0.5182068,raw,8
"[75.12937  49.900223 37.359447 55.935738 47.847965 40.05102  82.80487
 84.93497  42.387074 53.11487  58.484173 36.297447]",4281.06,65.42981016779545,0.50332373,raw,8
"[79.714424 54.864822 52.367165 68.52417  58.264133 41.24675  52.968437
 55.218052 23.286865 22.909342 34.17944  63.986893]",12604.469,112.26962523318585,0.6677153,raw,8
"[70.18814  64.78426  25.019016 60.713165 31.415623 85.15166  52.392982
 37.35457  41.54496  43.613277 68.64596  51.10701 ]",10108.679,100.54192514039852,0.623952,raw,8
"[61.520397 64.70671  -4.750258 42.080696  6.669717 83.246956 88.59949
 73.26698  83.72531  59.466843 45.897247 56.76968 ]",2427.5293,49.269963434885966,0.37983635,raw,8
"[ 72.0987     49.665356    1.9757323  45.420406    6.3113384  71.98982
  80.95743   112.54135    84.09348    18.579754   64.172554   44.065098 ]",1428.1898,37.79139874807411,0.3931779,raw,8
"[75.537476 41.485523 31.877216 63.586258 18.528723 59.996693 85.40521
 90.063705 79.69808  18.270105 62.096775 22.685005]",912.8317,30.213105204103382,0.50466895,raw,8
"[78.54342  34.99524  55.123455 37.59565  11.56858  53.63406  66.162674
 83.01998  30.21345  34.147045 33.014153 21.709541]",581.32074,24.110593931840288,0.42575288,raw,8
"[59.48575  47.463936 59.520283 52.23091  18.847273 20.883007 70.984505
 73.34981  22.562416 28.247168 28.79659  62.93269 ]",798.2553,28.25341236131653,0.3199214,raw,8
"[58.86155  43.961967 35.984703 48.564686 41.06965  44.231495 61.16586
 48.277496 36.69393  49.398655 37.61604  54.400402]",201.40387,14.191683114729777,0.2031387,raw,8
"[50.95189  42.511986 40.764942 69.77405  85.75077  43.587635 64.330605
 93.19723  66.61596  69.62124  11.063445 55.36741 ]",520.738,22.819683960875068,0.2678152,raw,8
"[ 27.382933  55.19283   63.35268   47.636963  59.95688   50.092667
  54.5249   103.26597   33.46581   29.296982  45.8641    45.812057]",908.78253,30.146020164165638,0.36135602,raw,8
"[28.94327  53.780136 60.45247  55.401768 34.264458 70.436226 56.774567
 62.921387 75.708786 43.932568 33.785843 51.852177]",784.3301,28.00589363196611,0.31603947,raw,8
"[64.85113  63.314396 41.53366  74.65321  50.361763 54.779175 82.9873
 80.44532  59.038914 63.625904 13.170339 67.95419 ]",344.47745,18.560103650296934,0.2282614,raw,8
"[65.16057  45.0433   60.330505 77.207825 77.031975 41.12023  58.22318
 95.03981  49.10856  47.27977  25.977453 52.24191 ]",351.25308,18.741747044376375,0.24912941,raw,8
