predict_data,mse,rmse,mape,smooth,skip
"[24.061848 65.96089  65.535736 38.20371  72.220345 41.64285  57.104176
 60.201466 75.45228  90.7826   58.150173 64.08285 ]",1084.798,32.93627139845694,1.014073,raw,8
"[50.23635  67.86743  44.983265 40.406216 58.113987 47.764023 68.80041
 38.526314 52.45482  84.804985 50.359848 53.30998 ]",351.1804,18.739807613854975,0.38240516,raw,8
"[52.708046 55.511288 46.39225  35.820568 91.75824  57.900635 68.90282
 44.833107 66.24297  98.896034 59.74411  62.93915 ]",1342.9928,36.64686613957,1.0724334,raw,8
"[31.940216 50.61037  74.62692  30.360886 77.115906 37.476364 36.15807
 50.32739  65.45549  81.49168  46.1661   54.307728]",954.52246,30.89534691401765,0.9520288,raw,8
"[65.49042  56.81147  68.688446 81.81178  76.280685 66.45566  46.61014
 43.09171  33.410088 61.329247 74.50641  45.723118]",1189.6992,34.49201673938478,1.0887867,raw,8
"[50.26534  45.782166 39.325047 55.367973 76.25569  50.883465 68.32197
 20.59536  65.01638  97.32277  43.11147  73.01872 ]",785.86615,28.033304298679166,0.7084474,raw,8
"[26.077633 70.56468  51.554718 38.615166 46.9974   38.158607 60.231197
 42.676903 76.17355  76.26415  49.197357 36.359585]",253.02852,15.906870172248148,0.2683872,raw,8
"[54.12532  46.967354 75.79274  49.916332 70.45248  38.541946 41.307613
 41.972313 21.958874 60.802704 61.321968 29.547808]",681.1627,26.099094231918517,0.31261483,raw,8
"[49.960827 26.653835 62.552856 31.037601 84.80887  44.083538 50.77228
 38.107037 64.9401   81.78504  69.19915  53.041786]",854.928,29.23915146709331,0.5673334,raw,8
"[22.006933 41.131374 43.653904 69.71151  53.796932 21.465225 27.144747
 42.65836  68.67894  66.7272   78.94903  58.39126 ]",433.37625,20.81769082344877,0.39709485,raw,8
"[28.482056 55.455254 62.98069  81.34646  66.63046  45.601116 22.84325
 41.165234 30.79993  28.937677 60.1998   56.355732]",467.014,21.610506879024364,0.38830408,raw,8
"[50.476856 39.41234  58.596527 47.014183 55.870293 44.372383 41.56158
 26.137396 46.740444 65.887985 96.86004  25.807495]",1523.2152,39.02838979462178,0.3929505,raw,8
"[69.95338  61.43243  30.443468 60.746452 30.50645  63.509403 54.149227
 35.43232  55.134922 47.06138  51.4534   33.93624 ]",724.6364,26.91907155854783,0.32781014,raw,8
"[51.07465  57.745815 39.449528 65.572014 44.03139  85.95311  35.812195
 52.76765  59.082253 59.70784  90.449554 60.015247]",359.733,18.96662863318055,0.2625706,raw,8
"[66.494835  67.271996   1.4062798 22.822363   2.940977  75.1289
 78.316734  41.987392  68.926735  41.957195  57.798058  55.231255 ]",659.7222,25.685058477720197,0.41790497,raw,8
"[68.62829  76.078476 11.985206 42.368603 10.196899 76.8112   76.28235
 66.56133  63.308712 42.615246 63.655663 43.582123]",514.2116,22.676234451220484,0.39460298,raw,8
"[72.81176   60.205402  15.802892  18.141905   0.6740595 76.06383
 79.28495   71.92261   62.255493  31.823212  55.884758  37.275524 ]",679.0545,26.05867426394772,0.39308858,raw,8
"[ 52.328575  36.24787   21.643328  34.02917  -16.914179  67.10312
  57.987755  69.47902   60.28495   26.558466  46.473236  34.10722 ]",725.7229,26.939244614328462,0.41032457,raw,8
"[49.753036 43.399117 34.163548 79.11171   8.695447 35.32075  57.83262
 85.87068  52.81906  11.492268 33.661823 43.499485]",1032.3971,32.13093672345334,0.39381492,raw,8
"[62.668686 57.83813  43.76043  68.569565 24.239285 52.459423 46.749958
 67.44265  14.593292  4.608922 31.956223 35.87008 ]",1803.0492,42.46232676545101,0.45736858,raw,8
"[59.712154 48.37505  58.227173 58.549557 19.820217 44.487404 50.367126
 67.57009  30.52877  21.213919 46.784252 23.240513]",818.3872,28.607467679458278,0.38454935,raw,8
"[80.11558   51.030357  54.38145   72.07929   15.4538555 76.204124
 57.697838  85.02249   28.563433  15.547423  57.47221   23.775646 ]",1349.3975,36.734145708557044,0.36913368,raw,8
"[87.24337  38.263763 55.943188 86.37941  55.331787 48.771454 73.52068
 80.02324   8.548897 16.939453 49.427017 57.248817]",1788.3551,42.28894775871188,0.3822643,raw,8
"[78.562935 45.63096  47.265495 64.99988  32.95893  65.406    53.191456
 39.41592  34.232273 47.08617  44.260433 26.993975]",1446.5361,38.03335552922592,0.42890123,raw,8
"[62.566574 43.90529  30.112719 41.03647  24.796803 65.69899  63.371685
 76.935165 56.663082 29.267296 47.133026 33.34472 ]",1983.0018,44.53090871579747,0.4629343,raw,8
"[54.951035 29.277607 54.88125  70.680885 25.136229 40.47759  34.507446
 66.240616 43.713108 19.994225 79.436104 45.59395 ]",2370.1655,48.684345814067896,0.4793396,raw,8
"[60.46222  36.3688   37.71895  56.970158 16.95288  55.34092  53.40476
 54.555843 59.099056 35.523422 42.947918 25.999245]",537.2128,23.177852134955124,0.3497006,raw,8
"[47.366108 58.803    64.90844  77.57479  45.336914 38.930443 55.583363
 68.45355  53.587444 49.250965 67.078094 44.576923]",597.1533,24.43672073565723,0.63248104,raw,8
"[44.82808  34.96246  62.8462   48.911358 52.97079  34.809883 37.453735
 59.864346 16.92279  31.193209 49.43681  41.719242]",260.43466,16.137988160400738,0.2946492,raw,8
"[28.638128 45.993046 77.81908  79.29606  81.19987  52.950485 37.776825
 62.324234 63.203884 57.171715 68.245316 62.926487]",359.41702,18.958296935776644,0.3344736,raw,8
"[43.025047 49.65848  50.831406 49.29848  65.29984  46.115013 61.479767
 49.53015  69.34109  89.46155  29.656965 53.999176]",260.39304,16.136698419710022,0.23087351,raw,8
"[59.038727 72.416565 55.42657  50.90074  52.24857  47.083534 60.92627
 52.061924 32.01262  49.767704 46.386818 52.183388]",126.311745,11.238849793904242,0.1706388,raw,8
"[ 64.614944  39.728878  69.96786   71.31469  105.0143    45.778862
  57.83448   57.201668  54.53793   80.33636   62.157383  64.75352 ]",902.60187,30.04333316520957,0.66376895,raw,8
"[23.885546 49.342533 33.195583 38.901886 56.457497 52.881996 61.52073
 43.957882 64.55243  99.988266 32.74744  59.653835]",278.6472,16.692728545067066,0.23667262,raw,8
"[46.55447  70.68164  28.198027 50.293262 40.47661  44.372597 62.847935
 41.576668 39.524693 39.396774 52.806366 49.25222 ]",191.7959,13.849039621486394,0.22056244,raw,8
"[55.415302 59.391327 42.383915 60.494247 79.97903  79.128235 48.356407
 35.691185 66.93273  80.87512  56.541492 58.483555]",686.8008,26.206884233918384,0.57337886,raw,8
"[34.610348 67.017296 27.902817 32.649982 38.54916  64.59744  73.05935
 46.195847 69.96709  85.3491   34.587864 56.4015  ]",526.3173,22.941606782815885,0.46918574,raw,8
"[62.066998 91.69061  50.09298  51.08599  59.155136 66.048454 62.664227
 45.306667 35.864197 60.416855 61.403736 62.0343  ]",445.52402,21.10743985740536,0.41266504,raw,8
"[ 55.92708   55.766068  44.248062  43.37296   96.99444   74.89171
  76.695404  31.850681  66.85242  103.06794   76.12206   79.3676  ]",1688.0565,41.0859649826396,1.0908662,raw,8
"[23.599867 58.159454 26.985746 15.879544 39.816666 53.791412 67.3432
 35.23858  79.58689  99.655876 54.205883 64.17382 ]",570.19086,23.878669496720157,0.46688762,raw,8
"[43.39788  70.32078  28.638863 39.133984 40.59561  46.281742 57.68899
 35.7463   55.212917 51.74581  68.61692  42.114613]",175.91925,13.263455450533291,0.23048897,raw,8
"[54.913704 51.921528 40.958363 49.15298  64.395065 68.87097  47.269585
 23.995045 70.22268  83.356895 64.984245 40.92917 ]",740.96844,27.220735567288013,0.7022149,raw,8
"[39.831833 52.561344 34.08505  63.3624   55.984436 45.736595 66.3217
 48.103416 73.76074  95.0632   71.18954  49.909985]",626.5938,25.03185592470435,0.6043065,raw,8
"[47.69104  47.182343 43.571533 50.06741  50.455074 49.109634 34.43851
 47.662262 38.767937 29.953758 77.36449  49.041   ]",376.91443,19.414284141088938,0.18727052,raw,8
"[ 26.175962  37.678833  48.87678   66.54915   46.565445  76.508575
  41.19867   31.935268  88.96039   70.407196 105.183655  57.001778]",1033.7382,32.15179869275882,0.4155579,raw,8
"[82.42493  69.297424 30.767195 60.90791  27.566696 87.67614  60.20284
 45.500675 62.842567 63.950905 65.6473   41.086628]",309.03842,17.5794886623832,0.29696533,raw,8
"[35.68553  36.686657 15.444253 65.999054 21.451962 54.196854 53.891563
 69.1117   78.95597  63.14975  64.495674 47.138462]",573.69586,23.9519490191593,0.54715097,raw,8
"[60.52871  50.203274 48.701458 42.135166 22.63817  70.9303   73.05866
 62.645752 81.003975 54.23138  53.690575  9.099927]",1048.7784,32.38484896340899,1.116743,raw,8
"[64.09657  45.72358  44.987595 48.063717 10.979435 49.67587  59.89789
 70.58565  28.178171 25.883245 82.38369  32.931515]",839.04297,28.96623842941986,0.94461775,raw,8
"[48.1179   40.513588 68.357635 68.43413  65.565    38.30533  34.27409
 62.268814 24.256598 16.497028 70.65617  54.643036]",779.2487,27.915026746570003,0.866834,raw,8
"[38.98425  53.123966 44.76793  51.82212  51.580727 65.22158  43.65549
 44.375847 65.553505 54.572952 67.335434 58.981052]",944.7469,30.73673514228587,1.2359074,raw,8
"[41.82772  62.013054 29.48501  49.67734  45.442486 56.333828 50.268715
 44.279736 54.796024 59.67574  45.16257  53.599224]",574.36365,23.965885075684927,0.8734839,raw,8
"[60.351814 58.862965 34.36484  37.451397 56.051903 42.57006  58.705837
 46.640793 30.026949 41.74408  58.802067 46.72216 ]",358.59543,18.936616077504368,0.5103519,raw,8
"[76.937386 74.3484   34.978134 46.095646 46.792572 86.45236  52.25381
 16.454578 48.703907 62.08115  57.334503 51.49067 ]",863.03125,29.37739351950748,0.85508275,raw,8
"[53.126198 44.697075 27.054354 68.324585 45.44632  48.09612  50.921455
 36.549156 57.625496 75.45748  43.00685  54.268337]",490.35913,22.144054074612782,0.5980712,raw,8
"[41.31457  57.589054 40.217133 36.923416 46.558365 44.196026 57.910988
 67.029884 37.67201  39.24848  61.455986 42.639168]",192.9587,13.890957290914395,0.2863396,raw,8
"[54.13639  67.26878  51.990696 50.993668 32.57435  76.57959  39.222675
 25.143137 47.990665 53.284077 66.74996  42.22305 ]",566.7835,23.807215467180978,0.65473217,raw,8
"[31.898415 45.494225 44.89904  43.67991  43.858326 51.155697 57.146465
 51.068604 62.02004  86.85671  37.904377 53.197872]",507.2908,22.523117057857537,0.60813886,raw,8
"[47.299088 57.462326 58.442013 69.85249  45.374493 49.002213 43.935802
 48.138245 34.07088  33.25474  67.540146 48.696213]",526.0396,22.935553444737415,0.35793498,raw,8
"[37.1572   42.168556 45.60439  49.927925 60.061573 68.14088  49.885796
 38.47267  71.13295  77.45347  55.059765 59.315323]",632.84985,25.1565071803624,0.43232393,raw,8
"[34.69263  58.773613 34.22272  56.84694  34.800003 51.926834 61.38802
 52.87536  78.51058  75.50935  47.29019  53.622704]",233.92973,15.294761628621977,0.27425018,raw,8
"[48.0404   45.48276  46.57049  67.15178  70.60638  49.891613 50.337868
 68.61423  38.2396   39.6901   64.0847   50.886944]",156.06458,12.492580806034937,0.19397634,raw,8
"[24.28783  43.31927  48.380577 53.099815 48.092476 75.98587  47.66642
 46.796337 88.877525 67.46577  62.952682 57.54301 ]",520.53424,22.815219497577846,0.39357698,raw,8
"[46.313984 60.67169  39.567696 64.0164   38.631668 58.86322  50.648342
 56.768055 46.838287 56.77186  29.692478 33.026836]",204.50188,14.300415267783475,0.21468873,raw,8
"[54.43902  57.4315   81.32086  68.906906 79.59859  58.580875 54.52509
 72.34558  49.534264 64.683525 47.070824 44.391544]",183.07613,13.530562667481083,0.16950716,raw,8
"[52.529438 48.854935 58.96866  61.46774  31.692291 45.91059  61.225285
 54.095226 32.05901  55.248837 64.94071  52.77202 ]",193.24768,13.901355353492065,0.19515105,raw,8
"[ 25.223398  31.166254  67.56275  102.749016  50.686882  31.606705
  38.119064  77.29508   66.39251   36.376446  68.590805  47.833252]",545.20575,23.34964131441249,0.3075008,raw,8
"[46.491894 49.625042 65.50567  70.96621  39.118584 86.94539  45.963875
 67.988    34.52519  23.339851 75.993996 34.923462]",508.89053,22.558602205084995,0.29321954,raw,8
"[58.99213  36.094135 34.049778 73.04693  11.918776 63.661762 40.43685
 42.81662  54.541718 32.022675 95.03512  43.6653  ]",666.2405,25.81163455722293,0.35326126,raw,8
"[6.3843952e+01 4.0579071e+01 2.9162748e+01 5.6600986e+01 8.0769360e-02
 7.5308182e+01 6.0574726e+01 7.4811714e+01 6.4568985e+01 2.4535385e+01
 8.3754707e+01 2.9139925e+01]",1035.9858,32.18673391078613,0.32930377,raw,8
"[81.53746   41.145027  51.74257   64.33445    7.1179156 80.66007
 47.830494  67.65044   29.04387    1.5838711 89.58529   31.468996 ]",3504.1973,59.19626057129791,0.49219012,raw,8
"[53.162792  35.64755   24.460253  46.603394  -6.2534018 68.51311
 60.22808   49.259987  70.26294   38.70857   74.64287   47.10811  ]",2408.345,49.07489144871464,0.42565572,raw,8
"[41.89128  48.944965 25.726866 63.051403 -8.123176 69.80633  57.817837
 73.09576  69.05566  36.063694 79.658424 49.176876]",624.5354,24.990706280348,0.36394095,raw,8
"[33.4721   31.262276 46.78871  99.72743  43.170906 66.66041  41.15801
 78.429726 54.413284 22.878489 52.41699  42.927948]",1271.5979,35.659471398081955,0.40199792,raw,8
"[14.402754 35.899403 59.70105  64.104706 23.587202 91.70422  55.127716
 64.57037  88.69192  56.54789  81.22407  40.57854 ]",1806.3885,42.50162996644585,0.82890415,raw,8
"[49.336113 59.36054  54.86626  70.07861  26.04144  58.33888  47.70124
 57.627953 59.467136 62.158234 38.485283 29.91682 ]",601.71674,24.529915120926198,0.7168698,raw,8
"[44.175125 37.26218  83.10825  85.88586  72.27636  52.26326  60.19502
 81.15141  43.44711  58.27788  74.58231  52.198692]",547.55444,23.39988126806149,0.4258348,raw,8
"[54.226208 44.329308 78.196785 55.900646 69.38568  41.432964 57.63403
 59.912273 45.80208  65.15313  66.28146  61.22415 ]",401.38077,20.03448945748969,0.450893,raw,8
"[44.04813  54.327835 58.101276 29.79596  62.709465 49.362045 62.18076
 47.72581  69.82729  86.39129  46.04632  59.61783 ]",578.69574,24.0560956879144,0.5906367,raw,8
"[64.18153  52.8621   61.868576 45.852627 81.3634   28.379766 61.475803
 57.309673 28.582579 70.705795 46.02283  44.800495]",347.78604,18.649022528265807,0.36802495,raw,8
"[ 59.772915  55.475414  63.039417  46.526722 104.37866   61.219364
  61.545315  53.386753  53.18918   84.76248   58.867035  64.678604]",1236.1368,35.15873775920166,1.0191641,raw,8
"[42.824192 56.022118 51.910255 51.833065 64.433395 44.86035  51.84167
 28.529333 64.17309  87.64675  65.116455 78.93111 ]",578.2308,24.04642954631272,0.6747978,raw,8
"[60.891464 76.5838   43.989758 33.902668 55.154865 54.774742 73.50256
 42.052208 41.54329  82.1391   57.385506 44.12662 ]",266.7264,16.331760771947078,0.2592204,raw,8
"[63.13648  52.75878  44.023277 44.55885  84.76076  67.34574  68.00274
 39.18192  65.90831  92.2333   67.41404  65.07931 ]",1150.1898,33.9144485335666,0.8982176,raw,8
"[ 32.8108    49.60777   66.31468   34.75662   70.91238   48.945477
  49.22031   46.23067   76.088875 104.68238   68.7231    61.016922]",978.6258,31.28299527630037,0.7932146,raw,8
"[57.997704 63.42767  46.14156  48.30942  62.899033 47.65352  71.65329
 36.194798 60.14865  81.57117  74.599304 47.476448]",589.9255,24.288381503801745,0.56249297,raw,8
"[ 61.280727  46.131073  57.392643  55.924595 101.7166    62.040874
  53.4703    49.496704  69.47104   95.98707   74.07736   59.191216]",2101.032,45.8370154179117,1.9885063,raw,8
"[ 9.726675 23.498604 63.61428  49.283783 60.980747 39.412018 31.017666
 51.527237 73.78573  79.257    76.52496  49.131687]",1016.7736,31.88688791032246,1.1138273,raw,8
"[39.257084 69.86979  52.515102 42.213036 43.477924 35.88644  50.983604
 33.10238  32.302525 45.243866 66.30745  35.444107]",316.8401,17.800002468837608,0.4223622,raw,8
"[70.41496  45.82255  50.985695 55.346764 81.76672  49.87334  38.424118
 10.872161 34.660896 66.92792  92.89579  51.27514 ]",698.638,26.43176120670511,0.6151522,raw,8
"[40.847397 35.84469  37.043087 52.001472 41.335354 37.84828  29.370106
 31.564785 66.46386  60.188206 67.64402  43.07553 ]",167.78862,12.953324669563301,0.21643262,raw,8
"[64.56627  64.49786  52.79     65.40969  55.58604  71.350876 33.3125
 42.422222 27.18869  30.599173 86.47652  34.964993]",537.0658,23.174680060325265,0.29185924,raw,8
"[57.913734 53.457573 31.223846 65.739105 37.570553 80.20092  40.35316
 15.302882 60.49811  63.643898 82.73392  46.96319 ]",475.3561,21.802662902020494,0.32353315,raw,8
"[41.6935   61.75448  24.716143 47.37616  10.313212 67.038826 55.155247
 47.59938  82.81209  53.60471  70.9318   31.004343]",508.39236,22.547557838975667,0.28991327,raw,8
"[75.36694  55.560616 45.237316 45.606686 25.57232  72.62509  65.602646
 61.85688  70.99145  41.695065 89.7152   20.080597]",434.61597,20.847445090391172,0.26451495,raw,8
"[82.051155 42.489388 32.604675 50.988205 27.106398 55.6785   55.052513
 46.10011  42.296085 36.145542 61.69375  35.447304]",316.96448,17.8034962167284,0.30295,raw,8
"[48.016033 29.61791  62.993492 79.70158  34.80802  56.343475 32.81264
 78.60466  56.688194 25.863068 81.03235  38.643047]",600.3293,24.501618001021253,0.5216035,raw,8
"[71.14089  57.214897 47.411007 69.17076  25.84572  74.92763  44.60155
 47.63042  25.742361 22.483143 70.91705  39.38463 ]",487.56506,22.08087551426715,0.41608295,raw,8
"[60.62086  49.101864 33.418537 33.59021  27.042347 61.916973 66.859055
 39.25685  48.243835 53.798153 56.79028  37.916042]",204.5558,14.302300562902515,0.23765172,raw,8
"[64.34829  49.866535 53.497368 63.24881  28.85816  50.283443 58.428818
 54.006824 69.873276 56.792004 54.375813 45.358467]",156.21222,12.498488678167503,0.15517154,raw,8
"[95.32836  37.767242 71.89868  49.895622 62.648277 53.003597 54.67501
 64.58342  23.968328 57.994713 39.371574 35.249157]",332.51456,18.234981680406637,0.22452678,raw,8
"[57.49608  42.79919  67.96926  73.47217  53.248543 41.26565  58.307003
 60.132973 43.886356 41.205044 65.78111  33.23439 ]",433.2501,20.814660495735556,0.5083117,raw,8
"[54.257656 30.968658 82.61288  64.99106  60.617313 29.547153 24.511658
 71.69055  28.54708  50.530014 67.55833  31.449345]",656.50305,25.62231550343982,0.6224501,raw,8
"[70.59788  37.292095 97.94148  96.33706  33.504314 36.916992 37.410316
 42.504784 10.043626 21.57547  68.949135 39.858257]",913.83075,30.22963363178123,0.56456006,raw,8
"[64.61169  37.346176 78.50768  53.417732 88.5889   43.215633 57.772316
 67.78001  39.911247 67.184845 68.27199  56.000393]",1055.2106,32.48400485298976,0.9632442,raw,8
"[21.570463 37.177177 74.860374 59.992664 56.37809  41.433376 24.561144
 50.270332 63.099148 63.499615 67.82633  47.916866]",621.24554,24.92479778119762,0.6994346,raw,8
"[55.623905 52.4228   61.953823 45.726967 44.267857 40.63907  51.199406
 48.51928  30.996965 48.210453 55.635666 34.601097]",192.70003,13.881643543392848,0.3241992,raw,8
"[72.85047  43.686203 70.00225  57.672775 87.17123  59.159657 49.301514
 48.595585 33.36914  67.63709  75.52314  46.89125 ]",729.0778,27.001441069398847,0.6363898,raw,8
"[33.891987 38.653202 54.37415  40.190037 48.589832 51.92426  42.462074
 29.294483 63.522396 88.589165 54.291836 67.861465]",395.43143,19.885457676451733,0.43684784,raw,8
"[43.41725  48.270847 40.217365 54.460762 36.17577  40.86381  47.7539
 36.44196  39.57964  41.23343  78.43209  44.830673]",147.18193,12.131856022142374,0.19081791,raw,8
"[49.21195  63.27064  48.64163  58.409286 58.358982 88.625595 38.28346
 21.32517  59.720146 75.056274 69.48369  50.564808]",705.02875,26.55237743703177,0.62361187,raw,8
"[45.14082  34.14149  27.182165 70.2566   37.437695 50.52323  62.44018
 30.719011 82.95845  84.34444  67.57503  57.17937 ]",635.6552,25.21220364034734,0.5606655,raw,8
"[80.37646  63.579296 53.361862 42.550156 55.32067  42.462444 36.269394
 52.750603 27.824045 33.356712 62.171806 21.459284]",327.0481,18.084471120359726,0.3554388,raw,8
"[ 71.13016   39.826653  76.2724    42.87374   90.1596    54.0224
  47.88008   43.485847  20.079878  53.358738 113.68556   31.190601]",1031.3695,32.114942111670345,0.6355644,raw,8
"[55.2257   48.507324 55.167103 32.5302   50.075127 44.74151  40.016685
 18.008047 63.112534 76.87931  59.454994 48.560173]",362.0566,19.027785212878083,0.46197486,raw,8
"[29.174107 30.86682  39.255062 57.523724 48.86657  32.455723 60.215794
 36.48823  72.03095  74.47148  81.73875  48.113422]",374.30286,19.34690818826906,0.3753074,raw,8
"[54.627327 59.641293 47.349274 51.194523 69.391846 77.82886  21.617748
 35.76197  67.48551  66.03916  63.558353 61.517563]",464.05737,21.541990925791307,0.47298494,raw,8
"[ 20.334303  26.054222  55.390186  73.04288   65.30124   43.51277
  38.064137  45.936855  93.75469  100.04131  100.90152   61.48493 ]",960.5757,30.993155431381137,0.5658221,raw,8
"[63.090343 46.90622  49.40459  57.01973  55.107906 50.593006 39.000584
 50.07688  43.68905  48.095318 67.949066 16.364187]",148.40834,12.182296189721441,0.19317997,raw,8
"[19.85475  42.33001  54.114254 34.651627 53.7792   79.20365  56.34682
 58.699413 84.28103  82.31553  98.00675  49.016727]",578.94574,24.06129131501661,0.39443228,raw,8
"[57.533756 41.376106 61.96726  57.331436 50.492916 40.82337  26.360102
 45.64554  54.40175  45.695606 65.15534  36.12635 ]",220.08264,14.835182560439305,0.22091688,raw,8
"[41.235516 50.466255 65.85088  61.561245 33.223614 82.125145 47.257698
 66.602264 56.460735 50.88861  92.74964  61.905704]",275.5263,16.59898509404547,0.22640394,raw,8
"[72.883125 37.15329  45.536053 79.09099  59.333683 44.020603 48.527863
 32.348965 42.877472 61.154724 41.212868 44.167366]",945.7027,30.75227955378115,0.35941616,raw,8
"[58.519104 53.672707 58.384388 57.2554   17.180113 93.41294  58.295593
 57.735695 59.204384 56.772377 68.72388  17.671387]",1291.8085,35.941737182274416,0.36810228,raw,8
"[61.705757 49.318047 58.13633  83.756935 47.995728 57.913067 42.619865
 68.33215  33.75805  30.08899  79.95493  41.3505  ]",1359.0873,36.86580095798052,0.37936938,raw,8
"[ 50.680088   35.3628     45.087856   46.124733   -3.5891147  72.4151
  52.532173   45.44386    67.757225   44.31452   102.76711    46.624557 ]",1552.3589,39.39998587206282,0.41952613,raw,8
"[73.88513  49.454113 49.80007  33.018333 -8.059522 81.911896 69.673294
 49.241066 63.808716 52.62228  83.15522   9.188731]",1262.5997,35.533079397166134,0.40963066,raw,8
"[44.249725 30.136719 51.90495  58.338947 34.283157 65.08555  60.0153
 60.981613 71.43886  57.568016 79.70668  36.48149 ]",195.79076,13.992525012505283,0.23985116,raw,8
"[54.28016  31.42789  83.93069  80.82179  58.311607 54.55023  30.34094
 57.09228  52.912956 41.60957  94.04468  35.14256 ]",557.85767,23.6190106908741,0.41637948,raw,8
"[68.52925  27.492954 46.46968  64.23106  32.920544 56.56768  51.387856
 47.280113 51.64429  36.116436 77.422745 36.243958]",238.35925,15.438887684340719,0.2789621,raw,8
"[75.73279  39.80378  62.011898 51.659195 44.015564 50.969433 41.328354
 51.958004 11.858602 13.012582 94.1301   31.925383]",652.94,25.552690708444114,0.3458446,raw,8
"[71.73509  37.019012 47.80445  52.25851  28.511503 64.86482  33.419823
 16.522089 47.789413 49.04656  86.954    26.83646 ]",427.77164,20.682640957162377,0.31690782,raw,8
"[56.91907  44.2473   34.57433  49.05752  16.121304 62.01516  40.886486
 37.67959  55.017162 39.81132  65.21662  28.282612]",575.00476,23.979256884694895,0.89163446,raw,8
"[45.37979  35.93997  60.910378 61.29515  41.127052 77.22769  28.994886
 57.422043 65.74845  64.36448  78.85494  36.075603]",987.7939,31.4291884126419,1.1837221,raw,8
"[52.764374 60.952873 43.504807 40.18538  24.26434  79.334335 54.207626
 33.164825 54.06925  63.47387  54.615955 35.477657]",812.8378,28.510310934639836,0.9043922,raw,8
"[59.05314  39.547318 73.281364 56.22818  53.921085 40.772808 78.13421
 66.44755  57.007923 62.860435 58.66108  60.592743]",1256.639,35.44910489823315,1.3702248,raw,8
"[48.112415 47.440434 59.096264 48.445618 35.34226  44.280636 75.914406
 57.48139  75.417076 75.55135  40.588387 65.51258 ]",747.74854,27.344991043265125,0.77044004,raw,8
"[46.41261  54.73859  61.97276  43.52294  39.669067 49.69842  71.587776
 57.19381  36.76456  55.18532  37.68123  38.628803]",485.30777,22.029701990162977,0.64833146,raw,8
"[48.276333 41.59461  85.513115 67.737076 51.926113 39.680794 37.992233
 64.83834  48.277912 47.957775 52.3719   54.41885 ]",565.73956,23.785280384899423,0.5845188,raw,8
"[53.19189  22.950632 68.605095 74.144196 62.945244 41.205666 59.17361
 68.139915 37.614777 56.329136 67.5885   60.289433]",334.90833,18.30050068154728,0.37547997,raw,8
"[43.743843 56.97199  66.222275 60.225048 60.27949  52.597137 42.25929
 55.46026  45.64379  51.006474 38.142532 67.28512 ]",726.15704,26.947301227711677,1.0279435,raw,8
"[34.92532  47.964836 80.191086 57.030834 52.545853 49.741474 17.01955
 62.023262 49.7683   51.812325 64.151764 33.14159 ]",1011.06415,31.797234910432365,1.2854722,raw,8
"[58.350033 47.421207 87.33472  54.867874 67.70529  59.629078 53.340424
 60.04395  29.139603 63.582012 70.987564 36.01804 ]",1222.8638,34.96946910565343,1.2403135,raw,8
"[74.68056  45.551285 55.86283  46.555466 73.54138  41.21302  71.3772
 33.91607  41.28362  69.50896  60.101208 63.77914 ]",1172.3815,34.24005650881088,1.2553554,raw,8
"[27.3957   43.397648 72.37162  48.414307 70.76337  48.33287  44.868587
 52.790478 77.5513   84.98313  62.42833  51.8307  ]",1123.5729,33.51973860244979,1.0881859,raw,8
"[51.94775  46.024357 66.73039  56.753574 53.389374 22.949045 51.26366
 41.58224  46.68018  70.26464  57.699333 40.593937]",450.2549,21.21921094975207,0.5734511,raw,8
"[74.67978  50.310963 70.28178  45.101475 87.66539  48.530224 47.111168
 47.03079  32.83316  70.497986 69.718185 52.27678 ]",918.2962,30.30340250884843,0.84519506,raw,8
"[37.86091  20.853436 50.691082 70.20248  68.56521  37.24923  40.202133
 30.85734  81.75307  88.596855 81.11294  66.942955]",818.1489,28.603302707576447,0.67995316,raw,8
"[51.89826  54.033855 41.526875 48.418324 61.39419  28.234552 46.11863
 51.456776 37.595978 49.329502 66.835144 47.34245 ]",145.69864,12.070569121462983,0.22683384,raw,8
"[46.57457  62.289764 59.105682 54.394352 59.079914 87.50071  30.17502
 32.761753 55.789627 68.2611   85.75204  43.26921 ]",801.98016,28.319254290574438,0.66128355,raw,8
"[45.10726  50.129482 34.27475  61.135258 52.758533 56.18795  65.040146
 39.279625 69.73319  83.7248   66.921196 47.457863]",548.8122,23.426741020129512,0.56815875,raw,8
"[42.097237 50.539734 43.71651  47.17481  55.502544 35.994164 50.03636
 60.067467 53.851124 40.758587 67.86792  39.179676]",119.67933,10.939804793434709,0.19258042,raw,8
"[ 56.448883  54.481995  55.136646  52.607002  53.80003   68.930954
  37.047146  34.13534   53.860275  54.76435  102.89185   45.415024]",642.5686,25.348936930680644,0.5284447,raw,8
"[56.282963 44.242413 33.256725 71.32765  50.044323 52.992054 47.20299
 42.321236 71.35438  58.38571  69.51159  50.83148 ]",210.08344,14.494255243322913,0.2704127,raw,8
"[69.26203  52.704525 44.358    54.829346 52.252823 60.157196 50.8984
 52.43171  34.91469  35.70426  84.00833  38.113503]",211.86438,14.555561819552432,0.1986082,raw,8
"[63.70489  53.53749  32.158897 46.19831  38.149036 70.27421  51.676086
 24.25381  54.133923 59.448334 74.41191  43.47304 ]",228.09575,15.102839100691208,0.2907694,raw,8
