id,timestamp,raw,rolling3,rolling6,rolling9,rolling13,weighted3,weighted6,weighted9,weighted13
157,183102,83.6,99.8,113.1333333,105,114.9153846,94.53550736,103.4379837,106.7275573,108.642837
158,183103,155.8,106.1333333,121.8666667,110.2666667,117.6615385,125.1677537,118.3985598,116.5420458,115.3795745
159,183104,90.9,110.1,113.5833333,112.2333333,113.8076923,108.0338768,110.5418284,111.4136367,111.8824925
160,183105,63.4,103.3666667,101.5833333,109.8777778,105.0461538,85.71693842,97.0727346,101.8109093,104.9564221
161,183106,55.6,69.96666667,88.05,104.5666667,100.8230769,70.65846921,85.22338186,92.56872746,97.90550466
162,183107,75.4,64.8,87.45,97.32222222,98.28461538,73.0292346,82.41670133,89.13498197,94.69043257
163,183108,91.6,74.2,88.78333333,92.45555556,99.7,82.3146173,85.04050095,89.62798557,94.2489422
164,183109,63.2,76.73333333,73.35,84.27777778,98.05384615,72.75730865,78.80035782,84.34238846,89.81337903
165,183110,77.1,77.3,71.05,84.06666667,96.03076923,74.92865433,78.3145413,82.89391077,87.99718203
166,183111,72.5,70.93333333,72.56666667,82.83333333,90.79230769,73.71432716,76.65324379,80.81512861,85.78329888
167,183112,48.3,65.96666667,71.35,70.88888889,84.09230769,61.00716358,68.55231699,74.31210289,80.4285419
168,183201,51.5,57.43333333,67.36666667,66.51111111,77.53076923,56.25358179,63.68022642,69.74968231,76.29589305
169,183202,92.6,64.13333333,67.53333333,69.75555556,78.57692308,74.4267909,71.94301887,74.31974585,78.62505119
170,183203,91.9,78.66666667,72.31666667,73.78888889,79.21538462,83.16339545,77.64501348,77.83579668,80.52147245
171,183204,44.8,76.43333333,66.93333333,70.38888889,70.67692308,63.98169772,68.26072391,71.22863734,75.41840496
172,183205,68.9,68.53333333,66.33333333,67.86666667,68.98461538,66.44084886,68.44337422,70.76290988,74.48720425
173,183206,44.5,52.73333333,65.7,65.78888889,67.53076923,55.47042443,61.60241016,65.5103279,70.20331793
174,183207,23.3,45.56666667,61,59.81111111,65.04615385,39.38521222,50.6588644,57.06826232,63.50284394
175,183208,14.8,27.53333333,48.03333333,53.4,60.38461538,27.09260611,40.41347457,48.61460986,56.5452948
176,183209,13.7,17.26666667,35,49.55555556,54.39230769,20.39630305,32.78105327,41.63168788,50.4245384
177,183210,35.2,21.23333333,33.4,47.74444444,52.23846154,27.79815153,33.4721809,40.34535031,48.24960435
178,183211,23.8,24.23333333,25.88333333,40.1,48.13846154,25.79907576,30.70870065,37.03628025,44.75680372
179,183212,45.8,34.93333333,26.1,34.97777778,46.08461538,35.79953788,35.02050046,38.7890242,44.90583176
