Unnamed: 0,predict_data,mse,rmse,smooth,skip
0,"[73.91561  43.836205 54.882095 50.75925  53.295715 14.135078 28.073654
 71.37528  44.764786 35.5078   21.762619 39.445923]",877.99097,29.63091235174636,weighted12,3
1,"[57.761715 66.73322  57.876904 49.26263  52.343227 28.466993 32.020027
 60.628963 47.69278  26.293863 30.863314 38.27074 ]",713.2576,26.706883558261364,weighted12,3
2,"[57.723175 49.648212 55.318985 43.99709  47.27497  47.368477 38.547596
 72.86045  53.069416 16.887255 35.955093 25.935572]",608.4109,24.665986472709235,weighted12,3
3,"[49.26334  50.66962  70.6959   42.01538  55.415592 61.342083 32.881622
 64.911156 33.02413  30.228117 42.263203 28.39679 ]",399.28342,19.98207738820083,weighted12,3
4,"[31.710196 65.71271  63.450787 29.54415  61.010765 56.005276 49.104053
 66.88969  29.754301 65.30985  45.244587 36.027363]",305.21677,17.470454097058322,weighted12,3
5,"[49.575745 43.990463 52.569183 55.027084 62.530125 49.585793 42.2973
 75.908455 34.867157 42.587456 36.179134 33.172245]",184.84401,13.595734970916949,weighted12,3
6,"[52.690144 53.941257 73.450066 58.281376 65.63644  58.25069  55.691322
 64.83976  39.38307  38.842743 44.46226  43.23985 ]",106.15096,10.302958935645131,weighted12,3
7,"[29.775099 53.37812  61.352768 50.093212 59.102116 40.68517  52.18649
 79.96125  41.04359  66.15893  32.461685 38.919952]",227.97809,15.098943286829918,weighted12,3
8,"[30.867142 56.57888  48.651443 61.283966 53.682377 29.970568 39.915173
 74.89327  22.21584  69.01377  14.035103 34.851124]",485.9166,22.043515950478145,weighted12,3
9,"[27.254059 56.05351  57.91463  50.064503 60.776936 28.037333 49.812786
 79.75392  29.71862  69.02456  16.207342 25.953981]",480.1971,21.913400307508404,weighted12,3
10,"[34.55516  56.075264 63.9001   46.399124 61.228706 23.361307 46.049156
 83.53161  32.00653  62.202595 12.397025 23.732973]",529.3193,23.00693971179878,weighted12,3
11,"[37.665565 54.20878  71.141815 39.603634 60.1263   22.410673 43.37547
 90.76332  30.507208 61.08953  11.777242 23.298737]",667.9041,25.843840925248152,weighted12,3
12,"[45.810993 53.506428 74.986336 38.258118 59.892166 25.089676 38.954594
 95.37056  32.65211  52.281113 12.285177 22.98856 ]",781.42365,27.953955802704048,weighted12,3
13,"[49.70259  54.12874  76.984024 37.084362 62.918537 33.76908  38.223537
 97.22434  31.228342 47.419827 16.264303 22.4745  ]",886.6547,29.776748044759582,weighted12,3
14,"[50.16046   56.04761   75.02514   44.969727  66.42578   41.772057
 35.69003   97.45322   29.814169  37.717175  15.9931135 21.941587 ]",1043.0392,32.29611717482943,weighted12,3
15,"[50.53862  58.901752 78.71465  49.486435 70.71183  54.065296 30.008394
 96.91132  26.437656 33.074425 17.190792 18.293152]",1260.143,35.49849214172255,weighted12,3
16,"[45.055653 66.34826  78.9831   50.105362 71.524086 61.61881  31.319231
 92.276924 24.509815 39.209152 17.273502 18.845758]",1356.0087,36.82402296045596,weighted12,3
17,"[39.570854 66.71509  80.71122  51.22343  72.37703  66.33806  33.588165
 91.15619  24.214334 38.915497 17.3283   13.212159]",1444.7076,38.00930993324612,weighted12,3
18,"[40.39927  66.211525 84.429276 54.126244 73.125725 67.814575 36.29744
 83.670494 26.24278  42.48453  18.315012 11.903278]",1274.7762,35.704008810176866,weighted12,3
19,"[40.114002 62.198013 79.848175 52.040188 72.85227  61.393585 32.100338
 84.91995  23.305897 50.101086 14.959706 12.420476]",1340.5305,36.61325603627906,weighted12,3
20,"[45.07635  61.030956 77.105934 58.22163  71.629555 61.53733  27.891552
 81.228355 25.165108 41.703297 13.390288 13.125264]",1488.8536,38.58566622070057,weighted12,3
21,"[45.202206 54.58195  73.83105  54.381664 70.9158   62.114433 28.457483
 84.98167  26.44162  38.754864 17.540264 12.510511]",1766.4948,42.02968892314768,weighted12,3
22,"[50.813995 50.285286 70.234375 54.034916 68.907745 60.677715 26.40256
 84.99104  26.618807 33.482746 18.205162 19.925323]",2137.789,46.23623105855407,weighted12,3
23,"[43.756485 53.805397 72.29763  50.806328 69.943146 61.392334 27.235126
 88.99845  23.894512 37.94759  20.24802  19.440434]",2680.213,51.770772551942855,weighted12,3
24,"[45.438217 50.566643 70.061874 53.702236 70.9148   62.888985 28.281515
 86.856995 24.2098   34.85548  19.356668 20.992777]",3169.1511,56.295214033227325,weighted12,3
25,"[42.001427 72.759186 76.08187  54.562218 72.19911  61.820847 31.030085
 66.36015  29.460617 34.3792   24.763136 34.05108 ]",2838.8806,53.281146902392926,weighted12,3
