Unnamed: 0,predict_data,mse,rmse,smooth,skip
0,"[22.963684 39.298218 45.668694 57.42144  51.160202 29.135817 68.32997
 65.035645 48.372963 55.901535 20.937    37.083954]",970.4704,31.15237387341804,weighted3,3
1,"[17.431444 27.77348  44.910797 56.32079  41.897034  7.246672 66.88217
 70.09668  25.676046 58.868973 11.305142 43.110264]",1665.8434,40.814744686069794,weighted3,3
2,"[45.40871  48.082703 40.304733 77.38972  67.25056  50.82938  67.08171
 53.98148  57.48156  37.83205  18.820168 67.204765]",602.4717,24.545298525124927,weighted3,3
3,"[52.22675  20.50963  47.580093 58.829876 45.73691  74.11512  84.39935
 62.096672 50.83445  42.210945 33.417744 72.88077 ]",551.8761,23.49204330476199,weighted3,3
4,"[40.97828  41.668896 66.35194  66.27097  46.88264  88.84951  32.073032
 68.99449  68.21374  68.69605  63.24748  57.38232 ]",355.05283,18.842845483836413,weighted3,3
5,"[39.04646  48.280544 70.266945 49.184227 63.561855 51.066036 51.643047
 68.246994 54.835247 59.960403 56.33375  45.30772 ]",110.839355,10.528027140388174,weighted3,3
6,"[64.92035  31.926481 78.13525  47.51339  46.95777  49.395542 51.585068
 37.38588  55.924644 34.878567 61.99971  45.675694]",172.00342,13.11500735679359,weighted3,3
7,"[71.04734  44.531605 73.05484  59.63471  28.214336 33.058395 55.165054
 58.09865  41.195255 17.33761  66.357285 38.044384]",367.2279,19.16319141670921,weighted3,3
8,"[54.147564 46.77705  80.189064 48.146133 28.785473 18.503626 37.711834
 61.293446 37.893967 20.722555 72.58079  21.447544]",640.5971,25.310019892003123,weighted3,3
9,"[51.07878  57.975006 90.08309  57.20027  28.092329 25.655453 37.17255
 66.99235  47.837685 29.221432 59.334602 41.62441 ]",478.16113,21.86689582022332,weighted3,3
10,"[41.08513  56.19632  84.74853  59.08601  37.440628 34.0161   46.492104
 63.957912 46.258144 33.50433  47.854874 44.20031 ]",268.03543,16.37178765157315,weighted3,3
11,"[38.074356 54.396626 79.20682  66.812355 39.504402 44.7379   50.81735
 68.06335  47.736713 38.9985   41.489887 47.41803 ]",289.97388,17.02861934958689,weighted3,3
12,"[33.67322  54.873676 75.43286  67.6887   44.55666  50.951538 51.854134
 73.11119  53.05433  47.352444 35.360813 45.65329 ]",428.40903,20.698044040430712,weighted3,3
13,"[26.026777 38.3394   70.871605 57.515472 42.962845 49.308113 65.325676
 77.94946  45.39196  46.69716  28.03401  49.594585]",623.97235,24.97943856603304,weighted3,3
14,"[38.135677 41.487133 84.27767  50.20932  48.27363  59.10404  50.747658
 65.51524  55.0903   46.245934 34.609837 56.31096 ]",664.2546,25.77313674422884,weighted3,3
15,"[42.58214  33.36096  78.63808  48.868546 40.99126  57.403988 52.93599
 68.94328  53.77074  37.713337 42.276894 56.30161 ]",938.9785,30.642756332043632,weighted3,3
16,"[46.08789  43.565117 86.87041  57.908558 41.938725 55.044643 38.9779
 74.78453  62.00098  45.67097  48.497852 67.97472 ]",869.30615,29.48399824216095,weighted3,3
17,"[48.497097 41.28752  93.00306  58.98577  46.293114 54.58252  38.515476
 75.889565 63.44781  54.09184  42.79649  74.6259  ]",821.3718,28.65958524075104,weighted3,3
18,"[41.01056  32.585342 94.85569  55.476913 50.848576 60.313198 40.6531
 64.77551  56.964622 51.08364  45.36098  67.9003  ]",826.7203,28.752743797399688,weighted3,3
19,"[41.772636 31.260736 83.724724 69.238976 47.695656 64.11179  48.015133
 62.75407  54.121273 48.530308 51.30819  65.68765 ]",679.4759,26.06675835452658,weighted3,3
20,"[36.787514 26.081026 82.69913  60.522324 48.395393 68.52981  49.026016
 53.91879  56.473274 50.281662 45.574097 52.245182]",961.78143,31.012601198633256,weighted3,3
21,"[31.069378 32.695435 73.63208  52.169933 48.520386 62.26705  50.878517
 61.007107 46.83411  47.73524  31.236181 46.07385 ]",1551.9464,39.39475106067828,weighted3,3
