Unnamed: 0,predict_data,mse,rmse,smooth,skip
0,"[47.946365 56.36806  49.008167 45.0783   39.00918  37.564724 54.234802
 51.120144 42.097073 63.915985 37.35258  49.46457 ]",329.46176,18.151081551097977,rolling12,3
1,"[61.92236  61.343388 57.86098  33.03253  33.792576 46.541462 59.821484
 19.486233 37.288074 53.339935 18.749853 42.9423  ]",978.773,31.28534817217009,rolling12,3
2,"[56.851006 45.3351   81.22166  38.684467 38.108    43.92625  54.69166
 20.084198 61.9924   40.810486 38.795296 60.4873  ]",775.53864,27.84849430856013,rolling12,3
3,"[42.108448 47.278778 56.341892 27.493656 33.459953 63.67035  58.42284
 39.30631  46.53222  32.859528 34.132027 56.05783 ]",727.8044,26.977849846201952,rolling12,3
4,"[35.101246 50.399864 70.4655   37.592358 35.381264 57.317295 52.20668
 45.547478 35.00772  24.841957 34.96098  57.381256]",522.984,22.868843625969863,rolling12,3
5,"[30.091103 49.214767 44.343468 47.72651  48.391163 57.015892 50.01951
 45.257534 49.07378  54.19609  45.717087 64.2965  ]",253.24101,15.913548082474952,rolling12,3
6,"[25.39051  39.568016 47.37721  29.955547 42.38556  78.72329  46.766296
 54.65994  52.176006 58.45001  48.37179  64.27437 ]",278.4901,16.688023019659564,rolling12,3
7,"[36.4983   35.64182  33.3224   37.697437 57.978844 79.42292  39.80844
 47.030293 66.748055 65.42876  37.585457 64.71177 ]",233.04749,15.265892877639438,rolling12,3
8,"[16.55673  45.691338 35.09752  33.04935  45.098415 82.08956  40.625423
 43.265236 76.59268  59.877815 47.385853 59.841537]",290.5275,17.044867155184598,rolling12,3
9,"[14.857292 50.23949  40.682243 44.952797 51.980824 78.14933  50.452244
 47.958313 72.32684  61.43901  46.041767 62.843338]",209.02849,14.457817544815663,rolling12,3
10,"[21.382849 56.213825 42.796654 46.577374 53.025547 71.607834 56.1311
 49.121777 75.31512  62.213898 45.41486  66.29174 ]",170.81718,13.069704834013743,rolling12,3
11,"[29.359955 61.351852 47.81026  46.71639  52.23902  60.891796 59.633476
 50.220238 71.29003  58.881405 43.45425  67.35494 ]",134.5434,11.599284288096992,rolling12,3
12,"[38.0107   65.1046   51.998615 46.798447 48.821342 53.15365  62.117558
 51.113655 65.90221  59.80221  44.08626  67.80823 ]",102.10953,10.10492590709554,rolling12,3
13,"[41.94327  69.004234 56.19309  42.442806 42.789127 50.570583 62.579697
 49.708057 58.559063 55.4855   41.246376 65.926414]",169.9776,13.03754578506462,rolling12,3
14,"[50.655605 65.93008  60.240597 42.630737 38.977535 46.194267 63.071213
 45.91859  63.100166 55.619705 45.90097  69.72095 ]",247.01408,15.716681706464144,rolling12,3
15,"[52.515503 65.583015 58.27345  38.200684 36.78824  48.406235 65.01429
 43.38722  66.06077  52.01356  48.581467 70.86902 ]",431.6426,20.776010412073298,rolling12,3
16,"[50.27376  64.55151  64.81923  37.66943  34.654663 51.063175 60.237114
 41.336895 69.157166 48.33452  53.043972 75.12604 ]",632.63885,25.15231311391596,rolling12,3
17,"[50.03864  60.71731  60.658882 38.279446 39.563747 51.050064 57.864178
 39.579292 73.67711  47.277203 58.552273 79.87652 ]",758.196,27.53535879349893,rolling12,3
18,"[48.82478  57.41772  59.218384 33.705875 43.08013  54.709854 53.57136
 43.246548 72.348595 44.610718 60.321472 82.37547 ]",850.18823,29.15798745493034,rolling12,3
19,"[46.21978  56.617973 55.338226 32.247528 46.522785 54.766193 47.50673
 46.14097  67.095795 45.50784  57.759243 83.794174]",874.27496,29.568141020005065,rolling12,3
20,"[46.585125 56.391254 53.09427  32.064327 43.580734 54.529743 48.538994
 46.544582 65.19961  48.62202  57.753284 81.199005]",808.44196,28.43311371563808,rolling12,3
21,"[46.37979  56.94446  53.529045 32.67363  42.444183 53.356876 51.08907
 45.915554 64.72743  47.011715 52.162365 76.08918 ]",823.82764,28.70239775208249,rolling12,3
22,"[46.99787  56.71566  52.906918 33.068012 36.91322  52.915752 52.83515
 46.587494 67.53657  49.28519  50.696747 70.72641 ]",1039.5083,32.24140661914815,rolling12,3
23,"[47.138687 55.973072 52.764324 32.716675 35.473835 50.45874  58.221954
 42.867855 64.282906 44.334583 46.57128  65.71527 ]",1651.8905,40.64345584383404,rolling12,3
