Unnamed: 0,predict_data,mse,rmse,smooth,skip
0,"[36.107983 34.559566 38.0217   48.244354 49.710526 27.432844 40.179634
 48.5856   67.24532  40.607876 26.755692 68.339676]",1163.3168,34.10742987181734,rolling3,3
1,"[51.598892 25.17267  58.95355  89.95735  29.132536 39.52045  42.99685
 62.53709  37.974884 47.23235  43.749474 79.93584 ]",1086.8938,32.96807241602282,rolling3,3
2,"[51.34715  41.011986 30.272764 50.514637 40.992794 37.111835 30.93066
 47.175488 55.03646  57.62427  33.594383 55.117153]",970.2862,31.14941723126865,rolling3,3
3,"[26.688116 45.61938  35.488934 31.720905 38.395245 55.938213 42.948315
 31.50983  47.97114  53.967365 46.455585 72.5646  ]",605.29865,24.60281782681673,rolling3,3
4,"[42.889935 31.553577 33.914917 40.14326  50.464424 53.49728  62.52578
 47.351093 56.734436 58.86589  53.656086 74.92649 ]",219.82994,14.8266631713241,rolling3,3
5,"[31.72808  36.15403  38.635433 36.52304  31.463154 86.41227  64.510216
 53.573814 39.845264 57.552982 48.610252 91.15197 ]",363.94345,19.077301982401348,rolling3,3
6,"[ 51.08391   13.73255   80.06544   29.683434  46.73206   84.30821
  71.63928   62.34705   52.121143  54.971687  63.47306  101.28234 ]",544.88715,23.34281786751749,rolling3,3
7,"[37.752304 47.516586 75.59804  49.412857 57.319202 48.83582  61.327717
 52.91198  68.540504 59.39141  33.02791  72.23198 ]",157.75836,12.560189561324552,rolling3,3
8,"[28.356907 44.524902 62.902077 64.674576 43.488712 49.036648 41.25754
 57.145405 59.196835 45.379135 33.47321  81.54541 ]",260.13095,16.128575601327427,rolling3,3
9,"[20.114197 45.664303 41.92433  67.657684 42.133923 40.96451  35.131443
 65.52425  73.44876  35.21137  23.915943 95.536026]",552.3504,23.502136133382244,rolling3,3
10,"[11.004666 47.04647  30.023531 65.325066 47.392975 37.366825 35.305275
 57.496853 75.5661   34.20914  15.02895  95.74323 ]",752.94727,27.43988457747226,rolling3,3
11,"[ 5.9709473 44.94635   25.398258  57.855785  48.198788  35.880344
 31.087185  60.466236  78.65189   37.814182  16.862753  99.17466  ]",885.64874,29.759851187057052,rolling3,3
12,"[11.58965  47.105186 26.792929 51.707737 44.741096 34.822296 29.08606
 50.28346  83.00752  46.63354   9.943065 99.541664]",862.4226,29.36703266286662,rolling3,3
13,"[ 18.929892  37.65678   31.695257  54.098995  35.21262   50.746662
  30.295488  56.90353   79.04553   54.747467  24.645878 109.242935]",813.6882,28.525219918288425,rolling3,3
14,"[ 20.212397  40.09043   37.55496   60.378204  38.353855  51.92682
  32.303852  51.759846  86.54337   51.098152  23.782736 111.398636]",1092.4084,33.051602794200846,rolling3,3
15,"[ 27.009676  50.902485  54.972034  73.99517   26.51262   43.365124
  13.20812   48.75584   90.16781   53.411125  14.519616 106.7282  ]",1566.8019,39.582848304320045,rolling3,3
16,"[ 37.4178    30.957169  50.16144   75.81947   30.444975  45.92025
  14.114741  53.366833 100.05806   64.81165   26.800396 101.32133 ]",1520.3759,38.99199731345122,rolling3,3
17,"[ 41.27597   37.379616  38.3364    75.7221    20.657476  51.79905
  24.417458  58.832264  98.59274   53.059372  41.060646 106.58935 ]",1479.7882,38.46801538951305,rolling3,3
18,"[31.733932 28.906952 32.27821  72.87753  31.31921  45.402447 24.189356
 53.184967 90.822525 39.67932  20.900925 97.35312 ]",1750.2734,41.83626940227821,rolling3,3
19,"[17.571264 32.198795 25.03675  62.00739  32.62181  43.658676 23.241705
 51.81037  86.14564  35.770863 24.175163 99.266716]",1771.648,42.09094854263503,rolling3,3
20,"[24.364876 31.129177 34.18537  65.68495  32.83752  47.189526 31.67151
 43.456696 83.83451  31.209763 19.511969 98.515785]",1585.6445,39.82015232580107,rolling3,3
21,"[ 27.12612   30.256413  39.33272   64.56971   29.606802  54.833153
  28.875555  46.96344   78.52865   37.102177  24.796799 100.92073 ]",1782.2168,42.21630960748464,rolling3,3
22,"[26.56902  30.028727 39.21555  66.458    33.309574 55.366917 29.356775
 52.456776 84.50067  45.427067 30.363934 96.3902  ]",2223.3005,47.15188794851564,rolling3,3
23,"[27.834011 36.842857 45.00609  66.315254 29.43699  53.24102  28.793478
 50.012447 84.81553  51.85293  37.29131  99.43269 ]",2942.1448,54.24154104918688,rolling3,3
24,"[34.775005 29.402119 44.986378 62.73003  30.885582 50.690025 23.286058
 46.24945  87.53099  57.382626 37.56356  89.69576 ]",3682.6777,60.68507011098364,rolling3,3
25,"[ 54.02901    23.933115   60.889053  111.268234   13.9862995  54.922573
  39.87136    63.62153    74.22691    47.317524   62.085377   97.48035  ]",3047.4758,55.20394759505995,rolling3,3
26,"[ 47.13853   42.635582  39.115074 107.50259   20.72118   33.762066
  32.941193  54.051422  82.14525   38.409664  27.440664  57.726948]",3039.533,55.13195950611927,rolling3,3
27,"[22.523943 28.323973 29.23558  62.81631  31.98916  65.4268   18.657494
 38.38695  42.901283 37.07141  42.140934 91.4692  ]",2791.4055,52.83375358213843,rolling3,3
28,"[39.279465 49.623962 27.55066  78.54637  53.04919  35.407917 60.05005
 38.738987 83.15924  25.752789 45.31149  71.408966]",1607.0248,40.08771358251101,rolling3,3
29,"[12.308516 40.30846  17.451267 61.96812  32.242928 63.398838 33.78157
 44.22625  49.772198 49.829426 47.781254 82.276566]",2382.4497,48.810344262576656,rolling3,3
30,"[36.589325  5.393603 31.033318 27.413898 55.213867 72.28601  28.092651
 35.345215 70.16205  61.278847 37.51515  88.70766 ]",3383.1191,58.16458665395122,rolling3,3
31,"[24.890442 49.416977 42.587444 61.536274 51.296963 56.6226   44.834286
 64.18602  85.219536 58.36831  55.987957 84.051216]",3266.9827,57.157525016533256,rolling3,3
32,"[45.94784  34.693375 47.978596 39.34533  45.531452 37.131187 12.172209
 45.560833 73.99041  75.56601  55.515568 66.37026 ]",5066.86,71.18187875633271,rolling3,3
33,"[46.55933  46.14945  64.4969   83.54019  10.152684 51.585636 22.818304
 50.031292 52.11558  44.315678 43.5895   82.49817 ]",4882.016,69.87142558500757,rolling3,3
34,"[ 67.558655  28.039705  48.45832  111.39791   21.203226  47.56279
  45.46688   53.732883  72.66388   54.137356  59.300636  65.33577 ]",3377.3962,58.11537008601404,rolling3,3
35,"[54.112534 48.149517 35.649612 98.37796  11.015169 58.199673 35.94873
 44.047348 38.683075 54.899387 47.407593 59.87418 ]",2871.9895,53.590946081900114,rolling3,3
36,"[55.63975  50.181824 29.66705  99.772415 34.800236 49.060326 45.43873
 42.095264 43.787117 55.089    46.18632  69.94963 ]",2704.3933,52.00378169466981,rolling3,3
37,"[40.39894  59.60377  19.347622 69.27869  33.04388  62.248802 45.013153
 49.49908  40.38179  59.088085 52.10026  80.76547 ]",3760.5715,61.32349902935354,rolling3,3
38,"[44.250904 37.632336 32.24196  34.853794 54.903507 55.71511  44.781967
 33.118896 51.453316 67.592064 44.2791   79.81637 ]",5498.8887,74.15449191974145,rolling3,3
39,"[40.309692 27.440428 46.085163 24.538675 66.40778  62.436703 39.281357
 44.456028 75.61313  77.50284  44.900272 80.433495]",6066.766,77.88944802270234,rolling3,3
40,"[70.47736  27.482252 72.601006 37.04191  43.13699  59.570004 44.337288
 75.58701  58.70757  66.2493   70.095116 82.832146]",4810.097,69.35486405414368,rolling3,3
41,"[75.97157  47.37672  67.38968  73.07083  28.346327 48.54835  51.64167
 61.533337 70.24329  66.25623  59.90374  57.398525]",3446.169,58.70407946056645,rolling3,3
42,"[61.724182 30.450005 63.122894 76.26641  20.4588   58.403748 48.001537
 59.951767 61.58272  68.3347   62.692062 46.885296]",2761.5295,52.55025728781568,rolling3,3
43,"[60.379475 49.935047 33.41583  75.04502  39.033516 57.286247 49.332195
 54.78996  40.738503 57.344997 60.363834 56.424488]",1987.212,44.57815649096329,rolling3,3
44,"[46.34118  63.07895  22.57011  86.459984 27.586628 55.319992 46.31052
 45.039745 41.75611  47.40083  52.821507 82.212074]",2108.6213,45.91972711036755,rolling3,3
45,"[57.21426  33.33524  52.63135  72.61328  27.18326  58.625824 49.158108
 44.966145 32.275036 57.799072 58.67599  81.42284 ]",2237.5593,47.302846914027015,rolling3,3
46,"[52.674084 30.976072 40.610157 38.581898 54.54895  71.62257  40.966656
 30.850613 37.922497 68.91878  48.12211  82.58226 ]",3354.291,57.91624138033303,rolling3,3
47,"[42.744923 36.33866  43.77206  24.714155 70.8793   60.66149  47.073917
 43.033737 88.399376 65.870255 49.197536 59.8097  ]",4224.99,64.99992487976428,rolling3,3
48,"[49.868923 39.793495 58.076168 43.698963 51.9864   45.434402 47.525383
 66.89073  68.603226 64.6137   78.52733  64.092445]",4464.7354,66.81867517066243,rolling3,3
49,"[53.375923 36.788677 33.923832 66.65632  40.799442 56.45632  39.51948
 58.1085   71.691154 60.562576 55.64231  58.96113 ]",4988.7134,70.63082456623489,rolling3,3
50,"[53.23976  35.26089  49.16829  85.13786  25.667847 58.031063 50.977962
 70.024216 49.04067  45.099113 58.01204  74.13604 ]",4005.7888,63.29130128508479,rolling3,3
51,"[64.704124 36.40199  38.710667 74.823586 51.64512  45.14484  53.056267
 50.049515 53.651344 76.41378  72.04484  53.458275]",2601.675,51.00661769641391,rolling3,3
52,"[39.23918  71.113365 31.706577 77.763565 28.503788 46.447224 39.236053
 34.41872  30.008665 52.906807 35.55579  50.013165]",2530.3489,50.30257326373199,rolling3,3
53,"[52.89992  43.870087 39.67489  87.56684  33.035454 64.79987  54.72782
 42.454647 38.46447  54.539013 57.575233 75.73652 ]",1612.2855,40.15327536404642,rolling3,3
54,"[65.489136 42.947525 54.32142  93.20298  38.16421  64.84285  64.07187
 46.79425  40.56679  64.12616  63.351616 72.798775]",2503.8438,50.03842273693287,rolling3,3
55,"[53.290375 51.02941  42.056892 67.631454 51.728844 62.497463 52.719162
 39.058525 47.74154  71.985214 56.21489  70.440155]",5964.533,77.23039041157956,rolling3,3
56,"[57.803173 43.807068 54.89957  46.02456  60.7096   55.02719  51.598007
 50.56147  67.054504 72.301346 61.405262 62.075424]",9288.596,96.37736094708652,rolling3,3
57,"[58.67505  49.975834 45.07398  63.573708 52.82259  48.270203 53.70489
 59.155228 64.67017  70.6638   72.52088  60.40273 ]",11075.31,105.23929670190932,rolling3,3
58,"[56.35631  44.08472  29.140358 73.05543  41.90336  60.952187 44.787445
 53.781403 60.22356  62.200974 54.880386 72.19312 ]",11876.946,108.98140340930878,rolling3,3
59,"[63.946198 38.023396 44.716007 78.35611  47.697403 49.32332  61.317055
 56.577415 51.977234 68.73383  55.2719   69.93368 ]",8691.838,93.23002676512004,rolling3,3
60,"[63.100235 44.79369  33.455593 62.060352 61.46973  49.46636  49.85335
 53.522583 54.11908  83.611496 72.55871  57.414692]",6133.601,78.31731018247977,rolling3,3
61,"[48.435432 59.0555   36.136192 48.71695  37.573643 49.54243  42.256557
 39.7182   37.5846   65.07891  42.971756 74.230606]",7132.707,84.45535525501032,rolling3,3
62,"[43.266273 47.60917  33.11415  49.327255 55.79911  53.596382 48.909775
 41.28237  67.79118  63.404724 47.177868 71.9274  ]",7459.9634,86.37107952842925,rolling3,3
63,"[46.105377 24.947084 50.757504 34.629128 59.000122 58.33253  43.626892
 43.689774 70.224464 74.54164  58.809032 84.996185]",8472.587,92.04665618077878,rolling3,3
64,"[61.694332 35.586987 68.18533  53.993317 49.839832 54.76524  50.849632
 52.0188   75.08845  67.74921  70.99066  67.92589 ]",8487.45,92.12735856037824,rolling3,3
