Unnamed: 0,predict_data,mse,rmse,smooth,skip
0,"[58.456894 73.958855 44.397717 34.716484 23.657011 67.49247  63.40764
 52.263046 54.1062   55.018646 55.979908 55.06363 ]",634.04425,25.18023531439453,rolling6,3
1,"[64.669556 52.465405 47.261692 40.8146   16.432318 69.24685  53.453953
 60.973812 47.794357 44.194546 37.88817  72.64618 ]",922.7317,30.37649896635761,rolling6,3
2,"[68.19598  53.227314 50.620907 46.950542 45.34289  69.98238  48.801777
 36.909653 44.46909  65.68696  22.429392 58.188957]",664.34064,25.77480624965067,rolling6,3
3,"[44.628384 50.886784 60.51962  58.101807 52.38591  54.360966 75.539505
 42.593025 33.537357 61.731655 46.093647 45.02029 ]",363.9547,19.07759712107535,rolling6,3
4,"[ 40.529636  64.903206  59.673573  79.75404   46.952106  40.150204
 107.45668   40.07466   50.626713  37.88575   52.833866  29.379889]",469.58655,21.66994572793302,rolling6,3
5,"[32.914986 74.889275 48.87639  67.79615  48.777233 59.271233 85.96979
 52.856144 54.725155 27.24002  57.960407 35.643364]",307.1899,17.526834023538648,rolling6,3
6,"[ 39.583565  86.688194  70.07049   78.72695   81.02901   55.38036
 112.40946   48.23035   52.488056  39.67059   69.06211   26.017464]",737.42096,27.15549593494209,rolling6,3
7,"[37.018112 93.11062  61.511528 73.59265  56.316936 61.526455 83.36933
 35.61176  83.31694  63.54273  67.070724 27.742033]",514.19684,22.67590876632966,rolling6,3
8,"[53.81445  86.57693  46.536507 77.2389   49.5228   50.57005  93.213135
 46.244835 68.011055 51.728065 72.67237  41.229603]",361.23697,19.00623500312833,rolling6,3
9,"[57.579754 85.602036 49.33246  76.462845 49.825016 73.03973  93.26654
 56.815327 61.123966 51.69417  67.444145 46.776245]",267.89075,16.36736836117256,rolling6,3
10,"[64.37886  79.88008  47.38763  78.08899  49.95847  77.09745  90.61725
 52.891197 52.690914 52.691532 59.740894 51.647545]",193.09212,13.895758968461216,rolling6,3
11,"[67.811195 74.79321  43.0167   80.56675  47.597015 77.3416   94.09618
 46.26987  49.48717  54.824863 54.817356 55.58056 ]",254.9428,15.966928157908292,rolling6,3
12,"[70.40511  71.34321  41.839188 78.44743  48.014046 73.889435 94.4971
 37.065018 44.80517  59.005714 51.902676 60.7224  ]",362.03415,19.02719498953857,rolling6,3
13,"[72.56619  68.267006 47.768867 77.19508  55.720234 69.691666 96.2843
 35.67639  34.34074  56.38513  47.035275 61.58595 ]",532.179,23.06900552935217,rolling6,3
14,"[72.807014 65.87192  49.307167 75.55409  60.72376  63.45846  96.22085
 27.720633 33.506264 59.40213  41.703392 57.646564]",661.5928,25.72144578824254,rolling6,3
15,"[ 77.267975  66.162315  47.11705   77.860275  63.778255  50.756542
 102.28557   23.483402  31.544739  59.632782  38.62076   51.448215]",912.35205,30.205165961822654,rolling6,3
16,"[ 82.901634  70.48021   46.82601   82.91729   62.069584  43.88902
 106.68722   21.96982   28.212183  59.638065  36.676426  50.200882]",1148.5941,33.89091495092656,rolling6,3
17,"[ 79.87497   71.40168   52.847675  83.97877   61.62486   47.983925
 100.19651   30.28234   24.060482  50.299263  35.72993   53.740788]",1083.3611,32.9144509901711,rolling6,3
18,"[72.677536 69.20826  59.88537  88.06437  69.98883  44.980522 99.4858
 24.507433 24.564726 47.89679  33.82279  53.12167 ]",967.5817,31.10597572933887,rolling6,3
19,"[67.10015  67.80729  49.36219  87.96346  58.157066 46.577118 99.263794
 24.0813   34.299114 47.570374 36.692715 56.84904 ]",808.7524,28.438572052251388,rolling6,3
20,"[ 69.008446  69.98861   51.961426  85.631485  59.165043  48.89143
 101.028275  23.559196  34.94929   50.15474   41.61997   55.83622 ]",837.691,28.94289168351888,rolling6,3
21,"[74.54508  70.19361  58.54912  79.82003  70.98297  54.01908  96.937584
 24.209513 35.331665 49.91845  35.826466 48.73764 ]",1218.3456,34.9048074203925,rolling6,3
22,"[73.381096 70.08037  54.886894 72.85423  70.36885  56.748642 92.7503
 22.029879 29.020214 53.71952  35.116547 50.40366 ]",1749.5516,41.82764200552295,rolling6,3
