Unnamed: 0,predict_data,mse,rmse,smooth,skip
0,"[29.033052  12.122033  64.959946  58.63971   11.1571245 40.398586
 48.330776  58.811665  36.985603  66.24853   23.933577  37.424286 ]",709.03687,26.627746153859416,rolling12,6
1,"[42.310345 17.229898 48.5608   25.020723  7.913248 37.13452  69.89333
 39.655098 23.046124 46.923225 40.310635 31.885584]",1446.4918,38.03277298973956,rolling12,6
2,"[29.03738   19.85624   63.773903  38.993282   4.1245527 32.496376
 49.91066   25.925524  20.479198  25.823614  28.349546  28.523796 ]",1300.3446,36.06029124247595,rolling12,6
3,"[49.76112  24.583689 50.96839  47.38045  14.730322 54.007492 70.127945
 47.992218 41.06198  28.768078 43.361244 55.22529 ]",307.809,17.544486042016608,rolling12,6
4,"[33.110916  35.614014  66.98489   51.97535    2.8012514 47.11359
 60.423443  58.405914  39.44497   21.220518  47.331917  64.18109  ]",406.21207,20.1547033381886,rolling12,6
5,"[28.952114  18.47246   74.999855  60.538937   5.9841766 35.821697
 52.289574  60.403954  32.8405    31.776276  48.086475  60.069828 ]",582.71027,24.1393924139213,rolling12,6
6,"[21.714842 13.159822 77.145325 50.600933  5.52433  30.317078 48.003456
 64.124825 37.43111  35.1326   43.42175  54.079082]",768.0573,27.713846936355097,rolling12,6
7,"[26.499477  13.767177  69.77985   33.712246   4.7797904 30.826178
 48.685368  55.029945  33.227448  26.478682  47.097996  48.561337 ]",1148.2678,33.88610072383108,rolling12,6
8,"[35.142998  18.587034  64.275505  26.695856   0.9327376 31.403112
 47.576267  45.162968  18.750938  17.493715  41.593662  39.90939  ]",2191.1511,46.8097332084565,rolling12,6
9,"[40.342525  19.574396  52.47322   24.405952   1.8387086 28.246172
 45.379383  37.50145    9.4125595 12.636221  41.115982  33.57408  ]",2872.5652,53.59631690281409,rolling12,6
10,"[42.210735 21.62591  52.636883 23.743286  3.602419 33.2059   37.99731
 39.82495  18.237986 16.245636 41.217293 34.25414 ]",2495.516,49.95514100952224,rolling12,6
11,"[36.662807  20.975775  49.84965   23.471504   6.9322076 35.961433
 42.160854  39.142715  16.866827  17.427097  46.522884  34.406666 ]",2855.3381,53.43536408377532,rolling12,6
12,"[37.223072  22.704054  47.08219   21.328657   7.6550736 38.775455
 43.56037   38.020565  16.049646  14.093274  45.439125  39.41687  ]",4493.482,67.0334389211366,rolling12,6
13,"[56.70426  32.077045 42.659645 15.639923 10.812226 53.59768  50.53683
 41.37763  11.891766 23.332813 37.724064 31.148497]",4882.9663,69.8782248529093,rolling12,6
14,"[ 45.738995  25.882252  35.809772  30.290546   4.832149  38.250446
  39.6899    17.741673 -19.609638  20.6871    33.79206   17.394808]",4976.5503,70.54466877779461,rolling12,6
15,"[45.523438 17.271566 30.70405  36.763924 20.531301 44.08225  45.67696
 37.950512 15.14692  44.70996  40.188408 42.478615]",3277.4075,57.2486460163306,rolling12,6
16,"[34.946476 23.610937 43.08804  10.047383 15.657057 59.38607  50.84443
 35.110046 15.671294 27.233215 35.718872 46.948124]",5507.4126,74.21194376686444,rolling12,6
17,"[80.86779  41.424355 25.108715 13.44549  17.483368 63.54643  52.40541
 33.360817  6.082845 18.378908 33.341404 46.47522 ]",6390.3755,79.93982416969186,rolling12,6
18,"[60.782383  37.192352  31.705553  29.633455  15.693749  37.72136
 51.738113  19.12441   -4.5287886 17.303535  31.012285  34.010094 ]",5741.7163,75.774113710381,rolling12,6
19,"[43.0595   21.550957 23.679298 30.928837 17.795061 48.1401   54.86376
  5.375521 11.828803 31.889618 38.541138 39.42343 ]",6052.654,77.79880338792975,rolling12,6
20,"[60.40661  34.094524 14.057935 25.683338 19.73232  62.316914 57.760437
 14.100557 12.583769 20.73463  45.35088  72.64478 ]",7500.224,86.60383433251526,rolling12,6
21,"[56.8833   57.731434 14.945261 36.98165  21.280134 63.756744 59.339176
 40.54368  24.801947 18.004221 30.818361 61.863384]",6245.9,79.03100595553462,rolling12,6
22,"[53.765713  40.768093  24.19263   30.127966   6.4053564 39.78352
 49.673447   8.198504  10.010304  15.207497  35.38985   44.12263  ]",5393.2695,73.43888296570148,rolling12,6
23,"[56.993942  29.10901   10.4979725 39.25032   10.737932  63.64821
 57.90259   -1.2108148 11.742412  40.20227   51.943176  57.310448 ]",4318.6973,65.71679591721586,rolling12,6
24,"[38.69329   29.772839  44.613876  37.670208  16.47401   71.4847
 48.45966   19.393936   2.4263968 30.594267  27.596848  48.120712 ]",6197.5874,78.7247572390271,rolling12,6
25,"[77.306465 47.00843   7.981461 17.95696  31.175362 55.476067 51.93523
 41.330418 26.60688  27.354462 46.519688 70.64554 ]",6268.183,79.1718580397653,rolling12,6
26,"[54.994484 52.064636 33.491093 26.737059  9.482872 46.289825 46.6128
 26.23843  16.598639 22.625353 35.792843 54.529476]",5314.366,72.89969966287585,rolling12,6
27,"[67.74841  35.146973 32.688053 32.062798 25.212158 59.365055 58.04376
 17.186731 11.934865 38.97475  33.73632  50.980873]",3699.2822,60.82172495550007,rolling12,6
28,"[44.443104 37.65305  20.805317 41.871647 22.818155 53.468742 57.72484
 14.066943 -2.762195 39.80067  41.67156  51.921974]",7502.0547,86.61440230989301,rolling12,6
29,"[65.1626   43.55352  16.724323 34.118774 25.655602 61.183662 50.547276
 27.635881 24.33415  45.15627  40.503693 63.25996 ]",11951.534,109.32307249472775,rolling12,6
30,"[62.69381  37.421597 32.296764 32.90707   8.534075 59.573284 72.6605
 16.08285  -2.275676 33.051804 29.706875 45.212364]",13524.431,116.29458570398924,rolling12,6
31,"[51.436043   32.46993    21.081202   37.569866   10.575603   58.69565
 64.074356    2.0207465   0.11798287 27.017588   38.304115   36.246246  ]",11562.832,107.5306097409012,rolling12,6
32,"[59.60306  27.756477 28.970621 24.699623 12.33054  72.75294  56.647213
 16.394371  7.563631 26.99454  30.97941  53.88135 ]",11848.716,108.85180669291852,rolling12,6
33,"[55.087605 47.695927  9.071391 23.387016  2.910062 84.310196 62.52591
 25.248703  0.61093  14.256461 47.261215 49.500088]",12585.446,112.18487549158532,rolling12,6
34,"[57.183567 28.077316 45.71127  24.148573 15.787531 59.298313 39.220333
 25.946012  9.067944  9.656826 41.829086 52.729477]",9338.673,96.63680898892773,rolling12,6
35,"[41.99693  37.07363  39.447998 29.084787 19.830868 74.291    57.40438
 30.084848 22.802982 15.886446 40.267853 55.71608 ]",6571.3516,81.06387334997015,rolling12,6
36,"[65.59328   46.097332  31.10999   21.95471   20.173737  62.983513
 40.026367  30.702438  22.681168   0.9801392 42.923088  67.38908  ]",8523.388,92.32219503084023,rolling12,6
37,"[70.95157   53.72543   29.389835  31.711512  21.66075   59.25869
 45.874977  41.700336  24.207525   6.0344787 34.988598  66.30623  ]",8407.836,91.69425247800432,rolling12,6
38,"[59.93968  48.964367 32.647987 32.666824 15.648004 48.022686 46.00431
 23.660475 24.961035 13.677613 44.76437  61.899765]",4978.1313,70.55587394155252,rolling12,6
39,"[66.7778   40.246258 41.013905 44.339855 19.991772 69.17917  53.85168
 16.933857 16.531546 37.806904 37.218796 60.072826]",1179.2859,34.34073220931486,rolling12,6
40,"[58.745247  42.240456  21.069368  37.195995  26.706617  66.91578
 61.09867   13.096875   1.5500993 40.977985  44.70397   58.907673 ]",719.94727,26.831833064943588,rolling12,6
41,"[51.451855 35.277855 28.546984 34.125633 21.327242 54.110397 46.897255
 21.6568    9.140369 35.131542 37.25299  56.161552]",846.54095,29.09537685938857,rolling12,6
42,"[61.92056  38.84455  22.975048 32.314705 16.383345 54.375698 58.970554
 32.604042 22.012966 38.27316  37.53685  58.509968]",783.2744,27.98704010899509,rolling12,6
43,"[36.62815   34.330997  30.683872  41.126232   6.0945053 37.09158
 49.56905   25.856577  12.594376  33.0257    40.801678  35.489567 ]",1445.3662,38.017972209699714,rolling12,6
44,"[58.626553 30.549938 32.75335  39.240612 13.933473 46.571304 43.3995
 37.530533 30.981853 40.53851  30.8333   50.067265]",2322.9207,48.19668717139047,rolling12,6
45,"[53.681557 33.481995 34.75061  35.497257 14.968424 38.21245  63.812088
 43.38048  23.705236 34.7501   25.899443 35.221695]",4323.549,65.75369820873196,rolling12,6
46,"[47.68858  32.727585 31.880669 30.220486  8.065448 34.638096 50.48119
 10.224831 22.43276  28.275267 40.483692 30.139416]",6525.6343,80.78139808980623,rolling12,6
47,"[43.638096  29.733715  30.923643  58.669716  14.937802  52.76591
 49.38913    5.7316217  7.256322  43.085148  39.97286   30.235945 ]",8348.76,91.371547899907,rolling12,6
48,"[47.762936 40.546787 33.023865 46.45306  21.850267 61.7952   47.471405
 31.938644 30.403952 42.818764 34.392136 54.243374]",11584.175,107.6298044441571,rolling12,6
49,"[67.21525  50.56696  33.40478  36.440502 20.774408 60.280773 45.27345
 45.777508 35.80243  23.743351 26.236347 71.32112 ]",15269.751,123.5708338426285,rolling12,6
50,"[73.0859   56.50701  32.392223 39.14378  24.964212 59.61478  56.43071
 39.355526 37.7282   18.05207  43.72569  66.98003 ]",14808.466,121.69003993882367,rolling12,6
51,"[30.188164 41.34426  49.35434  53.088352 17.892675 49.847343 45.922398
 16.77942  18.086044 19.476189 42.571423 54.916504]",22453.21,149.84395529183018,rolling12,6
52,"[52.77229  41.354935 38.38391  49.754322 31.89102  84.44753  46.00321
 25.711952 32.364204 40.411446 36.31332  66.016685]",30384.24,174.31075765532947,rolling12,6
53,"[88.75319  62.45997  18.19773  23.964579 14.814942 91.18266  61.02256
 35.562084 10.904553 22.740862 47.68756  78.07793 ]",27605.242,166.14825363963354,rolling12,6
54,"[69.755936  46.88648   49.988754  45.209583  25.577274  84.60574
 51.246075  27.96793    3.6517837 18.334337  30.114016  58.36397  ]",10910.261,104.45219357288528,rolling12,6
55,"[76.22048  38.956593 34.51107  24.003887 35.56446  93.253555 61.06514
 21.628656 10.262874 34.406715 38.74465  78.87416 ]",1793.4673,42.349348107807394,rolling12,6
56,"[70.49286   54.803555  20.002523  23.409506  30.71415   92.52149
 61.11782   26.205168   2.6551597 30.589184  42.393494  85.494774 ]",889.5437,29.825219214146188,rolling12,6
57,"[62.563435 47.874355 22.142176 21.788685 30.998968 62.866867 43.740326
 30.858368 10.448509 25.058176 38.36827  76.68023 ]",975.4756,31.232604533363848,rolling12,6
58,"[69.82114  45.501442 20.17627  34.30802  22.609743 58.740875 59.952824
 33.335316 25.596926 41.202377 39.952316 66.84479 ]",588.3387,24.25569384870347,rolling12,6
59,"[46.806282 42.38368  35.28269  55.598877 15.856205 43.53885  52.661434
 37.62407  23.168354 43.958107 29.424545 53.880653]",1343.4034,36.65246843505649,rolling12,6
60,"[52.019527 29.586275 36.033493 43.12223  21.851952 39.58479  61.444736
 31.95952  39.549194 46.0718   46.381584 53.458256]",7065.4688,84.05634271130288,rolling12,6
61,"[34.921307 36.26981  26.046333 29.719444 17.663631 45.645348 59.582047
  3.588445 23.96201  26.830532 54.687675 47.80206 ]",17045.047,130.55668069846138,rolling12,6
62,"[59.32284   39.780178  44.96951   49.74072   17.8466    40.650726
 51.53335    1.8752918  5.705535  26.340816  35.332966  50.590393 ]",13543.4375,116.37627550321416,rolling12,6
63,"[44.717358 49.182285 37.329075 58.745815  8.149526 47.173645 58.86315
 22.888195 35.478184 17.845129 33.16836  73.181526]",5719.7563,75.62907078403285,rolling12,6
64,"[62.50083  50.586884 28.371328 21.330217 10.73655  52.850548 39.094173
 22.416592 36.474895  9.550754 60.753796 80.098785]",5134.6987,71.65681217071236,rolling12,6
65,"[ 7.3474770e+01  5.4733765e+01  3.6589130e+01  2.6467058e+01
  5.2962346e+00  5.9009888e+01  4.4652882e+01  2.8755096e+01
  1.4600948e+01 -6.0041461e-02  5.2760403e+01  9.1953430e+01]",6338.3257,79.61360237794638,rolling12,6
66,"[56.2632    51.082584  46.875805  46.863705  20.155119  45.513584
 41.241436  35.04785   29.782253  -1.2617638 36.05819   77.71442  ]",5129.784,71.62251168234398,rolling12,6
67,"[41.688824 38.792713 30.653358 35.897354 18.943415 28.61515  51.38214
 34.163822 47.42164   8.126641 62.86082  64.50528 ]",5309.6006,72.86700615462048,rolling12,6
68,"[40.8539    54.712376  31.02654   32.80353    2.1063895 58.498085
 41.728626  22.268612  34.989216   9.479378  53.945805  64.94186  ]",8244.495,90.79920218365082,rolling12,6
69,"[74.59262   48.918556  44.010944  24.606836  10.240614  57.52572
 43.05004   28.122414   9.6532545 16.355646  35.874958  44.848415 ]",9638.233,98.17450482909248,rolling12,6
70,"[63.34222   43.420815  44.822865  15.699996  19.556942  37.795467
 32.378822  15.081275  10.675799  -1.1068428 32.055397  54.586273 ]",9165.431,95.73625574495014,rolling12,6
71,"[56.886868 48.51932  22.4827   30.668041 37.84962  46.12638  44.428078
 34.214714 35.455673 14.175306 47.19409  64.1613  ]",6329.457,79.55788478365925,rolling12,6
72,"[47.86312  57.310482 30.162424 22.253416 28.459457 60.880726 41.469772
 42.79278  43.04213  13.90695  40.481743 65.76461 ]",5896.104,76.78609251619886,rolling12,6
73,"[88.90308  62.903187 20.922535 24.48253  24.150934 72.3703   44.08232
 41.761032 26.127747 23.21584  45.58722  72.70772 ]",5716.892,75.61013219036025,rolling12,6
74,"[62.88294  56.227905 44.380787 47.842377 35.465927 59.179993 43.523373
 36.110203 22.46772  22.424728 46.69545  74.87438 ]",5859.774,76.54916018991489,rolling12,6
75,"[21.014961 33.59837  60.152004 51.699318 50.848564 39.31177  41.296722
 38.38023  48.28396  21.45143  42.58806  79.24873 ]",6434.7793,80.2170760927809,rolling12,6
76,"[ 62.03229   67.80844   30.262383  37.099087  49.904755  64.91438
  45.108143  39.564175  70.3859    32.353077  53.91567  113.09298 ]",5196.4263,72.08624188797228,rolling12,6
77,"[52.820328 88.06905  35.934326 54.194508 35.96502  56.198063 40.333157
 43.30761  41.881268 15.048356 42.353683 91.782234]",4698.306,68.544191237068,rolling12,6
78,"[61.391777 60.19241  42.281807 40.968098 50.70133  36.973038 26.030489
 43.435974 47.186985 13.041481 46.706734 88.878075]",2260.8909,47.54882615943978,rolling12,6
79,"[65.94061  69.54067  44.254173 40.647633 37.943806 66.46778  48.622604
 41.260384 34.64999  27.906511 33.694553 81.89113 ]",659.407,25.67892097464134,rolling12,6
80,"[45.58915  59.145447 30.03009  39.759518 38.219223 33.196808 33.05768
 25.163584 14.809305 16.726902 37.60432  76.22257 ]",3651.1443,60.42469931335509,rolling12,6
81,"[74.87875  51.13496  24.244982 36.83946  49.44602  55.10997  30.808876
 50.580696 44.81805  34.856632 31.698586 84.14956 ]",7537.621,86.81947416190678,rolling12,6
82,"[67.533905 57.459595 31.512424 35.18845  32.49644  50.930527 66.76055
 47.143433 24.627813 26.00106  39.841595 60.698097]",10518.085,102.55771526773351,rolling12,6
83,"[32.45533  31.786633 44.14576  53.61444  16.058489 36.972614 47.735332
 13.728651 14.380965 28.493746 43.565887 44.627876]",11014.989,104.9523189730103,rolling12,6
84,"[65.636314 40.8574   36.930058 45.978584 32.15813  67.65655  50.636547
 26.56428  39.82195  50.200356 42.040684 82.3833  ]",5677.8184,75.35129965285934,rolling12,6
85,"[53.73019  55.284824 41.65766  42.5658   20.897224 68.11191  55.990368
 30.687176 17.438728 25.619623 28.520142 72.300026]",3021.758,54.970519886941446,rolling12,6
86,"[68.50636  50.58767  30.68287  32.44719  31.283209 47.843307 36.304943
 33.574448 34.90534  14.841679 52.381    76.52928 ]",868.06305,29.462909722503756,rolling12,6
87,"[42.149475 55.616585 30.572575 44.736523 21.577007 60.25948  43.465015
 31.045944 25.130651 24.497393 55.127193 72.025444]",369.93033,19.2335729486006,rolling12,6
88,"[69.8292   46.08696  45.78266  35.17646  38.231995 59.865253 31.544813
 45.08771  37.06103  41.087757 37.336987 81.99347 ]",301.1139,17.3526335638589,rolling12,6
89,"[60.60312  49.586597 42.11291  41.62693  27.219116 50.6805   52.835934
 50.234135 29.426851 36.534176 25.221544 59.734978]",324.9622,18.02670765061394,rolling12,6
