Unnamed: 0,predict_data,mse,rmse,smooth,skip
0,"[32.637413 28.512138 66.48001  49.912365 52.71022  42.530434 29.480251
 45.04996  53.89014  39.350864 45.105343 33.616005]",544.9636,23.344455938121047,weighted12,6
1,"[22.813559 27.422142 51.34455  49.394627 48.83907  52.931427 42.26908
 43.202812 52.545883 28.922808 33.812218 33.279945]",764.2796,27.64560728308896,weighted12,6
2,"[63.618404 28.549427 38.97607  34.424465 30.392395 18.96996   9.763927
 57.447422 51.4081   55.91914  55.75858  33.514793]",644.01166,25.377384769019123,weighted12,6
3,"[50.747047 25.092806 63.812336 63.92995  42.463005 49.33012  39.71228
 43.75428  74.77569  37.619534 46.938377 21.457777]",275.29053,16.59188136842082,weighted12,6
4,"[67.66964   34.77664   71.19045   50.388485  36.57348   45.76475
 20.35606   38.16036   51.68146   33.14426   69.87005    3.4016314]",560.0529,23.665437191830385,weighted12,6
5,"[46.26814   36.782616  57.240513  47.383915  42.89639   47.837154
 33.669872  52.0937    52.378777  31.4845    61.58834    5.2012787]",411.74683,20.291545682176974,weighted12,6
6,"[45.009575 34.968224 51.50248  47.107365 42.167976 35.840782 23.518942
 60.63872  51.480286 28.615616 57.867825 10.31234 ]",610.3349,24.704956990497752,weighted12,6
7,"[41.623196 32.794704 44.667152 48.461967 37.294598 27.0255   18.617037
 53.91981  50.155727 20.245993 55.914543  9.636793]",1242.0483,35.24270619353386,weighted12,6
8,"[43.982857 35.91248  45.84619  48.336277 28.200583 19.496328  7.191531
 52.443638 48.39584  17.455172 64.798225  5.926012]",2064.4883,45.4366402944804,weighted12,6
9,"[38.589336  34.12279   45.707874  55.218895  36.151917  21.52983
 15.834611  49.418526  52.7032    20.042295  67.6922     7.5114465]",2000.3073,44.72479458842224,weighted12,6
10,"[38.70787  32.63686  43.785213 53.06948  35.4925   17.466372 14.47856
 47.872658 54.405914 22.082918 63.36061  12.67366 ]",1978.6299,44.48179271131617,weighted12,6
11,"[38.34495  29.66925  44.78873  51.681732 33.641693 24.38558  21.06533
 46.118206 51.56494  15.28665  57.515022 11.536137]",2770.9385,52.639704373813686,weighted12,6
12,"[37.084618 28.525745 44.37679  49.36712  34.626686 27.529812 20.7693
 45.108166 47.809746 14.668792 56.489395 12.941739]",4194.703,64.76652781336978,weighted12,6
13,"[11.694774 26.034136 29.628613 44.306866 32.638622 39.95597  26.650053
 34.1877   48.771774 15.853843 45.074177 20.86984 ]",4622.9814,67.99251021482073,weighted12,6
14,"[46.528477  41.12168   30.379156  24.56862    2.0654702  3.8163638
 12.892313  68.11964   57.855873  37.323883  49.387703  13.530503 ]",3803.839,61.675271473485424,weighted12,6
15,"[30.490772 16.322346 47.0989   48.765762 38.692776 32.959373 32.15243
 67.928795 68.114204 18.670383 24.251009 41.345444]",3456.2468,58.789853088537946,weighted12,6
16,"[30.7547   21.901852 41.456223 45.115788 35.479946 30.743238 19.300508
 59.844067 55.527344  3.187604 29.264017 26.770449]",5875.3086,76.6505616010085,weighted12,6
17,"[ 2.2470481 29.310188  21.376774  40.279587  14.139292  30.43077
 32.681767  45.97631   62.526558   5.6679544 27.328283  17.030094 ]",6937.9746,83.29450527720901,weighted12,6
18,"[25.387127  31.531096  30.66483   22.483562   3.2335563  5.1493735
 21.475775  74.40611   69.062515  33.867775  43.81746   32.183075 ]",5339.0366,73.06871164249272,weighted12,6
19,"[28.85039    2.4318216 29.933285  32.583214  21.536428  47.57277
 40.31928   95.69169   83.83899   43.701702  29.492208  71.779655 ]",4985.522,70.6082287885502,weighted12,6
20,"[32.70832  26.777685 68.03651  46.385532 21.084143 44.325245 30.36067
 63.933113 66.91451  27.072966 38.846954 27.130938]",6465.474,80.40817197955535,weighted12,6
21,"[15.350036  26.213642  55.962555  50.189316  19.599579  61.869724
 44.581013  37.208473  54.172283   1.2469136 36.076954  28.377518 ]",6086.2466,78.01439983766619,weighted12,6
22,"[25.17506   26.51365   24.770947  17.12449    2.4719615 14.883138
 29.747688  76.56874   63.324646  42.292522  42.972485  44.265404 ]",4934.058,70.24285092070758,weighted12,6
23,"[16.323507   2.6417372 53.22906   32.05593   25.014084  72.56658
 61.687115  74.14708   83.06544   30.096731  36.467705  61.051476 ]",3704.541,60.86494077566329,weighted12,6
24,"[34.455044 21.313072 65.044174 44.386    20.047523 56.0203   38.502415
 69.95844  69.03723  29.654543 50.85947  48.289227]",4873.583,69.81105218955305,weighted12,6
25,"[ 6.8007083 29.536777  54.444958  55.355774  21.758764  63.88806
 47.58826   47.187077  66.31398    9.774049  29.935537  32.563595 ]",6046.377,77.7584526152945,weighted12,6
26,"[37.67453  42.327843 41.88015  30.196323 23.495716 31.247797 18.881632
 66.14351  59.749783 37.61628  51.087086 36.466938]",4173.181,64.60016371762343,weighted12,6
27,"[16.23303   23.748041  31.792881  28.167974   7.8658223 36.2467
 38.511368  73.330795  83.38996   33.854828  37.59224   50.539715 ]",4305.1846,65.61390531215544,weighted12,6
28,"[27.48051  25.471928 57.719112 40.715225  4.510762 57.352123 49.445175
 72.23094  76.41318  22.335072 41.24347  47.472775]",7421.8022,86.14988244968039,weighted12,6
29,"[ 4.6343164 25.1054    49.205643  36.780796  24.432524  44.726128
 35.30746   67.699005  72.28895   14.373965  29.161583  49.302628 ]",12280.274,110.81639957182556,weighted12,6
30,"[18.020151 21.967005 61.886463 32.696598  9.161509 43.466583 33.52275
 71.993614 75.24079  14.559664 46.065998 38.338898]",11081.095,105.266778836262,weighted12,6
31,"[22.219086  6.670998 42.96456  35.9248   16.659039 55.884388 37.43228
 82.03636  86.84055  30.799885 41.71268  61.321507]",9431.401,97.11540231697288,weighted12,6
32,"[24.861172 27.73258  63.885742 46.455204 18.247461 62.060223 27.649857
 61.24632  66.1879   14.155849 42.019115 35.942974]",11125.837,105.47908282717717,weighted12,6
33,"[19.190403 15.822305 51.749302 56.20478  32.199978 77.098    47.20164
 56.130775 71.86263   9.259765 33.553246 42.765713]",10072.374,100.36121772595976,weighted12,6
34,"[35.0707   25.534647 35.054474 43.88686  37.55143  33.542805 31.770899
 57.015278 66.71981  24.258049 43.414425 41.41323 ]",7578.0547,87.05202287999975,weighted12,6
35,"[21.986694  15.779265  21.404543  56.03452   31.598072  64.94887
 54.694366  60.06863   73.94118    1.1702641 21.455637  43.21304  ]",7449.3066,86.3093658916864,weighted12,6
36,"[25.34344  34.123596 22.028763 48.90565  15.857114 32.216366 34.11007
 54.143013 62.408295 10.111156 40.926113 21.46858 ]",9795.597,98.97270674124005,weighted12,6
37,"[13.914658  37.0127    37.44779   51.76978   17.383387  38.30929
 43.10426   44.53015   61.669353   7.8312454 46.492416  25.86375  ]",8317.566,91.20069301408844,weighted12,6
38,"[22.637047 28.05861  22.515118 32.90121  14.134349 31.84235  43.223656
 67.692665 70.035934 32.907627 45.225292 48.829018]",4428.7793,66.54907435024923,weighted12,6
39,"[13.458263 21.445997 37.610428 30.40087  15.856868 55.133644 49.71943
 68.17234  79.6873   34.323654 45.848278 52.39937 ]",1569.6538,39.61885673001873,weighted12,6
40,"[13.462872 20.538843 54.677235 38.094772 14.593284 74.46715  60.047714
 75.0997   82.875824 24.516325 42.93612  53.716152]",916.8555,30.27962235208947,weighted12,6
41,"[29.845882 21.619041 67.93617  44.80232  24.731073 63.5138   43.98597
 72.543976 68.93838  41.784584 54.242466 59.81036 ]",481.3877,21.94054911146255,weighted12,6
42,"[23.032166 25.456818 77.870674 58.02563  30.000875 64.81551  39.696774
 53.94882  73.318275 34.5724   52.261242 48.4065  ]",554.6025,23.549999533489245,weighted12,6
43,"[41.168343 30.45197  70.620926 56.507885 39.121716 60.242825 34.596886
 47.2685   59.066128 31.520435 60.16286  41.754566]",747.1392,27.33384753728253,weighted12,6
44,"[28.42648  31.472742 53.302254 55.03549  34.61116  24.161547 23.471256
 43.59191  64.28048  31.145414 50.18494  32.23602 ]",2428.1658,49.27642206455715,weighted12,6
45,"[15.060696 30.306227 62.0985   57.869816 31.087778 49.51703  48.77849
 30.14653  59.525856 12.203629 50.58221  27.444473]",3887.42,62.349177395335374,weighted12,6
46,"[22.328495 17.575123 24.141209 32.420612 27.962507 28.50737  40.832283
 59.323254 69.168365 55.177986 50.398693 60.421997]",4828.05,69.48416945382236,weighted12,6
47,"[29.763464 12.696043 50.027943 40.10015  33.468014 63.743004 52.556446
 53.960957 74.66033  40.923145 44.247055 54.50514 ]",6419.9927,80.12485679101867,weighted12,6
48,"[31.824116 25.161135 56.79847  49.149776 46.212624 59.105072 36.345676
 47.01843  59.12025  15.077066 34.062134 40.43383 ]",12161.913,110.28106404064798,weighted12,6
49,"[37.816334  43.743595  46.05674   55.144966  27.477726  36.013668
 30.391369  46.041317  59.524246   7.8769584 39.86825   12.768041 ]",15489.04,124.45497193387855,weighted12,6
50,"[13.360983 33.81147  29.455967 43.10007  29.749552 29.71503  46.379414
 48.091976 75.82097  18.445492 39.61054  34.147526]",16670.91,129.11587879207576,weighted12,6
51,"[45.38122  20.70011  22.23785  26.638258 17.222126 48.72095  49.777725
 75.456726 67.72235  27.20988  45.586273 59.7772  ]",22800.805,150.99935326848257,weighted12,6
52,"[13.134575  20.82902   36.970184  45.437515  31.502707  89.2196
 56.83344   68.23912   69.55442    7.4181085 25.339874  44.034378 ]",30858.984,175.66725470331687,weighted12,6
