,timestamp,value,
759,188104,65.27692308,
760,188105,68.36153846,
761,188106,73.10769231,
762,188107,78.59230769,
763,188108,83.26923077,
764,188109,83.90769231,
765,188110,83.69230769,
766,188111,85.21538462,
767,188112,87.34615385,
768,188201,89.31538462,
769,188202,93.56923077,
770,188203,95.33076923,
771,188204,101.0076923,
772,188205,102.6076923,
773,188206,102.8307692,
774,188207,100.9,
775,188208,96.23076923,
776,188209,96.13846154,
777,188210,96.90769231,
778,188211,99.46923077,
779,188212,97.79230769,
780,188301,99.5,
781,188302,99.74615385,
782,188303,96.31538462,
783,188304,98.26153846,
784,188305,90.02307692,
785,188306,91.58461538,
786,188307,96.12307692,
787,188308,96.19230769,
788,188309,97.75384615,
789,188310,101.1,
790,188311,104.3461538,
791,188312,103.2615385,
792,188401,109.6384615,
793,188402,113.0076923,
794,188403,118.2076923,
795,188404,122.4846154,
796,188405,120.4923077,
797,188406,123.0153846,
798,188407,120.0384615,
799,188408,116.8615385,
800,188409,118.9,
801,188410,118.2692308,
802,188411,112.2153846,
803,188412,107.4307692,
804,188501,103.1923077,
805,188502,100.6615385,
806,188503,95.9,
807,188504,91.73846154,
808,188505,91.33076923,
809,188506,93.53076923,
810,188507,95.5,
811,188508,95.11538462,
812,188509,93.03076923,
813,188510,90.06153846,
814,188511,87.90769231,
815,188512,86.01538462,
816,188601,83.8,
817,188602,81.63076923,
818,188603,79.76923077,
819,188604,79,
820,188605,75.88461538,
821,188606,70.01538462,
822,188607,63.16153846,
823,188608,56.79230769,
824,188609,53.11538462,
825,188610,49.14615385,
826,188611,44.23076923,
827,188612,41.93076923,
828,188701,40.44615385,
829,188702,38.30769231,
830,188703,35.53076923,
831,188704,29.07692308,
832,188705,26.03846154,
833,188706,24.10769231,
834,188707,23.61538462,
835,188708,22.48461538,
836,188709,21.27692308,
837,188710,19.37692308,
838,188711,19.15384615,
839,188712,21.76153846,
840,188801,21.72307692,
841,188802,21.32307692,
842,188803,20.63846154,
843,188804,20.74615385,
844,188805,20.75384615,
845,188806,19.09230769,
846,188807,17.46923077,
847,188808,14.83076923,
848,188809,13.20769231,
849,188810,12.51538462,
850,188811,13.04615385,
851,188812,13.01538462,
852,188901,10.46153846,
853,188902,9.923076923,
854,188903,9.869230769,
855,188904,9.423076923,
856,188905,9.076923077,
857,188906,9.007692308,
858,188907,9.315384615,
859,188908,11.56923077,
860,188909,12.05384615,
861,188910,11.19230769,
862,188911,10.95384615,
863,188912,10.43846154,
864,189001,10.26153846,
865,189002,10.24615385,
866,189003,9.807692308,
867,189004,9.161538462,
868,189005,9.207692308,
869,189006,9.069230769,
870,189007,9.723076923,
871,189008,9.6,
872,189009,9.161538462,
873,189010,9.753846154,
874,189011,10.71538462,
875,189012,11.7,
876,189101,12.56923077,
877,189102,14.73076923,
878,189103,15.96923077,
879,189104,17.94615385,
880,189105,23.00769231,
881,189106,28.58461538,
882,189107,35.95384615,
883,189108,38.70769231,
884,189109,44.51538462,
885,189110,48.93076923,
886,189111,52.86923077,
887,189112,55.82307692,
888,189201,63.67692308,
889,189202,71.64615385,
890,189203,75.21538462,
891,189204,82.81538462,
892,189205,90.39230769,
893,189206,94.91538462,
894,189207,98.54615385,
895,189208,104.0076923,
896,189209,107.8230769,
897,189210,109.9615385,
898,189211,111.7230769,
899,189212,116.4307692,
900,189301,121.8692308,
901,189302,122.3615385,
902,189303,121.0846154,
903,189304,125.9692308,
904,189305,127.9153846,
905,189306,129.2307692,
906,189307,130.7923077,
907,189308,137.5461538,
908,189309,134.5384615,
909,189310,136.7384615,
910,189311,137.3307692,
911,189312,140.9846154,
912,189401,141.5692308,
913,189402,142.8,
914,189403,140.1461538,
915,189404,142.1846154,
916,189405,143.8692308,
917,189406,145.6769231,
918,189407,147.7461538,
919,189408,145.4,
920,189409,137.2923077,
921,189410,136.9692308,
922,189411,133.9692308,
923,189412,132.0384615,
924,189501,128.1153846,
925,189502,126.0692308,
926,189503,123.0384615,
927,189504,126.2,
928,189505,124.3923077,
929,189506,120.5769231,
930,189507,114.0307692,
931,189508,109.2769231,
932,189509,107.6615385,
933,189510,107.9076923,
934,189511,104.2846154,
935,189512,106.1,
936,189601,102.1230769,
937,189602,101.3769231,
938,189603,99.41538462,
939,189604,97.21538462,
940,189605,90.9,
941,189606,88.53076923,
942,189607,85.15384615,
943,189608,82.51538462,
944,189609,81.53846154,
945,189610,77.83076923,
946,189611,73.99230769,
947,189612,73.40769231,
948,189701,69.53846154,
949,189702,69.58461538,
950,189703,65.96923077,
951,189704,63.29230769,
952,189705,60.23846154,
953,189706,58.14615385,
954,189707,55.40769231,
955,189708,52.42307692,
956,189709,55.11538462,
957,189710,49.09230769,
958,189711,46.48461538,
959,189712,45.88461538,
960,189801,44.3,
961,189802,43.76923077,
962,189803,44.91538462,
963,189804,43.03076923,
964,189805,42.36153846,
965,189806,42.65384615,
966,189807,42.35384615,
967,189808,42.83076923,
968,189809,44.5,
969,189810,42.70769231,
970,189811,44.83846154,
971,189812,45.38461538,
972,189901,43.60769231,
973,189902,40.90769231,
974,189903,38.56923077,
975,189904,35.46923077,
976,189905,34.6,
977,189906,33.91538462,
