,value
0,58.1
1,47.665853658536584
2,45.88195117652242
3,48.857685962847725
4,57.046063898457696
5,57.69742649429102
6,56.06369064791338
7,55.60569197815503
8,54.1596376195956
9,54.013511466361734
10,50.49648895679372
11,49.81441277271201
12,50.2279751670678
13,48.98990817110017
14,45.808673296669845
15,44.956120830329056
16,44.13093647163871
17,45.03157412121893
18,45.48479623803719
19,45.369486444462986
20,44.222602325128975
21,44.31256334083619
22,44.182682145057164
23,44.51799357006505
24,43.91355034889847
25,43.93630724126659
26,42.28245340229872
27,41.84222866378448
28,42.145006407593954
29,41.132016481469535
30,40.845557447535604
31,40.93518970647623
32,39.679281235968475
33,38.738219228892454
34,37.78907211686147
35,36.963189558243506
36,36.92882602670755
37,35.881533213997194
38,34.97546193649213
39,34.30842619465827
40,33.26401512744772
41,32.27763876450839
42,31.380549942624434
43,30.642623642408108
44,29.917091145021597
45,29.96250368532412
46,29.27840407058178
47,28.41875317870727
48,27.584167990483703
49,26.828151949885065
50,26.830207944005775
51,26.685213130782895
52,26.007069888627186
53,25.54597825607716
54,25.209110346425817
55,24.620600599784495
56,23.96335868417611
57,23.346199345190254
58,22.73577253629257
59,22.14720251092236
60,21.579409763022007
61,21.03138437326142
62,20.527343066774947
63,20.01544640293376
64,19.520673162375815
65,19.042240498021354
66,18.59885652607124
67,18.150471018779484
68,17.716359156646597
69,17.295904764938506
70,16.888526337773282
71,17.288590525799183
72,17.72291182264891
73,17.729298243739372
74,17.32347545211272
75,17.66398522570601
76,17.368909022705296
77,16.979114793835745
78,16.600458821865203
79,16.283496671923388
80,16.680427342279252
81,17.234982370355162
82,16.859664656269956
83,16.52489774845101
84,16.349926212622393
85,16.55448336493686
86,16.99863275513511
87,16.769734573330837
88,16.960183562755006
89,17.141498441937383
90,17.859059582839908
91,18.377474071163213
92,18.539316971694277
93,18.69297286315104
94,18.711570403089926
95,19.07879575768568
96,19.288599189836255
97,19.50947248301212
98,20.351948967917764
99,20.746453972149
100,21.409511387150864
101,22.212197899908173
102,23.507977453459514
103,24.348200705526853
104,24.49107467128037
105,25.66719012647826
106,26.45231629729265
107,28.151368998544026
108,28.725523085114016
109,29.69918250704251
110,30.984869248291755
111,31.864577620564862
112,33.052717218686766
113,34.225990475047325
114,34.91575563721999
115,35.95161559169177
116,36.83594978936658
117,37.90712569609558
118,38.70818711696933
119,39.424331405655295
120,40.33514400620133
121,41.58747818048636
122,42.83562299128606
123,43.934599161305826
124,45.8772341510133
125,48.053216699621096
126,48.835418251640476
127,50.281376829433114
128,50.89948538470471
129,51.6369435769031
130,52.43065855862592
131,52.8994890965386
132,53.24031164924349
133,53.76882548122341
134,54.98179971273004
135,56.855036692362134
136,57.85733495530011
137,59.03626055524761
138,60.7013245227779
139,61.93431592457651
140,62.40195730237648
141,62.991109767981605
142,63.87973698131381
143,64.41903083869404
144,64.82130767363505
145,65.80443253299138
146,67.13956583235716
147,69.09234099472003
148,69.82518915198574
149,70.50683078106096
150,70.55434755485996
151,70.80178647951507
152,71.37520837106746
153,72.59113632224094
154,73.69278716266119
155,74.79811168374154
156,74.87160600728131
157,75.02406485549554
158,76.43309279292984
159,76.68511728310742
160,76.45397903649491
161,76.091615512367
162,76.07961281228488
163,76.34863299002403
164,76.12099738248574
165,76.13792632304889
166,76.07509227534399
167,75.5959101900112
168,75.1806685699496
169,75.48052260561701
170,75.76285899994923
171,75.23101311935183
172,75.12237978395187
173,74.59747347176592
174,73.71905906904915
175,72.71113594106635
176,71.70262386518873
177,71.07938578321432
178,70.27290947041026
179,69.85584588021847
180,68.98485081538199
181,68.23492156488733
182,67.40831994031096
183,66.34175124449494
184,65.58092719594299
185,64.49797530828441
186,63.60195170586516
187,62.68627569812471
188,61.952546632030895
189,61.116881457171594
190,60.25037874138786
191,59.51388450177688
192,58.648730473165955
193,58.16774940012962
194,57.297890682949316
195,56.37430312478492
196,55.67535363335381
197,54.96006298535218
198,54.27908769736202
199,53.47911712787008
200,52.90434744763706
201,52.70989750462461
202,52.67958871493794
203,52.76026219379972
204,52.085210190903716
205,51.89489858697108
206,51.57423080149729
207,52.42283078404229
208,52.75952295896386
209,52.800223984277196
210,53.58029882703119
211,54.328632346182076
212,56.221320951354514
213,57.925091783432926
214,59.73437987636041
215,60.89090402471717
216,62.33172289192781
217,64.27606291734253
218,65.92656365675965
219,68.78174587981691
220,70.72084920210968
221,72.99494474731802
222,75.00995600815216
223,76.74226225237948
224,78.09581392424806
225,80.59140909647729
226,82.59143550646496
227,86.91047153352528
228,90.65391558942231
229,93.9903713704116
230,96.14243953370803
231,98.35720152283804
