,value
0,58.1
1,47.66976744186047
2,45.885874529284514
3,48.8572761174911
4,57.03355805125479
5,57.68587888933756
6,56.057494854028796
7,55.601495327341446
8,54.160189472310016
9,54.014486273580125
10,50.51022253211679
11,49.829636046887
12,50.24011211292406
13,49.00691944605552
14,45.84051237287612
15,44.99033651131458
16,44.167621879903244
17,45.06045937162257
18,45.509027241373175
19,45.39309912483844
20,44.25304882313525
21,44.340720565465126
22,44.21040328570203
23,44.54162922109797
24,43.94114216562829
25,43.962420612782175
26,42.322383569042735
27,41.884545936430676
28,42.18258791716148
29,41.17819345066196
30,40.892833075827774
31,40.97965149425344
32,39.73579567603587
33,38.80321260238054
34,37.862660710233634
35,37.04393906883433
36,37.00714820287763
37,35.97021689256669
38,35.072714773933484
39,34.41116125680127
40,33.37735056715407
41,32.4008035645238
42,31.512334240761238
43,30.780814045843908
44,30.0615862219954
45,30.101966798468947
46,29.424044344314982
47,28.573338520063565
48,27.747345639651922
49,26.998716009434244
50,26.99593693086443
51,26.84872391107804
52,26.177446530486723
53,25.71957759421656
54,25.383876083678985
55,24.801059009451663
56,24.15079048646172
57,23.539921856729215
58,22.935711813333
59,22.353002221301953
60,21.790731920606607
61,21.247908163636865
62,20.74827688480251
63,20.241011701248375
64,19.750593529272653
65,19.276252888265425
66,18.83631498686309
67,18.3915513952016
68,17.960833269418682
69,17.543554999869972
70,17.139145057168356
71,17.52486022055617
72,17.94436156056172
73,17.94561571896865
74,17.54397400544392
75,17.871934797425492
76,17.57896294961723
77,17.193494195778456
78,16.818928807460807
79,16.504641276769753
80,16.887455613599766
81,17.424387481328115
82,17.05405691935416
83,16.72329345250127
84,16.548430433782098
85,16.743797579987074
86,17.172970696677588
87,16.946208490254072
88,17.128215581916823
89,17.3014736154489
90,17.997348319962185
91,18.499542289929902
92,18.65470347012795
93,18.80200639598553
94,18.817935020033282
95,19.17325008709486
96,19.37554735002473
97,19.5887306075031
98,20.406691943883867
99,20.78930158192416
100,21.43320530541189
101,22.21310537363335
102,23.472585290688603
103,24.289808701664914
104,24.429747976950917
105,25.57346227267916
106,26.33781908667284
107,27.98993941085567
108,28.550446234820157
109,29.498920216587315
110,30.75053483796945
111,31.608588323923797
112,32.76613406491569
113,33.909611252077944
114,34.584469967036235
115,35.59509401937205
116,36.45907794751388
117,37.50439916855238
118,38.288190605608776
119,38.98985507246504
120,39.880269381391784
121,41.10174849412964
122,42.31951041682359
123,43.39313869876435
124,45.28396224007106
125,47.40131579379532
126,48.17015823492967
127,49.58152483849137
128,50.19213519424432
129,50.91823870152758
130,51.69883181961015
131,52.16525607451474
132,52.50782407514718
133,53.03178344675924
134,54.21750400380872
135,56.041802522263275
136,57.02482768607865
137,58.17872636689629
138,59.802639570882576
139,61.009551291020415
140,61.47734838335216
141,62.06242153815142
142,62.936690691740345
143,63.47372227257725
144,63.878398369345284
145,64.84371414840523
