,value
233,162.50951461459917
234,167.94407052203545
235,170.72188235885028
236,170.20578552930766
237,172.00550523587395
238,172.32523149015276
239,174.5139797752858
240,177.86329511977937
241,176.0351229313818
242,178.95837807504319
243,180.56546506785583
244,183.0072003254881
245,181.73683610257555
246,181.66999408717544
247,179.15148685624305
248,176.3289044998922
249,175.0874559265537
250,172.79307725140788
251,170.79841853352562
252,171.053498196708
253,171.04082325902797
254,168.96377776131357
255,165.6605823242142
256,161.85754604496924
257,158.32466242123016
258,157.47342785318702
259,160.5397614122556
260,163.56777798700122
261,162.9643882082591
262,160.55116545662204
263,157.83360360932443
264,156.7119220272553
265,156.18132529603318
266,154.0172565907605
267,151.80639139264017
268,149.98606997033886
269,146.53176313191517
270,144.2551728841852
271,141.86241215202685
272,140.93429077503112
273,138.47257429760066
274,136.06894378443297
275,133.74049494027318
276,129.05846703190892
277,125.10054114150506
278,121.32551178401471
279,118.60423461944512
280,118.29402271786795
281,117.01932091598827
282,113.73835324170955
283,111.3214344399886
284,108.80036158867988
285,105.73034220279759
286,102.08882362049013
287,100.22438172340931
288,96.91316142911903
289,93.90750231586091
290,91.02212624996295
291,88.71601921607134
292,86.35021755220407
293,83.74270593844405
294,80.60556980013266
295,78.79529084887997
296,76.38552572314468
297,75.74124928883576
298,75.32918673437767
299,73.02772692003606
300,70.48634007299013
301,67.25702246450194
302,64.58917086658249
303,62.149711910900024
304,60.79722609816876
305,58.63736446376507
306,56.50049593088863
307,54.655470880321396
308,52.267697023994366
309,50.09931190335962
310,49.17934619959588
311,47.78037873273432
312,46.17635962521495
313,45.092541534263844
314,43.9629143489404
315,43.49476858873312
316,42.280030053890385
317,40.47602840248476
318,40.21222696170162
319,40.18661561171114
320,38.757284730104956
321,38.61442048400737
322,37.57869939374262
323,37.499764419272296
324,37.764776213564545
325,39.51653749868736
326,41.14571070839505
327,43.83842530587771
328,45.63150412465857
329,45.93992893216413
330,46.19293249626224
331,46.57828588694072
332,46.71437159779092
333,47.76865305615219
334,48.665220434246876
335,51.20695949576117
336,51.87661154180382
337,53.52778101350806
338,56.17639203718941
339,59.142572514438484
340,61.180443940349434
341,63.5414218001603
342,64.23935072611137
343,65.59238321919776
344,71.24276417484405
345,72.35062598782152
346,73.76309471473735
347,75.52994001026222
348,76.97344303401276
349,76.86977088065665
350,80.17628238678358
351,79.89746826342628
352,82.1875948816089
353,85.18821517655566
354,85.28380441890899
355,92.73461428542304
356,101.50788366898561
357,111.46248959099317
358,117.46436517184691
359,120.72114694439227
360,127.94508966278654
361,130.8678352048667
362,133.38444346525267
363,135.64522130959563
364,137.38796025700867
365,141.26356227139647
366,145.80038418811773
367,149.55536500252924
368,150.44259675774902
369,153.9504669399422
370,155.8029436030193
371,161.30279645128235
372,168.15265666233736
373,172.26002384837153
374,172.78202265826513
375,173.8779215299634
376,172.84402544933212
377,171.91182417332527
378,170.7262329603816
379,168.61992130514324
380,169.0889252414132
381,167.41947897417847
382,168.45850502852284
383,169.2505797793079
384,168.1980507875511
385,168.27814824837537
386,167.70424083458295
387,163.5090287833146
388,161.18357733912555
389,159.77439846927746
390,155.50067853748186
391,153.5756446070425
392,154.08186237758102
393,153.12276925709887
394,150.67163079035174
395,148.9330492482115
396,148.66139678541163
397,151.23332694964256
398,149.81166060032172
399,147.68607756769396
400,146.24677368762923
401,144.93443500179254
402,141.1177132476822
403,139.51182758369094
404,138.98123620400196
405,137.96717439288594
406,135.90881567147548
407,135.88837488788505
408,135.58895614325894
409,135.11950833575062
410,134.17353291830196
411,133.67985627205908
412,132.21086345752957
413,130.05032028335847
414,127.54780426776601
415,124.935414052965
416,122.24864334893645
417,122.53121118162754
418,121.55965062209569
419,119.78666809020996
420,117.6923346848231
421,115.88271794986258
422,113.66858205153329
423,112.50515294853923
424,110.17489530031806
425,108.46615053474888
426,107.40284300768437
427,106.82270085713064
428,104.66656581367555
429,103.45823752267312
430,101.02032564592866
431,98.1943093629596
432,94.74959389403273
433,91.91211419872158
434,89.28650848824971
435,87.33718306345932
436,85.25032390990201
437,82.99280771401192
438,80.61816732791662
439,78.09225896112194
440,76.31764601279964
441,73.70676371178759
442,72.69642552606143
443,71.11660424955517
444,68.7307740367859
445,66.37423533467307
446,64.70552356775542
447,61.890247389072734
448,59.660735019397215
449,57.1776982681926
450,54.35381335452934
451,51.93112268659617
452,49.33456655205589
453,47.7828382243336
454,45.78869631297104
455,43.78926149718353
456,41.649798422183096
457,40.03230850097249
458,38.065693075806685
459,36.78240842194371
460,34.94328800074762
461,33.68612360064601
462,32.44181742055332
463,31.384726549476913
464,30.23549022195273
465,29.148715710809874
466,28.426279925240827
467,27.689965928951136
468,27.605467632500563
469,26.93519425085282
470,26.08843453828291
471,25.839012811361137
472,27.257062170834285
473,27.41920906229705
474,28.15824860920158
475,28.35033617874629
476,30.962819369870807
477,33.26967840142914
478,34.5861944813858
479,36.39188475735316
480,38.28229051952194
481,39.683175993571496
482,43.159017193953396
483,44.641066334280225
484,46.339013017592876
485,48.247062366741694
486,51.21970924844673
487,53.90372378606054
488,58.81853759682037
489,64.53761071704884
490,66.24073018121604
491,69.27869367218855
492,73.76475898862586
493,78.39652103924041
494,83.05169498732216
495,87.04411023799172
496,91.33190472612851
497,95.02530948985186
498,99.30904401539208
499,104.49359181466018
500,109.31391222396049
501,114.73821661279808
502,118.23130578217997
503,120.01474049308156
504,121.84400346843779
505,124.14680329502822
506,127.33946313029304
507,127.7574899737804
508,131.54461547510874
509,135.2823847013696
510,139.61326546631906
511,142.15760219301313
512,143.80972208336863
513,145.17423597920504
514,147.21552418025166
515,148.9397479712446
516,147.41776057267774
517,147.42187254404385
518,149.65077891684777
519,151.52323997101027
520,149.33707797245435
521,150.24522407383378
522,150.14296287014187
523,150.47081472663547
524,150.54227399030384
525,149.40016029078646
526,147.03015227624283
527,147.3186446624312
528,145.9477124293074
529,144.77032680784018
530,141.66681046744355
531,139.68846994406857
532,138.824046446864
533,139.86784412452212
534,139.84945191829598
535,138.79197932237997
536,138.1723803562603
537,135.2537613384443
538,133.29107327152016
539,130.50651960794156
540,128.57119362754278
541,127.52763394616476
542,127.45125224885645
543,124.9336896364117
544,123.79200515459029
545,121.48240489685918
546,118.50828465201428
547,117.14787041941274
548,113.37547689843989
549,111.49170305351682
550,109.4971179008399
551,107.9272620057971
552,108.01589890550729
553,107.0901039602315
554,108.03059876222032
555,106.03406882410847
556,104.58736538290249
557,104.85299711375747
558,104.80034725806958
559,104.76532989516608
560,102.23706340040697
561,100.34521023038604
562,100.79294971886686
563,98.46830223292288
564,98.16988712127666
565,96.99139276521252
566,95.89182312695165
567,93.89223197060363
568,92.47762037207315
569,91.0437393534692
570,89.03155238579537
571,88.16997476650543
572,85.81147602817975
573,83.14590222677033
574,81.32360711543154
575,78.47242675965954
576,77.54880542167643
577,77.31636515059259
578,75.78054689306276
579,73.66651954840937
580,71.21319357098862
581,69.22253389243899
582,66.64140719781676
583,64.51933683792572
584,61.988369996029206
585,60.22895149622759
586,58.07750392141603
587,55.31862872534501
588,52.55269728907755
589,49.995062424623484
590,48.365309303392195
591,46.43204383822246
592,44.385441646311214
593,42.30616956399553
594,40.66586108579566
595,39.087568031505796
596,38.06818962993046
597,37.439780148433904
598,36.472791141012166
599,37.04415158396158
600,36.48694400476348
601,35.977596804525284
602,36.37871696429904
603,37.61478111608413
604,37.959042060279934
605,38.65108995726596
606,39.13353545940267
607,40.04185868643257
608,41.974765752111
609,45.01602746450553
610,47.70022609128032
611,50.95521478671638
612,53.487454047380616
613,55.80808134501164
614,57.417677277761086
615,57.96679341387305
616,63.73845374317951
617,69.58653105602065
618,71.04720450321963
619,74.1298442780587
620,77.14835206415582
621,78.24093446094804
622,80.83888773790068
623,85.50194335100569
624,87.67684618345542
625,92.87800387428271
626,101.36910368056867
627,109.64564849654032
628,118.84336607171339
629,124.21619776812777
630,129.05038787972143
631,135.42286848573542
632,139.9917250614487
633,145.20713880837633
634,150.24678186795757
635,153.5694427745597
636,153.2509706358317
637,156.03842210404014
638,160.17150099883813
639,165.70792594889627
640,169.55252965145147
641,168.7199031688789
642,168.87390801043495
643,169.6152126099132
644,167.8294519794175
645,166.86297938044663
646,167.3048304114243
647,166.47958889085308
648,164.7906094463104
649,166.5660789739949
650,165.61277502529518
651,165.8521362740304
652,166.5345294603289
653,167.3728029873125
654,167.80416283794688
655,167.16395469604953
656,168.36075696124703
657,168.50271911318467
658,169.41758315752546
659,167.94170399964918
660,166.7746187996667
661,167.35588785968338
662,167.1880934666992
663,165.18368879336424
664,160.92450435369602
665,156.6182791360112
666,154.37236517921065
667,152.3437469202501
668,148.66155957423757
669,145.15848159552567
670,142.52555751574937
671,139.49927963996188
672,137.5943156579638
673,136.0695998750656
674,133.1411198813123
675,129.15906388724667
676,126.43111069288433
677,123.29955515824011
678,122.7945774003281
679,121.7698485303117
680,118.02135610379612
681,114.99028829860633
682,111.650773883676
683,108.50823518949221
684,104.3028234300176
685,100.88268225851671
686,98.65854814559087
687,96.15562073831131
688,92.30783970139574
689,89.68744771632595
690,86.24807533050965
691,83.15567156398417
692,79.19788798578496
693,76.3029935864957
694,73.9678439071709
695,71.09445171181235
696,68.73472912622174
697,66.55299266991064
698,65.7803430364151
699,62.686325884594346
700,59.97700959036462
701,57.11315911084638
702,55.532501155304054
703,53.49587609753885
704,51.6510822926619
705,50.2635281780288
706,48.580351769127354
707,46.83133418067098
708,46.51976747163743
709,44.91877909805556
710,43.66784014315278
711,42.79944813599514
712,42.464475729195385
713,41.52125194273562
714,39.945189345598834
715,38.47292987831889
716,37.95428338440294
717,36.61656921518279
718,35.965740754423656
719,34.34245371670247
720,32.90033103086734
721,31.80531447932397
722,30.870048755357775
723,29.336546317589885
724,28.364719001710387
725,27.481483051624867
726,26.11740889904362
727,24.811538454091437
728,24.01096153138686
729,22.905413454817513
730,22.100142782076635
731,21.0401356429728
732,20.06812886082416
733,19.10972241778295
734,18.154236296893803
735,17.76652448204911
736,17.078198257946653
737,16.62428834504932
738,16.423073927796853
739,16.49692023140701
740,16.177074219836662
741,16.388220508844828
742,16.663809483402588
743,16.440619009232456
744,17.623588058770835
745,19.012408655832296
746,19.666788223040683
747,20.30344881188865
748,21.243276371294222
749,23.026112552729515
750,23.699806925093043
751,26.529816578838396
752,30.708325749896485
753,32.75790946240166
754,33.67501398928159
755,34.46126328981751
756,35.768200125326636
757,38.40979011906031
758,40.7793006131073
759,43.04533558245195
760,44.518068803329356
761,47.33216536316289
762,51.37555709500475
763,53.67177924025452
764,55.4181902782418
765,58.01228076432972
766,59.68666672611323
767,60.64233338980756
768,61.36021672031718
769,64.08720588430134
770,66.45784559008628
771,71.11495331058197
772,72.90420564505288
773,73.02899536280025
774,73.16254559466023
775,72.87941831492722
776,74.04044739918086
777,75.26842502922182
778,78.53500377776074
779,78.0932535888727
780,79.23859090942906
781,79.18666136395761
782,78.79232829575973
783,81.69271188097174
784,80.23307628692315
785,82.581422472577
786,85.17235134894817
787,84.74373378150075
788,84.8965470924257
789,87.63171973780442
790,90.29013375091421
791,92.10062706336849
792,95.12559571020007
793,97.60931592469007
794,100.01885012845557
795,101.36290762203281
796,101.83976224093117
797,101.0127741288846
798,100.38713542244037
799,100.02277865131835
800,100.17663971875243
801,99.1478077328148
802,97.23541734617406
803,96.30364647886535
804,95.05846415492208
805,96.29054094717597
806,95.62101389981717
807,95.42496320482631
808,96.733715044585
809,98.87202929235576
810,99.47342782773798
811,98.67475643635107
812,97.04101861453351
813,95.41396768380683
814,93.22326929961648
815,90.37710583463564
816,88.34825054290386
817,86.09083801575866
818,86.56129611497073
819,85.8782313092222
820,84.14431974376109
821,82.20210375657302
822,80.61199856874437
823,77.98639864030714
824,75.87207870829178
825,72.7984747728772
826,69.18855103423333
827,66.81412348252167
828,64.32341730839558
829,62.20724644297579
830,59.45188412082699
831,57.05928991478562
832,55.87632541904634
833,54.38750914809401
834,53.61313369068931
835,52.71747700615484
836,50.70160315584709
837,48.71652299805473
838,46.855696848151986
839,46.237912005744384
840,44.986016405457164
841,43.326715585184296
842,41.81537980592508
843,40.149610815628826
844,38.72713027484738
845,37.38077376110501
846,35.761735073049756
847,34.20364831939727
848,33.2234659034274
849,31.732292608256028
850,31.040677977843227
851,30.043644078951065
852,28.606461875003507
853,27.886138781253337
854,27.04683184219067
855,26.059490250081133
856,24.956515737577075
857,24.248689950698218
858,23.826255453163306
859,24.349942680505144
860,23.677445546479884
861,22.663573269155886
862,21.54539460569809
863,21.028124875413184
864,20.416718631642524
865,19.450882700060397
866,18.903338565057375
867,18.093171636804502
868,17.583513054964275
869,16.814337402216058
870,16.938620532105254
871,16.80168950549999
872,17.39160503022499
873,17.452024778713742
874,17.374423539778054
875,17.160702362789152
876,17.427667244649694
877,18.40128388241721
878,18.34121968829635
879,19.134158703881532
880,21.60245076868746
881,24.542328230253098
882,28.215211818740457
883,29.55945122780344
884,32.566478666413275
885,35.238154733092614
886,36.96624699643799
887,37.83293464661609
888,41.701287914285295
889,45.92122351857104
890,47.79016234264249
891,51.20065422551037
892,55.275621514234864
893,58.876840438523125
894,62.31299841659697
895,67.64734849576713
896,69.49998107097878
897,71.89998201742985
898,73.74998291655837
899,76.61248377073045
900,79.03185958219393
901,81.16026660308422
902,82.57725327293001
903,85.78839060928351
904,88.56397107881934
905,91.62577252487837
906,94.42448389863445
907,100.47325970370275
908,101.94459671851762
909,103.51236688259173
910,104.59674853846215
911,107.18691111153905
912,108.7575655559621
913,110.369687278164
914,109.20620291425578
915,110.545892768543
916,113.45359813011585
917,116.02091822361007
918,119.05487231242955
919,118.95712869680806
920,118.50927226196765
921,118.86880864886925
922,117.6403682164258
923,116.76334980560449
924,116.19518231532426
925,115.98542319955804
926,115.26615203958015
927,115.91284443760114
928,115.74220221572108
929,115.91009210493502
930,114.09958749968824
931,114.13960812470383
932,113.23762771846863
933,113.23574633254519
934,111.50395901591793
935,111.82376106512204
936,108.65257301186593
937,108.00494436127262
938,106.929697143209
939,105.23321228604854
940,102.2765516717461
941,101.24772408815879
942,99.94533788375084
943,97.2180709895633
944,97.46716744008513
945,94.98880906808087
946,93.40436861467681
947,92.28415018394297
948,91.04994267474582
949,88.94744554100852
950,86.93507326395809
951,85.17331960076018
952,82.57965362072215
953,79.39567093968604
954,77.73088739270173
955,75.66434302306664
956,75.90112587191331
957,73.30106957831764
958,70.33601609940175
959,69.59421529443165
960,68.63450452971007
961,68.23777930322457
962,68.02089033806335
963,65.82984582116018
964,64.68835353010216
965,63.30893585359705
966,60.89348906091718
967,60.46381460787131
968,60.34562387747774
969,60.18334268360385
970,59.75417554942364
971,57.82146677195245
972,56.550393433354834
973,54.48787376168708
974,53.27848007360272
975,51.794556069922585
976,49.84982826642645
977,49.06233685310513
978,47.734220010449874
979,45.592509009927376
980,44.012883559431
981,42.89723938145945
982,41.40237741238647
983,40.21225854176714
984,38.98664561467878
985,38.17731333394483
986,36.988447667247584
987,36.47902528388521
988,35.920074019690944
989,35.12907031870639
990,34.06761680277107
991,32.71923596263252
992,31.778274164500885
993,31.26936045627584
994,30.080892433462044
995,28.601847811788936
996,27.191755421199485
997,26.03216765013951
998,25.10055926763253
999,23.8455313042509
1000,23.503254739038354
1001,22.813092002086435
1002,21.73243740198211
1003,20.730815531883003
1004,19.73927475528885
1005,19.067311017524407
1006,18.433945466648183
1007,17.51224819331577
1008,17.101635783649982
1009,16.246553994467483
1010,16.469226294744107
1011,15.645764980006902
1012,15.098476731006555
1013,14.463552894456225
1014,13.815375249733412
1015,13.31460648724674
1016,13.278876162884403
1017,13.974932354740185
1018,14.136185737003176
1019,13.519376450153015
1020,13.538407627645364
1021,14.281487246263096
1022,14.692412883949942
1023,16.132792239752447
1024,16.541152627764827
1025,17.074094996376587
1026,18.54039024655776
1027,20.013370734229877
1028,19.937702197518384
1029,22.18081708764247
1030,24.781776233260352
1031,27.35268742159734
1032,28.615053050517478
1033,29.224300397991605
1034,30.85808537809203
1035,32.89518110918743
1036,34.53542205372807
1037,36.298650951041665
1038,38.698718403489586
1039,41.618782483315115
1040,42.04784335914937
1041,44.4654511911919
1042,45.41217863163231
1043,47.6965697000507
1044,49.871741215048175
1045,54.52815415429577
1046,56.51674644658098
1047,56.96590912425193
1048,58.11261366803934
1049,59.28698298463737
1050,62.4026338354055
1051,64.18750214363523
1052,65.56812703645346
1053,68.8497206846308
1054,74.34223465039928
1055,75.25012291787931
1056,75.27761677198534
1057,74.12873593338607
1058,75.79229913671678
1059,76.61268417988094
1060,77.5920499708869
1061,78.97744747234256
1062,83.66357509872545
1063,83.46039634378917
1064,83.96237652659971
1065,81.24925770026972
1066,80.42679481525623
1067,81.80545507449342
1068,84.08518232076877
1069,88.89592320473034
1070,89.50612704449382
1071,89.41082069226913
1072,88.51027965765567
1073,87.44476567477288
1074,87.21752739103424
1075,87.38165102148253
1076,90.0975684704084
1077,91.047690046888
1078,91.62030554454358
1079,90.98429026731641
1080,89.7050757539506
1081,88.04982196625306
1082,86.04233086794041
1083,86.54521432454338
1084,85.61795360831621
1085,85.3470559279004
1086,84.36970313150537
1087,87.69621797493012
1088,90.55640707618363
1089,88.72358672237445
1090,88.08240738625572
1091,86.97328701694293
1092,87.35462266609578
1093,86.86689153279099
1094,88.04854695615144
1095,86.33111960834387
1096,85.01456362792668
1097,82.65383544653034
1098,81.50114367420382
1099,79.35108649049361
1100,78.61853216596893
1101,79.5576055576705
1102,80.22972527978698
1103,80.72823901579763
1104,78.89182706500775
1105,77.57223571175736
1106,75.47862392616949
1107,72.40969272986099
1108,70.63420809336795
1109,68.12749768869955
1110,65.89612280426456
1111,63.56631666405133
1112,62.57300083084876
1113,62.63935078930633
1114,59.922383249841005
1115,57.406264087348944
1116,54.81595088298148
1117,52.82515333883241
1118,50.83389567189078
1119,49.67220088829624
1120,47.943590843881424
1121,45.731411301687345
1122,43.73984073660297
1123,41.887848699772825
1124,40.12845626478418
1125,38.34703345154496
1126,36.779681778967706
1127,35.12569769001932
1128,33.389412805518354
1129,31.719942165242433
1130,30.54394505698031
1131,29.39674780413129
1132,28.29691041392472
1133,27.22706489322848
1134,26.11071164856705
1135,24.830176066138694
1136,24.383667262831757
1137,23.544483899690167
1138,22.462259704705655
1139,21.869146719470372
1140,20.96568938349685
1141,20.157404914322008
1142,19.189534668605905
1143,18.31005793517561
1144,17.394555038416826
1145,16.52482728649598
1146,15.843585922171178
1147,15.071406626062615
1148,14.417836294759484
1149,13.956944480021509
1150,13.319097256020433
1151,12.968142393219411
1152,12.554735273558439
1153,12.146998509880516
1154,11.804648584386491
1155,12.65941615516717
1156,12.46144534740881
1157,12.793373080038371
1158,12.608704426036452
1159,12.62326920473463
1160,13.0521057444979
1161,13.084500457273005
1162,13.795275434409357
1163,14.970511662688892
1164,16.14698607955445
1165,18.859636775576732
1166,21.156654936797903
1167,23.543822189958014
1168,25.12163108046012
1169,29.600549526437124
1170,34.090522050115275
1171,38.18599594760952
1172,40.39669615022905
1173,42.8318613427176
1174,44.235268275581724
1175,44.89850486180264
1176,46.42857961871251
1177,48.727150637776894
1178,51.87579310588806
1179,55.272003450593665
1180,58.708403278064
1181,61.417983114160805
1182,62.812083958452774
1183,62.60147976053014
1184,63.22640577250363
1185,64.29008548387846
1186,66.55058120968454
1187,67.6380521492003
1188,70.48114954174031
1189,72.9520920646533
1190,77.20448746142065
1191,79.57426308834962
1192,85.10554993393215
1193,90.42027243723557
1194,95.8842588153738
1195,103.97504587460513
1196,109.5562935808749
1197,110.09347890183116
1198,112.62380495673962
1199,117.76761470890264
1200,119.87923397345752
1201,119.32027227478463
1202,119.3742586610454
1203,120.11054572799313
1204,120.50001844159347
1205,119.42501751951379
1206,122.42876664353811
1207,124.78732831136121
1208,125.20796189579313
1209,126.03256380100346
1210,126.68093561095328
1211,125.27188883040562
1212,123.01829438888532
1213,123.49237966944105
1214,122.862760685969
1215,121.03462265167055
1216,122.32789151908702
1217,125.47649694313267
1218,124.59267209597606
1219,124.11803849117724
1220,122.46713656661838
1221,120.74377973828746
1222,118.20159075137308
1223,115.1915112138044
1224,113.69693565311418
1225,112.50208887045846
1226,112.72198442693555
1227,108.32088520558875
1228,105.67484094530931
1229,103.62109889804384
1230,100.72504395314164
1231,97.28379175548456
1232,95.44460216771033
1233,94.8073720593248
1234,92.33200345635855
1235,90.2054032835406
1236,88.32013311936356
1237,86.25912646339538
1238,84.1711701402256
1239,82.66261163321431
1240,80.37948105155358
1241,79.1705069989759
1242,78.69698164902711
1243,76.66213256657575
1244,74.30902593824696
1245,72.10857464133461
1246,69.98314590926786
1247,68.17898861380448
1248,65.75503918311425
1249,64.66228722395854
1250,65.99417286276062
1251,63.60946421962257
1252,61.09899100864144
1253,58.534041458209366
1254,56.522339385298885
1255,54.24122241603394
1256,51.919161295232236
1257,49.843203230470614
1258,47.961043068947085
1259,47.01299091549973
1260,45.037341369724736
1261,42.910474301238494
1262,41.039950586176566
1263,39.497953056867736
1264,37.78805540402434
1265,36.66365263382312
1266,35.125470002131955
1267,33.40919650202535
1268,32.84373667692409
1269,32.17654984307788
1270,31.402722350923987
1271,30.062586233377782
1272,28.599456921708885
1273,27.594484075623438
1274,26.364759871842264
1275,25.99152187825015
1276,26.421945784337645
1277,27.100848495120765
1278,28.090806070364728
1279,28.291265766846497
1280,28.971702478504174
1281,29.653117354578967
1282,30.04546148685002
1283,29.918188412507515
1284,28.877278991882136
1285,29.363415042288032
1286,29.395244290173633
1287,30.575482075664954
1288,32.61670797188171
1289,34.94087257328763
1290,36.40382894462325
1291,37.74863749739209
1292,40.87620562252249
1293,44.59739534139638
1294,47.247525574326566
1295,53.10514929561025
1296,56.43489183082975
1297,59.43314723928827
1298,61.671489877323864
1299,61.79791538345767
1300,64.0580196142848
1301,66.97511863357057
1302,67.98636270189205
1303,69.72204456679745
1304,71.30594233845758
1305,73.70564522153471
1306,75.06036296045798
1307,77.9273448124351
1308,80.83097757181335
1309,84.54442869322268
1310,86.12220725856155
1311,89.60609689563347
1312,91.72079205085181
1313,92.05975244830923
1314,92.03676482589377
1315,91.91492658459907
1316,93.02418025536912
1317,93.63297124260066
1318,94.55632268047063
1319,93.59350654644709
1320,95.87383121912475
1321,97.20013965816852
1322,99.46013267526011
1323,101.20212604149711
1324,102.55701973942226
1325,105.04916875245115
1326,107.9667103148286
1327,109.54837479908717
1328,111.55095605913283
1329,111.0884082561762
1330,109.72898784336739
1331,109.15753845119903
1332,109.43966152863909
1333,109.20267845220712
1334,107.93254452959677
1335,106.93091730311693
1336,106.43437143796108
1337,107.10765286606303
1338,107.6072702227599
1339,107.7069067116219
1340,105.18656137604081
1341,104.43223330723877
1342,105.96562164187684
1343,109.662340559783
1344,109.61922353179386
1345,108.29326235520416
1346,105.79859923744395
1347,103.69366927557174
1348,101.57898581179315
1349,98.90003652120348
1350,95.7800346951433
1351,93.06603296038612
1352,91.08773131236681
1353,89.39334474674847
1354,87.89367750941105
1355,85.64899363394049
1356,82.58654395224346
1357,82.04721675463128
1358,80.44985591689971
1359,79.02736312105472
1360,77.11599496500197
1361,74.53519521675187
1362,72.25843545591427
1363,69.72551368311854
