id,timestamp,value
0,181801,58.1
1,181802,47.35192308
2,181803,45.57274519
3,181804,48.90708442
4,181805,58.08884485
5,181806,58.6318676
6,181807,56.52763128
7,181808,55.89479256
8,181809,54.04279001
9,181810,53.87129708
10,181811,49.25768858
11,181812,48.48883294
12,181901,49.21647004
13,181902,47.57486651
14,181903,43.109937
15,181904,42.12558029
16,181905,41.1586507
17,181906,42.85218579
18,181907,43.78237468
19,181908,43.75574461
20,181909,42.00352735
21,181910,42.35721186
22,181911,42.3074641
23,181912,43.06311368
24,182001,42.10350351
25,182002,42.30020934
26,182003,39.35353073
27,182004,38.76254344
28,182005,39.60375085
29,182006,37.81866892
30,182007,37.51529687
31,182008,37.9675069
32,182009,35.6058255
33,182010,33.95119786
34,182011,32.30256775
35,182012,30.94317188
36,182101,31.34080902
37,182102,29.43548856
38,182103,27.88153329
39,182104,26.89683382
40,182105,25.03241952
41,182106,23.33333562
42,182107,21.86998692
43,182108,20.80660179
44,182109,19.7737559
45,182110,20.66068663
46,182111,19.64369105
47,182112,18.18187852
48,182201,16.80332894
49,182202,15.64505316
50,182203,16.4955432
51,182204,16.88823676
52,182205,15.79655684
53,182206,15.30766868
54,182207,15.14924622
55,182208,14.2670789
56,182209,13.19694499
57,182210,12.25296405
58,182211,11.33555204
59,182212,10.48750634
60,182301,9.703484682
61,182302,8.978570222
62,182303,8.382895063
63,182304,7.75739937
64,182305,7.178888828
65,182306,6.643789112
66,182307,6.20840697
67,182308,5.746058055
68,182309,5.318310889
69,182310,4.922551561
70,182311,4.556367106
71,182312,6.745964195
72,182401,8.920827458
73,182402,9.595627668
74,182403,8.882620642
75,182404,10.62225613
76,182405,10.17496921
77,182406,9.419400457
78,182407,8.720066766
79,182408,8.243496486
80,182409,10.17740198
81,182410,12.53892132
82,182411,11.60854744
83,182412,10.8511792
84,182501,10.66934816
85,182502,11.79905302
86,182503,13.69776689
87,182504,13.14174024
88,182505,14.08038403
89,182506,14.9345272
90,182507,17.64554434
91,182508,19.51040649
92,182509,20.0063183
93,182510,20.45061523
94,182511,20.38756458
95,182512,21.59664091
96,182601,22.17499871
97,182602,22.76975862
98,182603,25.62525251
99,182604,26.69053289
