id,timestamp,value
0,181801,58.1
1,181802,47.75
2,181803,45.96666667
3,181804,48.85
4,181805,56.78
5,181806,57.45
6,181807,55.92857143
7,181808,55.5125
8,181809,54.16666667
9,181810,54.03
10,181811,50.78181818
11,181812,50.13333333
12,181901,50.48461538
13,181902,49.35
14,181903,46.48
15,181904,45.68125
16,181905,44.91176471
17,181906,45.65555556
18,181907,46.01578947
19,181908,45.89
20,181909,44.88571429
21,181910,44.93181818
22,181911,44.79565217
23,181912,45.05
24,182001,44.528
25,182002,44.52307692
26,182003,42.57692308
27,182004,42.38076923
28,182005,42.63076923
29,182006,41.10769231
30,182007,39.01538462
31,182008,38.33461538
32,182009,36.86538462
33,182010,35.41538462
34,182011,34.25384615
35,182012,32.80384615
36,182101,33.48461538
37,182102,32.1
38,182103,30.36153846
39,182104,29.61538462
40,182105,29.48076923
41,182106,28.3
42,182107,27.21153846
43,182108,25.27692308
44,182109,23.53846154
45,182110,23.07307692
46,182111,22.4
47,182112,20.65
48,182201,19.04230769
49,182202,17.14230769
50,182203,16.94615385
51,182204,16.07307692
52,182205,15.87692308
53,182206,14.99230769
54,182207,13.61923077
55,182208,13.06153846
56,182209,11.75
57,182210,10.11538462
58,182211,9.784615385
59,182212,9.211538462
60,182301,8.703846154
61,182302,8.123076923
62,182303,6.776923077
63,182304,6.507692308
64,182305,6.142307692
65,182306,5.557692308
66,182307,5.480769231
67,182308,5.365384615
68,182309,5.2
69,182310,4.892307692
70,182311,4.611538462
71,182312,4.711538462
72,182401,5.815384615
73,182402,6.492307692
74,182403,6.492307692
75,182404,7.676923077
76,182405,6.819230769
77,182406,5.984615385
78,182407,5.892307692
79,182408,5.623076923
80,182409,6.434615385
81,182410,7.919230769
82,182411,7.919230769
83,182412,7.95
84,182501,8.273076923
85,182502,9.269230769
86,182503,10.70769231
87,182504,10.94615385
88,182505,11.9
89,182506,12.88461538
90,182507,14.86538462
91,182508,16.51153846
92,182509,17.48846154
93,182510,18.48846154
94,182511,19.24230769
95,182512,20.65384615
96,182601,21.78461538
97,182602,21.63846154
98,182603,22.61153846
99,182604,23.45769231
100,182605,25.53076923
101,182606,26.66153846
102,182607,29.85
103,182608,32.38846154
104,182609,33.60384615
105,182610,36.76153846
106,182611,37.97307692
107,182612,40.72692308
108,182701,42.94615385
109,182702,45.93076923
110,182703,49.31153846
111,182704,51.26538462
112,182705,53.43461538
113,182706,56.82692308
114,182707,58.54230769
115,182708,60.99615385
116,182709,62.19230769
117,182710,64.14230769
118,182711,66.22692308
119,182712,68.18076923
120,182801,70.81153846
121,182802,73.52692308
122,182803,76.56923077
123,182804,79.32692308
124,182805,82.68461538
125,182806,87.43076923
126,182807,88.83461538
127,182808,91.35769231
128,182809,91.21923077
129,182810,92.18461538
130,182811,94.62307692
131,182812,94.38076923
132,182901,94.60384615
133,182902,93.4
134,182903,95.81923077
135,182904,98.87307692
136,182905,99.48846154
137,182906,101.2769231
138,182907,103.4961538
139,182908,104.8384615
140,182909,105.5153846
141,182910,105.7423077
142,182911,106.9
143,182912,106.9230769
144,183001,107.1769231
145,183002,108.8423077
146,183003,110.8807692
147,183004,113.5730769
148,183005,113.65
149,183006,113.9
150,183007,111
151,183008,107.9692308
152,183009,108.4692308
153,183010,108.9807692
154,183011,110.9615385
155,183012,112.7192308
156,183101,112.1038462
157,183102,112.3153846
158,183103,115.5538462
159,183104,115.8846154
160,183105,113.6846154
161,183106,109.7307692
162,183107,108.3115385
163,183108,107.0961538
164,183109,103.7
165,183110,101.6923077
166,183111,101.0961538
167,183112,99.28846154
168,183201,96.93461538
169,183202,96.87692308
170,183203,97.06538462
171,183204,94.16923077
172,183205,91.39615385
173,183206,86.28846154
174,183207,82.93461538
175,183208,79.33461538
176,183209,77.04615385
177,183210,75.14615385
178,183211,72.08461538
179,183212,68.43846154
180,183301,63.95
181,183302,59.64615385
182,183303,57.36153846
183,183304,54.32307692
184,183305,49.15769231
185,183306,45.72692308
186,183307,43.73461538
187,183308,41.96153846
188,183309,39.80384615
189,183310,36.76153846
190,183311,34.70769231
191,183312,32.38076923
192,183401,29.90769231
193,183402,29.20769231
194,183403,27.47692308
195,183404,24.00769231
196,183405,21.04230769
197,183406,19.82307692
198,183407,17.72692308
199,183408,16.26923077
200,183409,16.11153846
201,183410,17.13076923
202,183411,18.56153846
203,183412,19.41923077
204,183501,18.98076923
205,183502,18.78461538
206,183503,19.32307692
207,183504,22.30384615
208,183505,24.34230769
209,183506,26.28846154
210,183507,29.29230769
211,183508,33.01538462
212,183509,39.03076923
213,183510,44.76538462
214,183511,50.43461538
215,183512,54.92692308
216,183601,60.22692308
217,183602,66.48846154
218,183603,72.46923077
219,183604,80.46538462
220,183605,87.35769231
221,183606,95.26153846
222,183607,102.1769231
223,183608,108.5807692
224,183609,114.1230769
225,183610,122.6730769
226,183611,129.6846154
227,183612,141.3192308
228,183701,151.4153846
229,183702,160.4576923
230,183703,168.6076923
231,183704,175.9
232,183705,181.8
233,183706,187.9923077
234,183707,195.6307692
235,183708,202.1038462
236,183709,204.4423077
237,183710,208.5846154
238,183711,208.9846154
239,183712,211.1961538
240,183801,214.0730769
241,183802,214.5346154
242,183803,217.8769231
243,183804,219.0961538
244,183805,221.6230769
245,183806,218.5307692
246,183807,218.3269231
247,183808,215.3807692
248,183809,212.6153846
249,183810,211.5346154
250,183811,210.4076923
251,183812,206.7153846
252,183901,205.7307692
253,183902,199.0769231
254,183903,192.0038462
255,183904,184.7076923
256,183905,179.5269231
257,183906,174.1769231
258,183907,172.4538462
259,183908,170.7384615
260,183909,168.8115385
261,183910,166.0423077
262,183911,164.2846154
263,183912,160.4384615
264,184001,158.7846154
265,184002,156.0923077
266,184003,151.1461538
267,184004,149.9346154
268,184005,145.3538462
269,184006,140.3461538
270,184007,135.4076923
271,184008,133.0538462
272,184009,130.8576923
273,184010,129.3346154
274,184011,128.0923077
275,184012,125.7076923
276,184101,122.2807692
277,184102,119.0884615
278,184103,114.2307692
279,184104,110.2346154
280,184105,109.5769231
281,184106,109.1884615
282,184107,107.7192308
283,184108,106.7269231
284,184109,103.6346154
285,184110,97.04230769
286,184111,89.80384615
287,184112,86.46923077
288,184201,83.36538462
289,184202,80.69615385
290,184203,76.88076923
291,184204,72.98846154
292,184205,70.23846154
293,184206,67.33076923
294,184207,63.7
295,184208,62.29615385
296,184209,59.58846154
297,184210,58.32307692
298,184211,56.17692308
299,184212,53.77692308
300,184301,51.15384615
301,184302,47.93846154
302,184303,46.93076923
303,184304,45.61923077
304,184305,45.06153846
305,184306,43.16538462
306,184307,39.45384615
307,184308,36.63846154
308,184309,34.92692308
309,184310,32.75384615
310,184311,31.63076923
311,184312,30.62307692
312,184401,29.96153846
313,184402,28.41153846
314,184403,27.96923077
315,184404,27.88461538
316,184405,27.23076923
317,184406,25.74230769
318,184407,25.50384615
319,184408,25.71538462
320,184409,25.35384615
321,184410,25.02692308
322,184411,24.53846154
323,184412,23.48076923
324,184501,22.53076923
325,184502,24.20384615
326,184503,26.12307692
327,184504,29.55
328,184505,32.08076923
329,184506,33.46538462
330,184507,34.07692308
331,184508,35.47307692
332,184509,36.75769231
333,184510,38.61153846
334,184511,40.87307692
335,184512,44.35769231
336,184601,45.62307692
337,184602,48.07307692
338,184603,51.56538462
339,184604,55.06538462
340,184605,58.04230769
341,184606,60.88076923
342,184607,63.12307692
343,184608,66.39615385
344,184609,71.91153846
345,184610,73.97692308
346,184611,77.4
347,184612,80.21538462
348,184701,83.54230769
349,184702,85.03846154
350,184703,88.89230769
351,184704,88.96153846
352,184705,91.02307692
353,184706,92.83846154
354,184707,93.12307692
355,184708,100.1423077
356,184709,108.4961538
357,184710,117.9846154
358,184711,124.9923077
359,184712,129.4076923
360,184801,137.0807692
361,184802,140.4230769
362,184803,144.9076923
363,184804,148.5115385
364,184805,150.9730769
365,184806,154.7961538
366,184807,159.8769231
367,184808,164.2038462
368,184809,167.6576923
369,184810,172.6307692
370,184811,173.1076923
371,184812,179.7384615
372,184901,187.3423077
373,184902,192.7730769
374,184903,195.7846154
375,184904,200.3923077
376,184905,200.7846154
377,184906,203.8461538
378,184907,204.7115385
379,184908,204.1884615
380,184909,207.6846154
381,184910,203.8923077
382,184911,200.8153846
383,184912,196.3423077
384,185001,193.1384615
385,185002,192.6461538
386,185003,188.4769231
387,185004,184.5307692
388,185005,182.0615385
389,185006,180.3076923
390,185007,176.6076923
391,185008,172.8423077
392,185009,170.2153846
393,185010,166.9076923
394,185011,164.4769231
395,185012,160.45
396,185101,158.6230769
397,185102,156.0961538
398,185103,149.3461538
399,185104,143.8461538
400,185105,141.3923077
401,185106,138.5192308
402,185107,135.2653846
403,185108,133.5269231
404,185109,132.7846154
405,185110,132.4038462
406,185111,129.2807692
407,185112,129.2730769
408,185201,127.0307692
409,185202,124.7961538
410,185203,123.5653846
411,185204,121.8153846
412,185205,119.7961538
413,185206,119.9961538
414,185207,118.5730769
415,185208,116.3538462
