predict_data,mse,rmse,mape,smooth,skip,result_corr
53.712067 22.700779 57.17791  61.710136 30.503527 70.28727  37.98552 62.425724 39.219967 35.761433 22.977772 61.02813 ,335.51538,18.31707893904961,0.3870494,rolling24,6,-0.10696725913615879
54.61184  30.622406 45.670177 54.19277  46.169178 88.60178  42.428913 71.385414 37.57779  26.080229 32.18499  53.505306,358.0638,18.92257414454649,0.2840869,rolling24,6,-0.05904461482843014
64.50425  29.916813 49.450943 61.225174 61.586754 68.856636 53.25511 61.790066 27.27979  31.567795 34.31399  55.249256,340.48917,18.45234852965241,0.22886987,rolling24,6,-0.2932456878055045
52.769234 45.84009  49.299305 61.466007 59.288136 71.270355 60.81399 60.018036 36.258816 48.502087 46.000587 60.643044,131.68471,11.47539575097964,0.1472158,rolling24,6,0.2572097335970207
74.779884 40.852814 51.48999  54.052753 57.874134 72.216255 53.966946 51.34158  29.844198 26.885412 31.175274 64.726944,257.47873,16.04614375007425,0.23377287,rolling24,6,0.42648328560297266
69.44516  46.28311  51.053337 57.54965  67.14376  74.08198  58.65827 52.954037 23.626003 25.291357 30.51421  66.81575 ,278.67404,16.69353293188853,0.2458146,rolling24,6,0.39595323522041603
69.15436  37.12047  54.941833 56.228634 63.281555 77.53396  58.074802 60.603313 22.902782 16.081896 28.749437 67.130554,430.29733,20.74360944396302,0.27088332,rolling24,6,-0.3987058992957446
69.73021  32.764057 56.47637  50.79644  55.467495 85.01484  60.218327 64.49191  27.631964 13.124941 23.58252  65.99407 ,614.8901,24.79697714810404,0.2824377,rolling24,6,-0.3153828705979457
78.1193    31.425945  59.09024   49.784603  56.352768  94.17943 63.725178  60.644703  32.346916  15.0307455 27.574463  69.24087  ,749.5546,27.37799529667656,0.3182337,rolling24,6,-0.27598691481596616
86.46492  39.068497 60.862522 47.242554 66.182205 95.22013  69.40553 52.275196 35.73396  20.807213 34.82811  72.19672 ,780.78424,27.942516721345203,0.31447086,rolling24,6,-0.36512835232527924
87.57767  41.161198 58.774113 49.60643  66.9608   90.9658   73.436874 49.32547  39.871075 26.965433 36.52892  70.40976 ,797.7515,28.24449549697969,0.31250027,rolling24,6,-0.3284294000960559
84.82572  43.108692 55.064747 49.283745 67.92784  90.71989  75.041275 49.768    41.09413  29.049335 36.438534 66.21099 ,974.64844,31.219359979025835,0.32782567,rolling24,6,-0.3672909914690222
83.85809  42.26078  52.88083  46.041275 66.76943  89.541824 74.29775 48.08456  42.165398 25.832561 34.83627  64.452034,1420.3156,37.68707406734851,0.36562598,rolling24,6,-0.3783601971200964
80.27079  44.084446 56.4614   65.45311  69.04533  98.79923  62.0078 58.137917 42.085274 28.675318 41.49184  62.140793,1450.8639,38.09020729270927,0.36902666,rolling24,6,-0.24609806699575248
78.81301  43.58474  63.473293 70.7352   80.880844 73.80814  55.74034 62.046776 27.31384  35.854996 38.095333 62.17384 ,1664.5111,40.79842041548224,0.38865018,rolling24,6,-0.4816961006456374
65.469604 59.043373 54.59543  63.858917 71.39013  75.253876 64.25614 49.10624  35.634274 47.815327 66.20276  61.88819 ,1496.1088,38.67956520759298,0.3832197,rolling24,6,-0.22911237079663155
71.82731  50.657738 46.73849  41.6521   66.97692  81.25894  66.256584 53.634438 52.12303  44.2226   41.949787 59.984932,1993.4058,44.64757285361378,0.43089914,rolling24,6,-0.17193137953534413
62.582844 43.89788  62.966904 74.849045 62.32677  89.72289  59.309944 61.977398 53.134712 41.849632 40.219643 57.578144,2028.8188,45.04241165453122,0.41876474,rolling24,6,-0.3932024289895371
69.80913  61.56198  62.767635 72.414734 84.929184 84.2573   50.608593 53.49503  31.83893  38.46706  66.36796  74.22595 ,2077.4197,45.578719571027605,0.40356246,rolling24,6,-0.2143281822621696
67.16956  63.92238  45.85619  73.708534 92.679146 67.67548  60.81438 46.15694  30.703678 58.28422  88.869965 73.53244 ,2377.5645,48.76027535940501,0.41491613,rolling24,6,-0.019825602751888792
61.692272 20.510307 49.087105 62.38504  62.034313 63.518654 63.6177 60.838264 60.667007 50.639797 45.128376 62.291782,3401.1318,58.31922355396632,0.5089686,rolling24,6,0.40006511144858586
75.052246 38.708496 71.10354  65.820816 67.873924 88.06055  59.878635 50.000668 69.70961  39.842403 70.713715 72.704285,2478.192,49.78144126611091,0.42668536,rolling24,6,-0.11038333509824615
67.5574   65.8141   55.809242 63.359295 82.32621  62.79375  50.59026 39.69265  44.25959  46.665092 59.744972 77.08951 ,2782.8418,52.75264729731581,0.46154714,rolling24,6,-0.19296420570951583
62.086544 41.76327  53.030094 85.30627  79.724815 71.34685  59.69529 51.454544 41.621197 44.78708  74.31423  74.966606,2325.9146,48.22773632238248,0.42610797,rolling24,6,0.0035538901218525737
78.60687  23.623943 64.7636   73.80058  72.552    62.17183  54.432766 57.26718  51.755825 54.331074 72.96701  84.35194 ,2120.3093,46.04681667794067,0.4101639,rolling24,6,0.18790015348318362
67.027084 46.605156 60.453575 69.64371  50.141506 69.14455  57.232758 53.91426  55.425896 52.328167 56.81138  66.58085 ,2467.0652,49.669559949197,0.4548904,rolling24,6,-0.07539461236980138
80.03205  44.33767  56.98601  67.21687  73.55074  76.63015  49.051086 62.573406 43.50698  28.827497 62.9421   66.85746 ,2619.4565,51.18062663712462,0.45219895,rolling24,6,-0.018651749306761792
64.64742  50.008682 66.91595  84.50567  71.4636   62.612137 48.82107 56.006237 50.295776 53.82012  72.83783  74.176636,2087.2317,45.68623085190028,0.41426742,rolling24,6,0.5147053894937085
78.54033  39.397182 73.53918  75.77624  71.82889  55.79527  52.285053 53.938133 57.217575 60.849483 80.370804 78.04748 ,2378.4963,48.76983020157672,0.42024812,rolling24,6,0.20191713893002072
68.92428  46.726254 65.59802  74.6705   56.15116  60.49166  47.025246 49.94848  62.9022   63.81419  68.172806 74.93827 ,3861.7063,62.14262867652224,0.49737254,rolling24,6,0.16929992179083833
71.06895  51.07326  59.935467 81.53939  76.68058  81.29255  56.214176 56.968918 49.22747  64.560905 75.74305  75.21648 ,4623.9634,67.9997307267187,0.50059587,rolling24,6,0.10165217858412869
73.40725  56.626972 48.816784 77.17868  85.503746 68.78903  60.11528 51.53835  40.09535  60.22509  85.94716  73.729004,6271.0977,79.19026238275764,0.5431258,rolling24,6,-0.06054136939676107
69.12164  42.983818 51.040638 74.49841  67.17347  59.792618 62.62942 51.476894 63.637623 55.883163 66.579346 71.315994,7206.397,84.89049989637385,0.57854056,rolling24,6,-0.1933543066321064
82.57785  55.33459  48.095665 62.630413 77.40409  77.033325 73.801865 52.425488 49.35372  45.01684  74.09827  62.918777,6142.515,78.37419943271351,0.54983526,rolling24,6,0.19974507345648138
71.29033  58.575706 51.23514  54.837307 78.002235 67.744934 79.87901 41.203438 48.613647 34.47374  61.165215 56.800808,6008.401,77.51387539599764,0.5663769,rolling24,6,0.31180130052757404
74.74063  62.99714  54.822536 42.985382 78.97324  72.35669  87.28487 43.282734 63.25581  44.774704 70.99686  62.230946,4786.0493,69.18127865547333,0.51717025,rolling24,6,0.010781769348055024
63.04204  55.46637  56.16735  54.02534  64.61956  63.439373 75.11147 47.137573 59.409973 32.92569  46.446507 58.96966 ,5202.563,72.12879444633225,0.5592764,rolling24,6,0.395986654188493
64.39321  62.305172 68.26709  65.95683  68.76678  73.831085 63.233597 42.304188 61.431667 34.39704  72.36699  70.844376,3889.61,62.36673879097636,0.49562654,rolling24,6,0.12125150291844772
73.07289  68.23502  64.23328  64.69617  77.684105 65.18738  56.9081 36.840027 48.021515 43.23874  75.1283   75.68704 ,2950.6223,54.319631022799896,0.45715785,rolling24,6,0.21574425267699524
69.289345 48.981018 62.015648 85.961586 74.24328  62.47225  57.44891 54.432583 51.317745 57.874855 75.79877  76.828636,1494.9501,38.6645842243543,0.3428942,rolling24,6,-0.07262058258395293
74.97158  43.560802 62.93013  81.00094  80.196335 64.635345 58.53831 64.91201  49.10516  52.218433 80.64933  77.030815,528.6066,22.991446853514216,0.2365849,rolling24,6,-0.06593520512643705
77.99516  38.67714  65.57995  74.782005 72.160904 55.641243 52.175564 53.028435 50.238297 58.565796 82.372765 80.8887  ,229.6062,15.1527621631132,0.17528544,rolling24,6,-0.012976528785903399
72.05577  40.83065  65.54842  67.00406  58.397514 61.639355 57.951866 51.521317 60.974594 63.059814 69.3028   71.68256 ,67.19228,8.197089948900835,0.10272598,rolling24,6,0.45374778545172867
76.54534  46.15636  62.3237   52.41161  66.97563  65.98361  60.927258 45.78691  57.03883  48.772408 68.59695  62.656395,132.42891,11.507776036305096,0.14846267,rolling24,6,-0.046493005759627955
61.78697  40.310375 63.672176 56.844685 44.707134 62.9158   60.322697 44.40947  69.79353  51.75976  37.55122  56.78781 ,507.19107,22.52090296938914,0.25339,rolling24,6,-0.11875407694375123
61.728985 55.85057  69.10994  66.13464  59.940857 88.11015  59.594135 44.244526 67.21565  44.640327 61.700977 62.488358,690.2541,26.27268713617753,0.2700295,rolling24,6,-0.20560331830375456
67.0969   55.90581  61.428932 63.79634  67.55737  65.38833  49.971466 42.206455 52.839558 42.488327 56.212845 64.65741 ,1746.585,41.79216387000678,0.39877605,rolling24,6,-0.42661177878771983
63.19882  33.088528 57.76952  76.05235  66.25858  57.45045  58.12177 51.49989  50.250954 62.41024  62.993683 61.728592,2976.7415,54.55952213022146,0.47397783,rolling24,6,0.12883594523637895
59.545486 46.752632 48.310078 54.267708 54.05388  57.227913 59.200386 49.330055 58.032894 58.467037 52.8073   57.29528 ,5567.2856,74.61424558709449,0.5729349,rolling24,6,0.2993929454416273
58.26626  49.619175 52.73242  62.932182 53.802155 62.27961  60.363934 54.01762  63.997955 45.72453  39.857864 55.142212,8030.6953,89.61414683240588,0.6170514,rolling24,6,-0.13177682357735648
57.034473 65.665886 60.001457 67.358284 66.36419  69.227615 50.508743 46.61314  53.8836   31.945717 64.25975  61.825905,9970.239,99.85108541128884,0.62823874,rolling24,6,-0.2998837660178167
70.748634 67.487724 50.305252 59.79992  82.22598  47.763885 60.487984 33.9198   43.210842 53.712757 79.198746 73.4323  ,13449.012,115.9698741861437,0.6524975,rolling24,6,-0.06775290727196692
53.800068 55.935173 45.918472 75.409904 62.155033 41.56969  62.741535 47.62604  63.802288 66.40744  71.90894  68.71677 ,17665.236,132.91063286330782,0.6896319,rolling24,6,0.3102275796248887
70.99705  49.734444 46.854324 64.829544 64.67463  64.17904  61.948513 64.88853  51.7076   35.23181  54.48239  57.76556 ,19158.334,138.41363366509458,0.7070666,rolling24,6,0.3235635132307721
73.79534  69.49554  58.692944 80.08976  94.023384 67.5467   62.269974 55.19272  33.308037 40.89619  92.51179  70.09621 ,12768.438,112.99751535570373,0.6223526,rolling24,6,0.17717412273080146
66.80931  66.434166 59.45345  76.179756 81.02247  47.731495 63.75692 64.4882   46.541943 53.432144 81.86317  69.7025  ,6429.597,80.18476892757596,0.5214485,rolling24,6,0.05618029173351142
76.807274 51.2424   67.06915  78.41807  82.1484   51.983044 62.73574 61.703224 51.089016 46.71981  97.28251  76.591675,1718.2603,41.4519028984949,0.3687291,rolling24,6,-0.03249151885533755
75.53502  54.930126 68.38876  70.71975  77.308754 46.171543 57.81761 50.075027 54.03034  54.610477 94.9829   79.44444 ,302.15176,17.382513164557523,0.20751362,rolling24,6,0.0860798904127523
70.09065  47.510193 69.766106 69.49295  64.74029  54.710697 56.81375 50.006058 61.61233  59.87352  83.334206 73.495605,100.96469,10.048118787221286,0.13682106,rolling24,6,0.5308115009565115
74.34384  38.174908 78.50929  71.4534   64.37278  55.02684  54.27181 49.172295 67.33903  58.822754 73.195145 75.22544 ,174.45042,13.207968208408738,0.18375836,rolling24,6,0.25600564085960453
53.43836  62.703697 57.430305 56.362247 52.958996 68.91663  55.759464 36.1926   58.065063 56.985348 72.25044  72.81968 ,1229.3278,35.061770616856506,0.32138893,rolling24,6,0.31013325867912417
75.025215 27.255398 62.162148 74.25865  71.58105  87.453094 60.879932 58.379204 54.668167 42.453926 68.62192  66.889145,3306.041,57.49818271584764,0.4557033,rolling24,6,0.024013898388722286
68.96189  11.617686 68.89375  65.94791  55.338272 58.56505  55.17625 62.143482 55.776665 54.467327 46.733486 79.19689 ,6046.182,77.75719985252974,0.57246655,rolling24,6,0.2050924533005323
