predict_data,mse,rmse,mape,smooth,skip,result_corr
25.015625 46.727528 44.073547 41.2539   29.843344 49.48817  33.168842 46.82254  27.440187 24.751284 81.79528  77.93172 ,832.2005,28.847885546228188,0.31865308,rolling8,12,0.3324855810782915
39.083263 25.507381 51.715065 33.868702 28.28995  49.81638  54.112404 52.129684 28.296879 38.25103  45.044445 33.920383,540.17554,23.241676727580888,0.29651076,rolling8,12,-0.2053975115959945
56.834583  59.62129   38.146004  47.411205  36.598263  85.04474 85.925514  59.2833     6.5599732 31.144888  87.58064   34.73355  ,618.8718,24.877134605333367,0.37128237,rolling8,12,-0.11693565622126133
46.63376   47.489964  49.27622   38.018097  12.0123415 70.6533 69.98806   68.49419    7.1306014 28.750572  97.38759   59.97285  ,714.0616,26.721930777409334,0.381562,rolling8,12,0.1587007632630524
56.368946  30.106924  51.08689   23.888308  -2.7164843 82.59401 73.56097   67.04079   21.444096  17.623444  66.87833   51.77528  ,1818.4243,42.642986720048704,0.43959177,rolling8,12,0.04228874292346595
45.478783 28.431347 53.484085 29.071117 -1.936477 80.46237  61.42068 62.083176 13.414378 19.60984  69.451385 36.95935 ,1901.9325,43.61115104095726,0.47572026,rolling8,12,-0.1692133125394953
43.117687  34.979862  51.3196    21.921282  -0.8799823 71.30616 66.095695  62.944073  27.861885  19.303509  60.747536  51.832027 ,3976.0437,63.05587761003628,0.5818766,rolling8,12,0.1506523229388245
36.540634 19.136843 58.054615 18.96836  11.693551 66.29562  42.899086 58.895393 15.881703 26.942484 52.84491  29.577946,3166.9958,56.27606817830627,0.5797669,rolling8,12,-0.18381207140372716
27.57929   23.866806  44.312126  17.04335    6.3751388 73.86881 52.566208  83.252075  11.016957  16.396255  68.79049   77.63584  ,5568.3394,74.621306310388,0.63083416,rolling8,12,0.34845096368454986
50.879696  -1.1244686 55.418266   9.3441925 -1.360927  63.74454 58.217888  47.07225   41.244564  16.522675  48.448845  28.382124 ,4964.9834,70.46263831590115,0.64639646,rolling8,12,-0.2125807238763899
