predict_data,mse,rmse,mape,smooth,skip,result_corr
86.31169  77.557434 45.94881  52.737537 33.07357  57.48021  40.486404 40.288563 43.557594 56.03293  97.517944 34.721504,1197.1385,34.599690024690794,0.42760623,raw,6,-0.5365291482284719
70.21419  67.4603   21.702822 57.94806  33.322968 58.860226 10.926552 27.273724 64.10672  58.341213 66.908875 24.195976,834.25665,28.88350139494918,0.38356283,raw,6,0.21243740672956934
97.3611    58.08229   47.48348   81.50157   31.922834  24.24738 -1.8810163 61.216373  79.024895  71.57249   49.511555  32.238712 ,643.2406,25.362188402934347,0.41182688,raw,6,0.6116625665383097
112.82393   74.280945  65.193306  77.59736   44.403465  44.043617  39.178608  28.788832  90.70702   72.50498   94.0103    56.944942,816.2246,28.569644894100453,0.44852778,raw,6,-0.08221270125226775
 87.348274  102.56164    34.060043   61.667637   71.954704   45.730106   3.4651108  54.501286   63.401066   28.533937   72.07779    35.892826 ,848.04,29.121125974579755,0.40259102,raw,6,-0.3312657026994298
 92.43775   116.3976     -5.448796   55.65019    58.58464    56.055542   5.2067294  65.22804    74.9577     34.05174   113.13641    27.573513 ,1438.6478,37.929511295934695,0.5393423,raw,6,-0.08129010855840868
 91.411026 114.97456   15.0734    59.140697  47.06746   50.984215  29.340553  59.190075  75.64667   28.996702 118.77983   24.919817,1249.3556,35.34622456246653,0.4635639,raw,6,-0.024451024373812413
101.96253   98.99204   27.413933  58.348557  26.47226   48.722626  26.59966   67.61312   82.875565  36.380413 121.56976   34.751266,1414.4349,37.60897414877781,0.4489886,raw,6,-0.38530521388831507
 96.835625  108.281      10.617403   50.497696   38.803314   40.1157  37.597244   48.47844    74.33023     8.4653015 104.43205    33.36967  ,1900.4847,43.59454944383457,0.47457698,raw,6,-0.2732419852677652
111.66013   107.66222     1.6729891  60.90234    31.506493   39.218452   2.3870533  57.38117    86.05765    29.024248  104.94664    22.251997 ,2056.2861,45.34629127957985,0.52412593,raw,6,-0.009678720010419972
119.09939  101.89391   13.369209  53.239845  46.014507  43.361137  22.033016  59.22154   73.78092   22.367258 108.513245  28.240807,1677.6255,40.9588267444424,0.45156303,raw,6,0.10068527663018878
104.7067    98.54809   30.213316  54.598003  21.788725  38.759373  27.890377  63.010494  84.607185  28.415024 107.29504   36.414406,2714.7163,52.10293953889502,0.4773235,raw,6,-0.28465143650160973
98.50393  87.4181   14.394158 53.265068 29.67116  39.734444 19.718025 53.016293 74.39426  25.53289  91.83602  24.65592 ,4051.1338,63.64851757160177,0.5196106,raw,6,-0.0784072347326451
72.77837   70.50897   -2.2049656 42.29254   35.8358    62.71721 10.564073  50.74723   60.78882   -1.7736125 60.673195  22.01884  ,3634.826,60.28951756096888,0.55689496,raw,6,0.12876804988421922
 98.398834  98.3873   -12.57754   71.19545   27.818624  17.395357  20.504547  96.99148   53.613304  39.926983  83.61128   36.35924 ,2354.1558,48.519643050199264,0.4886961,raw,6,0.16361778015578374
101.60999   64.17692   35.802578  71.257126  -7.629414  21.999445  45.48704   56.49254  101.80337   44.911503 131.19344   54.254917,3495.4285,59.12214869908632,0.47801518,raw,6,0.03627224728929189
