id,predict_data,mse,rmse,norm_corr
0,"[ 7.44385862e+00  4.88812208e+00  8.05643368e+00  1.19574051e+01
  1.22922134e+01  1.57198915e+01  1.59125118e+01  1.94946289e+01
  2.60487022e+01  3.05492172e+01  3.64917946e+01  4.12293015e+01
  4.46377869e+01  4.85961876e+01  5.45675316e+01  6.14838982e+01
  6.32255516e+01  6.69495163e+01  7.25041885e+01  7.77092590e+01
  8.28110733e+01  8.79865723e+01  9.47404404e+01  9.92421875e+01
  1.03378067e+02  1.07777977e+02  1.13152885e+02  1.15294739e+02
  1.20214607e+02  1.25820221e+02  1.29502228e+02  1.33371460e+02
  1.36801208e+02  1.38593018e+02  1.41328079e+02  1.43375931e+02
  1.45783951e+02  1.44889206e+02  1.45068466e+02  1.45674164e+02
  1.46430862e+02  1.47255814e+02  1.46784500e+02  1.45206467e+02
  1.44963959e+02  1.46118011e+02  1.44025757e+02  1.39785736e+02
  1.41097534e+02  1.41307144e+02  1.40249298e+02  1.41713058e+02
  1.42979752e+02  1.44450867e+02  1.45083603e+02  1.45461029e+02
  1.45557999e+02  1.45501404e+02  1.44719879e+02  1.42650803e+02
  1.39804276e+02  1.35063675e+02  1.32975693e+02  1.31218582e+02
  1.30177185e+02  1.28525375e+02  1.27839050e+02  1.27376953e+02
  1.25570831e+02  1.23464081e+02  1.21191452e+02  1.17642197e+02
  1.12418228e+02  1.07025650e+02  1.01903046e+02  9.73732910e+01
  9.48199997e+01  9.14373093e+01  8.83389282e+01  8.46526260e+01
  8.15639191e+01  7.88523865e+01  7.44752121e+01  7.04021149e+01
  6.78617554e+01  6.38012657e+01  6.03135796e+01  5.77456436e+01
  5.33025932e+01  4.99753494e+01  4.61335869e+01  4.24889374e+01
  3.83349152e+01  3.66479416e+01  3.34944000e+01  2.86083889e+01
  2.62643776e+01  2.18756104e+01  1.62712517e+01  1.35745811e+01
  1.12751455e+01  8.07920456e+00  6.27005053e+00  6.57617188e+00
  4.35077810e+00  3.79546523e+00  4.91201639e+00  4.46789694e+00
  2.99958706e+00  1.89800668e+00  2.07804330e-02 -3.65958667e+00
 -3.92648482e+00 -4.13612509e+00 -5.37647247e+00 -2.83212781e+00
 -4.98450994e-01  2.42981128e-02  2.80136466e+00  4.88473988e+00]",2524.178557,50.24120377,0.0
1,"[-4.40301466e+00 -8.68202972e+00 -6.01006985e+00 -3.21688771e+00
 -4.33352184e+00 -1.36833620e+00 -1.98580921e+00  1.31322980e-01
  6.30767441e+00  1.01213684e+01  1.49680977e+01  1.88832970e+01
  2.14009933e+01  2.42115383e+01  2.95078278e+01  3.61180611e+01
  3.71356468e+01  4.00511208e+01  4.47849960e+01  4.90517044e+01
  5.37506676e+01  5.84113350e+01  6.47681503e+01  6.87293167e+01
  7.20263748e+01  7.59586258e+01  8.07188263e+01  8.17429733e+01
  8.61733017e+01  9.14276962e+01  9.43413315e+01  9.79734955e+01
  1.00971382e+02  1.02305840e+02  1.04641235e+02  1.06425621e+02
  1.08758308e+02  1.07480095e+02  1.07281281e+02  1.07963348e+02
  1.08373863e+02  1.08932465e+02  1.08909973e+02  1.07392021e+02
  1.07372093e+02  1.09468613e+02  1.08185837e+02  1.04552887e+02
  1.07451385e+02  1.09022629e+02  1.09005005e+02  1.11861549e+02
  1.14402145e+02  1.17248940e+02  1.19367737e+02  1.21046913e+02
  1.22700409e+02  1.24180313e+02  1.24672325e+02  1.23820709e+02
  1.22056854e+02  1.18193924e+02  1.17254196e+02  1.16994804e+02
  1.17454521e+02  1.17346695e+02  1.17902573e+02  1.18578728e+02
  1.17750206e+02  1.16761238e+02  1.15468788e+02  1.12557320e+02
  1.07810371e+02  1.02634926e+02  9.75942154e+01  9.38729477e+01
  9.20322113e+01  8.90691910e+01  8.71007538e+01  8.40570068e+01
  8.21013870e+01  8.02947998e+01  7.61602631e+01  7.20569153e+01
  7.01155243e+01  6.59563904e+01  6.20437202e+01  6.01390038e+01
  5.54979401e+01  5.12978287e+01  4.77959061e+01  4.41221390e+01
  3.93298035e+01  3.79073486e+01  3.45672798e+01  2.88251839e+01
  2.65525265e+01  2.19668732e+01  1.57275276e+01  1.28790674e+01
  1.08624582e+01  7.20443392e+00  4.96608829e+00  5.68994379e+00
  2.87838650e+00  1.78289771e+00  3.35975361e+00  2.80007124e+00
  7.02135444e-01 -1.07883632e-01 -2.22384024e+00 -7.15725327e+00
 -7.55632830e+00 -7.92906713e+00 -1.03564062e+01 -8.24423409e+00
 -6.46631098e+00 -7.32220840e+00 -5.37564230e+00 -3.79493666e+00]",827.5434128,28.76705429,0.9995023409486802
2,"[ -9.9189205 -13.923595  -11.320906   -8.761398   -9.667408   -6.7652
  -7.2469254  -5.171206    0.9835367   4.3987145   9.2588415  13.223102
  15.560445   18.045927   23.056978   29.412695   30.11094    32.726307
  37.01598    40.685307   44.927456   49.56888    55.419052   58.89472
  62.22446    65.980484   70.44643    71.60915    75.64458    80.597084
  83.58933    87.06483    89.65227    90.893234   93.159386   94.62326
  97.30725    96.44004    96.02885    96.99359    97.822014   97.88733
  98.13437    96.98448    96.642296   98.769875   98.08783    94.23809
  97.05235    98.67593    98.02667   100.743324  103.05031   105.24951
 107.15605   108.64401   109.66815   111.05583   111.89938   110.77229
 108.73164   105.38994   104.22183   104.09945   105.162605  105.1123
 105.7431    106.85738   106.331505  105.68179   105.00538   102.669266
  98.59841    94.44465    90.011696   86.91652    86.27512    84.08315
  82.577385   80.39232    79.36445    77.772095   74.53407    71.246284
  69.48198    66.095634   63.030426   61.41876    57.53538    54.275997
  51.26405    48.347538   44.499832   43.165802   40.213985   35.192154
  33.099964   28.912601   23.354628   20.601835   18.722687   15.417985
  13.028121   13.483322   10.782614    9.189847   10.07265     9.301146
   6.806521    5.356581    2.9369328  -2.306639   -3.2790217  -4.191263
  -7.052933   -5.493653   -4.5596757  -6.1912284  -5.0183597  -4.1818376]",330.2346771,18.17236025,0.9991565200243724
3,"[-7.51685190e+00 -1.00904388e+01 -7.33519554e+00 -4.18993473e+00
 -3.86199975e+00 -9.16818917e-01 -6.19100809e-01  2.39651227e+00
  8.58098316e+00  1.20089293e+01  1.77491455e+01  2.22026672e+01
  2.49189301e+01  2.77711849e+01  3.27530289e+01  3.89717445e+01
  3.96594467e+01  4.21996307e+01  4.62608795e+01  4.96855965e+01
  5.33314743e+01  5.81345024e+01  6.34368629e+01  6.63078003e+01
  6.99742661e+01  7.36479416e+01  7.79129486e+01  7.97637482e+01
  8.34487686e+01  8.80139008e+01  9.13935928e+01  9.46475830e+01
  9.67141495e+01  9.79153366e+01  1.00128937e+02  1.01117126e+02
  1.04233940e+02  1.04049095e+02  1.03392029e+02  1.04671234e+02
  1.06302437e+02  1.05831238e+02  1.06130486e+02  1.05421127e+02
  1.04585594e+02  1.06289734e+02  1.05914284e+02  1.01523888e+02
  1.03382286e+02  1.04287796e+02  1.02285637e+02  1.04069717e+02
  1.05502670e+02  1.06340508e+02  1.07100693e+02  1.07813850e+02
  1.07345177e+02  1.07675362e+02  1.08320374e+02  1.06382874e+02
  1.03243568e+02  1.00075424e+02  9.81222534e+01  9.71113968e+01
  9.78318100e+01  9.68977890e+01  9.67294006e+01  9.75749664e+01
  9.68620605e+01  9.57952881e+01  9.50263748e+01  9.30605850e+01
  8.95250244e+01  8.62188339e+01  8.24373093e+01  7.95490646e+01
  7.96500626e+01  7.81236343e+01  7.65421753e+01  7.48027344e+01
  7.40960388e+01  7.22533951e+01  6.98954010e+01  6.76620712e+01
  6.58518219e+01  6.34540825e+01  6.16538277e+01  6.00354500e+01
  5.71732368e+01  5.56358414e+01  5.30379753e+01  5.10919380e+01
  4.88745270e+01  4.74990883e+01  4.52808304e+01  4.17237167e+01
  3.97437744e+01  3.62832260e+01  3.20553322e+01  2.94532146e+01
  2.76528568e+01  2.50696259e+01  2.26580486e+01  2.25192451e+01
  2.03248158e+01  1.83617973e+01  1.80262947e+01  1.71033726e+01
  1.44632473e+01  1.19800625e+01  9.43688011e+00  4.55857468e+00
  2.96051669e+00  1.58468854e+00 -1.07638609e+00  6.69254065e-02
  4.69094545e-01 -1.20689869e+00 -5.49870312e-01 -1.81820467e-01]",233.4772959,15.27996387,0.9991568129039039
4,"[ -3.8342648   -5.1804175   -2.3905475    1.8085965    3.5296292
   6.3500266    7.4403195   11.746301    17.744953    21.593163
  28.861464    33.820667    37.17864     40.96097     46.202557
  52.645332    53.68268     56.167545    60.059216    63.74792
  66.7869      71.71911     76.761284    78.89719     82.60393
  86.18481     90.10392     92.31955     95.79412     99.78837
 103.336945   106.273636   107.51675    108.44447    110.22197
 110.410706   113.75184    113.83004    112.50254    113.999825
 116.18165    115.17295    115.34493    114.69477    113.434105
 114.933044   114.493774   109.69831    111.00495    111.22603
 108.251785   109.39298    110.51722    110.951065   110.79402
 111.39713    110.30361    109.61004    110.09837    108.08628
 103.79167    100.52179     98.40943     96.1523      95.883064
  94.155205    92.9018      92.98073     92.06936     90.10344
  88.31863     86.58231     83.1722      79.4807      75.977806
  72.90929     72.53942     71.36354     69.79981     67.712204
  66.80741     64.913765    62.888824    61.447742    59.885952
  58.06365     57.10001     55.594364    53.338924    53.04953
  50.804905    49.62722     48.720863    47.448643    46.170746
  43.71698     41.651268    38.970192    35.80873     33.2186
  31.624195    29.51581     26.978096    26.329042    24.367168
  22.125166    20.7426      19.697533    16.985       13.618607
  11.187007     6.681147     4.6848483    3.1980495    0.81771195
   1.6481029    2.2307837    1.0022395    1.297825     1.8096889 ]",270.2495208,16.43926765,0.9993166336018575
5,"[ -2.1480682   -2.9205155   -0.23440214   4.7218037    7.2213535
   9.754245    11.191031    16.26475     21.892181    26.055319
  34.329838    39.42587     43.137512    47.56996     52.931175
  59.55806     60.81942     63.117317    66.8377      70.78093
  73.3644      78.25624     83.23275     84.79956     88.328255
  91.77869     95.37188     97.63088    101.07012    104.634384
 108.161064   110.920784   111.62741    112.38141    113.86293
 113.57096    117.01747    117.152725   115.41869    117.06002
 119.63573    118.54958    118.66382    118.068184   116.795784
 118.37744    117.85148    113.100006   114.37882    114.35583
 111.17497    112.190956   113.50301    114.276054   113.81512
 114.741844   113.80495    112.64534    113.11283    111.41777
 106.53023    103.10091    101.15222     98.0949      96.98132
  94.81256     92.86879     92.2905      91.22302     88.53227
  85.76445     84.00325     80.46997     75.99809     72.39373
  69.014885    67.809135    66.58319     64.99724     62.28667
  60.91469     58.985302    56.813297    55.589424    54.200985
  52.446564    51.64659     50.16877     48.029865    48.1853
  46.00812     45.101448    44.753204    43.51074     42.796684
  40.78631     38.532093    36.26977     33.579082    30.876995
  29.410389    27.473713    24.7836      23.884275    22.011297
  19.659044    17.798868    16.771563    14.087948    10.320469
   8.103103     3.8643332    1.7902303    0.48568228  -1.6437901
  -0.87049043   0.18689358  -0.51305485  -0.29267326   0.5869041 ]",229.0447556,15.13422465,0.9994663139839313
6,"[  2.7985287    2.2048795    4.8221645   10.14341     12.817436
  15.018759    16.42973     21.637724    26.82756     31.107416
  39.58828     44.495735    48.210983    52.764423    57.96415
  64.52283     65.61572     67.56359     71.04336     74.933716
  77.1242      81.708435    86.49906     87.59245     90.73642
  93.86633     97.12819     99.12365    102.4177     105.59244
 108.80391    111.31936    111.76915    112.3272     113.632515
 113.164665   116.41593    116.387      114.52711    116.03067
 118.7768     117.90873    117.85275    117.301056   116.22483
 117.812325   117.083374   112.547165   113.82322    113.70175
 110.71701    111.79722    113.35748    114.60983    114.17585
 115.4204     114.847824   113.624664   114.05939    112.64459
 107.7097     104.19062    102.4111      99.0723      97.4334
  95.03762     92.918106    92.03774     90.87114     87.84998
  84.61884     82.72569     79.08427     74.099144    70.30124
  66.67414     64.82559     63.34283     61.643627    58.439083
  56.47337     54.458466    51.990833    50.599834    49.26522
  47.360233    46.354275    44.835796    42.5984      42.75027
  40.455368    39.44071     39.13514     37.90323     37.37642
  35.42647     33.092194    30.956621    28.375427    25.649462
  24.236061    22.361729    19.698984    18.865446    17.163824
  14.988645    13.233418    12.42884      9.975859     6.3475575
   4.4453053    0.546903    -1.2349746   -2.1308205   -3.8881397
  -2.7792273   -1.1158584   -1.2377275   -0.6887116    0.64237857]",151.8937226,12.32451713,0.9995884048767668
7,"[  7.612218     7.06346      9.688047    15.141418    17.755909
  19.703773    20.949118    26.011211    30.850357    35.129646
  43.46684     48.124943    51.695618    56.10855     61.065186
  67.46041     68.212265    69.798836    73.03146     76.69828
  78.568375    82.799835    87.34264     88.04546     90.7929
  93.54803     96.50329     98.15974    101.22926    104.043144
 106.86747    109.106804   109.404526   109.76171    110.94344
 110.40583    113.36067    113.10184    111.19854    112.44585
 115.239876   114.589226   114.31843    113.78754    112.85714
 114.35306    113.39721    109.01353    110.2273     110.034195
 107.24978    108.406975   110.13155    111.71353    111.39035
 112.82928    112.517624   111.37863    111.778366   110.49812
 105.72552    102.21089    100.53038     97.19577     95.32855
  92.833405    90.81386     89.91076     88.73029     85.65401
  82.375015    80.4126      76.7772      71.642975    67.748604
  64.02632     61.90648     60.23498     58.463226    55.037983
  52.636505    50.557213    47.908333    46.31822     45.009228
  42.985806    41.770546    40.235275    37.918976    37.994064
  35.58589     34.40037     34.02287     32.82599     32.338135
  30.35232     28.037716    25.920887    23.349697    20.679604
  19.284449    17.45266     14.897071    14.226991    12.703171
  10.76985      9.290177     8.730294     6.5309443    3.202109
   1.5674148   -2.0341566   -3.4470577   -3.9651268   -5.3906307
  -3.864578    -1.7195623   -1.3977318   -0.43980843   1.2286818 ]",105.5356568,10.27305489,0.9995546918999982
8,"[ 1.30432272e+01  1.25783281e+01  1.52625256e+01  2.07642250e+01
  2.33084602e+01  2.50612583e+01  2.61310844e+01  3.09865665e+01
  3.55384445e+01  3.97561417e+01  4.78614731e+01  5.23042717e+01
  5.56877823e+01  5.98646927e+01  6.45526657e+01  7.07293701e+01
  7.10574799e+01  7.22841492e+01  7.52362595e+01  7.85748672e+01
  8.01141510e+01  8.39777451e+01  8.81764450e+01  8.84744797e+01
  9.08315125e+01  9.31642990e+01  9.57939224e+01  9.70992279e+01
  9.98401566e+01  1.02247223e+02  1.04651215e+02  1.06541092e+02
  1.06653351e+02  1.06756760e+02  1.07782303e+02  1.07137329e+02
  1.09740005e+02  1.09226540e+02  1.07235825e+02  1.08156525e+02
  1.10935158e+02  1.10382156e+02  1.09836899e+02  1.09289124e+02
  1.08374191e+02  1.09658936e+02  1.08449379e+02  1.04076607e+02
  1.05091812e+02  1.04740494e+02  1.01997849e+02  1.03140251e+02
  1.04892639e+02  1.06588333e+02  1.06308449e+02  1.07807060e+02
  1.07559868e+02  1.06482010e+02  1.06828560e+02  1.05548126e+02
  1.00947998e+02  9.75129242e+01  9.58549194e+01  9.26014175e+01
  9.06454468e+01  8.80725174e+01  8.62431946e+01  8.54613342e+01
  8.43312454e+01  8.13348999e+01  7.82394638e+01  7.63254013e+01
  7.28362732e+01  6.78385391e+01  6.40011063e+01  6.03255844e+01
  5.82280273e+01  5.65191345e+01  5.47549400e+01  5.13420944e+01
  4.86765518e+01  4.65890770e+01  4.39507446e+01  4.22918777e+01
  4.10544052e+01  3.90646248e+01  3.78021011e+01  3.63278618e+01
  3.40752754e+01  3.42196388e+01  3.18004894e+01  3.05491524e+01
  3.02174244e+01  2.91230106e+01  2.87092781e+01  2.67837448e+01
  2.45890884e+01  2.25353565e+01  2.00559959e+01  1.75330715e+01
  1.61798840e+01  1.44537430e+01  1.20706091e+01  1.15815201e+01
  1.02656107e+01  8.58536530e+00  7.36667538e+00  7.03458881e+00
  5.08294487e+00  2.05080962e+00  6.39481366e-01 -2.66846609e+00
 -3.73224759e+00 -3.95077634e+00 -5.06934595e+00 -3.14100194e+00
 -6.40372932e-01  2.94632036e-02  1.36663163e+00  3.26355267e+00]",113.4942437,10.65336771,0.9995306600834117
9,"[ 30.325878    30.491758    33.403843    39.32869     42.068394
  43.488476    44.537247    49.327377    53.368813    57.663315
  65.577324    69.75264     73.01725     76.95742     81.184265
  86.919685    86.48866     87.11324     89.58836     92.37763
  93.20202     96.37377     99.805855    99.26695    100.94212
 102.47407    104.54421    105.33699    107.37101    108.96755
 110.58555    111.6889     111.40756    110.94071    111.608215
 110.68292    112.52785    111.56546    109.37254    109.59122
 112.409935   111.96771    110.740135   110.14233    109.17433
 109.800735   107.92996    103.40273    103.57768    102.54048
  99.55468    100.28802    101.74409    103.28713    102.63778
 103.921715   103.35881    101.96731    101.93092    100.36842
  95.75641     92.32333     90.427       86.87943     84.3204
  81.1498      79.30243     78.46367     77.1739      74.01405
  71.01261     69.069885    65.777664    60.98088     57.252155
  53.44816     51.160213    49.276558    47.23092     43.643635
  40.1491      37.819397    35.178368    33.45508     32.262444
  30.428179    29.233025    27.747616    25.714527    26.3093
  23.84299     22.515575    22.525835    21.61442     21.47762
  20.006351    18.08986     16.330992    14.346107    12.208388
  10.979709     9.65516      7.742267     7.586476     6.931313
   5.8773727    5.0708494    5.2991447    4.0022       1.4974282
   0.67541856  -1.727039    -2.0498266   -1.5888095   -1.7726028
   1.0931965    4.4615655    6.141985     8.387126    10.889254  ]",97.99466167,9.899225307,0.9995758013809609
