id,predict_data,mse,rmse,norm_corr
0,"[ 18.899035  19.03071   19.162968  20.177849  20.083551  19.566933
  21.018135  21.588268  21.264198  21.653107  21.959469  24.0235
  25.923132  27.529613  28.632654  29.688093  30.81678   32.52895
  33.705627  34.96739   37.519917  40.181137  42.7168    45.38991
  47.459442  50.751804  54.26367   57.614765  60.57177   63.878292
  66.15957   68.840454  72.48229   75.337326  78.48473   81.68731
  84.52968   88.03548   90.464676  92.07574   94.12247   96.92376
  99.84676  102.97197  105.99587  107.43217  110.00434  112.60631
 114.958984 117.118    118.215836 120.642525 123.33516  124.680786
 125.14731  124.27445  123.36878  123.48531  123.64861  123.14935
 122.05448  121.325874 120.81943  120.074554 118.010345 116.208275
 113.91633  111.96084  111.88891  110.67134  108.28737  106.35591
 105.17072  105.08826  103.634964 101.86043  100.26916   98.07246
  96.19541   95.361244  93.99162   91.46355   88.96213   87.24441
  85.28117   83.27878   79.83116   78.60825   76.62811   74.451035
  71.831894  68.85625   65.41431   63.12818   61.732212  60.01348
  57.178967  55.31596   53.06028   51.000084  47.56391   45.25742
  42.656166  41.49565   40.47536   39.70716   37.704536  35.097404
  34.27712   34.066566  32.990906  31.617746  30.216932  29.630774
  28.869402  28.60208   27.810202  27.729597  27.540424  27.041956]",508.5691754,22.55147834,0.0
1,"[ 18.39797   18.599808  18.825865  19.933743  19.907438  19.481491
  21.040218  21.695776  21.470001  21.946983  22.345463  24.504618
  26.495777  28.188223  29.367758  30.496204  31.70236   33.490288
  34.739784  36.058685  38.671116  41.395683  43.98469   46.698364
  48.808773  52.142975  55.67805   59.052063  62.017834  65.33569
  67.61099   70.27675   73.89765   76.73852   79.851494  83.018364
  85.809555  89.26026   91.62452   93.16919   95.146     97.877075
 100.71398  103.749886 106.686386 108.014336 110.48582  112.98626
 115.237335 117.297165 118.29492  120.6113   123.1975   124.437805
 124.799065 123.82123  122.823006 122.84325  122.93075  122.33286
 121.164055 120.35829  119.78355  118.96333  116.83617  114.97431
 112.64102  110.63758  110.52517  109.271805 106.85953  104.90152
 103.71089  103.61043  102.129395 100.34172   98.74981   96.55204
  94.674545  93.84004   92.47796   89.96781   87.47434   85.761765
  83.79519   81.80581   78.369125  77.161705  75.20687   73.04766
  70.437     67.4821    64.05731   61.779636  60.398006  58.702885
  55.888958  54.06051   51.817585  49.775814  46.37921   44.08647
  41.499924  40.369804  39.364323  38.6062    36.61992   34.018967
  33.204243  33.000385  31.923367  30.561333  29.18512   28.614075
  27.874958  27.629755  26.85927   26.812109  26.655775  26.197323]",471.8308645,21.72166809,0.999729830011504
2,"[ 14.745662   14.884464   15.069518   16.159586   16.100908   15.6620245
  17.246132   17.925653   17.740993   18.257338   18.710812   20.943487
  23.032753   24.82069    26.10404    27.336561   28.660017   30.581287
  31.968925   33.418083   36.17378    39.0572     41.81369    44.692753
  46.968216   50.47622    54.180126   57.723087   60.851376   64.33764
  66.76664    69.58121    73.35555    76.35379    79.60746    82.91133
  85.827225   89.40831    91.88083    93.525345   95.59777    98.42691
 101.343925  104.44598   107.44297   108.8032    111.30972   113.82954
 116.09147   118.15516   119.135544  121.42223   123.97503   125.170074
 125.47238   124.42587   123.35948   123.31001   123.33579   122.649216
 121.40833   120.52635   119.88462   118.990204  116.79264   114.8616
 112.472855  110.410194  110.2497    108.95161   106.49159   104.487305
 103.27639   103.152794  101.63736    99.81971    98.209885   95.99717
  94.108986   93.26938    91.90274    89.39231    86.89404    85.180016
  83.2091     81.223854   77.78036    76.578766   74.63616    72.485405
  69.8637     66.90109    63.463745   61.171402   59.779957   58.07704
  55.242794   53.403824   51.127228   49.049583   45.619278   43.27373
  40.622517   39.448875   38.38155    37.547016   35.48467    32.78603
  31.870945   31.568583   30.38038    28.902922   27.419512   26.734093
  25.881018   25.525019   24.634384   24.473438   24.20999    23.643864 ]",393.5016725,19.83687658,0.9996130293078275
3,"[ 15.618406  15.89902   16.251112  17.49646   17.565151  17.277924
  19.02044   19.82743   19.78024   20.420013  20.995745  23.347517
  25.538855  27.420422  28.778625  30.080599  31.472261  33.45031
  34.886963  36.365364  39.14638   42.051575  44.809563  47.670918
  49.92744   53.412228  57.067524  60.56002   63.618595  67.034744
  69.37415   72.086754  75.746864  78.63738   81.76079   84.93315
  87.69987   91.122406  93.432396  94.915405  96.82247   99.48417
 102.21921  105.14158  107.964645 109.13472  111.46149  113.80872
 115.90289  117.80749  118.6394   120.76952  123.17495  124.23163
 124.40393  123.2344   122.06465  121.90861  121.85574  121.071976
 119.76317  118.81231  118.1111   117.15192  114.9074   112.93415
 110.5241   108.43306  108.25063  106.93641  104.4729   102.46721
 101.273254 101.14981   99.62623   97.81881   96.2312    94.03864
  92.16904   91.34511   90.005264  87.53334   85.06054   83.36603
  81.4026    79.44294   76.02705   74.85237   72.94687   70.82302
  68.22243   65.295876  61.89027   59.61684   58.250175  56.58305
  53.784668  51.995453  49.748188  47.70813   44.34386   42.035355
  39.427586  38.30904   37.283142  36.489742  34.476074  31.821127
  30.950632  30.694332  29.546875  28.129938  26.722754  26.103764
  25.328215  25.048212  24.23791   24.172733  24.00255   23.54227 ]",379.5485605,19.48200607,0.9996356156133852
4,"[ 12.799309   13.062301   13.4223585  14.689839   14.761779   14.499966
  16.30097    17.158485   17.177526   17.87983    18.529388   20.970722
  23.268116   25.25314    26.717297   28.12358    29.631536   31.735851
  33.300983   34.897224   37.806057   40.851048   43.75079    46.748062
  49.140545   52.76744    56.552887   60.17586    63.354916   66.89601
  69.342995   72.15606    75.917465   78.91478    82.126015   85.3829
  88.218445   91.71143    94.07292    95.60193    97.549355  100.25237
 103.01068   105.94554   108.77883   109.9286    112.239944  114.56083
 116.62207   118.489716  119.26911   121.33502   123.674065  124.65612
 124.74445   123.48261   122.22547   121.97905   121.85138   120.964226
 119.573074  118.53566   117.75747   116.713585  114.39138   112.343025
 109.87524   107.721146  107.48789   106.12624   103.61639   101.56684
 100.35623   100.209      98.65038    96.81788    95.21888    93.01633
  91.139915   90.31281    88.97422    86.51034    84.039154   82.347725
  80.382835   78.43326    75.01953    73.858154   71.97323    69.86548
  67.264175   64.34448    60.94156    58.665455   57.302532   55.643837
  52.843857   51.06417    48.80323    46.75011    43.38267    41.0486
  38.406357   37.274334   36.216915   35.37996    33.32485    30.608555
  29.674961   29.357334   28.136742   26.647446   25.178751   24.488918
  23.64418    23.296843   22.412182   22.280878   22.048231   21.527327 ]",322.8532049,17.96811634,0.999644079029603
5,"[ 11.532733  11.840386  12.268726  13.60948   13.732934  13.544924
  15.441129  16.376482  16.48705   17.27225   18.01189   20.54975
  22.945772  25.023159  26.573452  28.063648  29.660704  31.855371
  33.50919   35.179688  38.1665    41.29511   44.271652  47.33432
  49.791496  53.485157  57.32185   60.99524   64.211296  67.79215
  70.262146  73.08928   76.86016   79.87249   83.07875   86.32851
  89.14194   92.610695  94.935616  96.424484  98.32782  100.986824
 103.68465  106.55368  109.32136  110.38467  112.61624  114.853874
 116.83053  118.61521  119.30766  121.27604  123.52102  124.40858
 124.40051  123.042274 121.699646 121.365234 121.16786  120.18886
 118.72926  117.62118  116.78166  115.67025  113.292274 111.19106
 108.68796  106.49321  106.227356 104.83799  102.30594  100.235664
  99.02614   98.86965   97.29218   95.45251   93.85839   91.66132
  89.79154   88.97219   87.64734   85.205605  82.747406  81.067345
  79.10591   77.173485  73.773125  72.63024   70.77238   68.68412
  66.0898    63.186634  59.795364  57.523     56.168846  54.525703
  51.735527  49.977444  47.71604   45.665573  42.316772  39.976505
  37.326084  36.20145   35.135242  34.282406  32.215546  29.475
  28.51603   28.174452  26.921167  25.408129  23.927639  23.21748
  22.358927  21.998259  21.098442  20.963387  20.729172  20.213442]",285.7132375,16.90305409,0.999651008832164
6,"[  8.521814   8.798907   9.220085  10.569607  10.686806  10.512776
  12.454873  13.431211  13.59767   14.435923  15.241172  17.859926
  20.35398   22.525663  24.173916  25.76211   27.467766  29.780859
  31.556059  33.338684  36.44628   39.70783   42.820343  46.013966
  48.601727  52.432335  56.397026  60.198586  63.533627  67.23773
  69.81642   72.74556   76.61911   79.738815  83.03515   86.37184
  89.25829   92.80251   95.18496   96.725075  98.674126 101.37975
 104.10705  106.994774 109.77816  110.83114  113.05612  115.276245
 117.22899  118.98647  119.636955 121.55173  123.7416   124.56668
 124.48707  123.05124  121.63522  121.22527  120.96539  119.89906
 118.37083  117.19132  116.28941  115.10917  112.6695   110.508644
 107.96127  105.71851  105.41512  103.991806 101.426254  99.32416
  98.10763   97.9385    96.33878   94.48421   92.887474  90.6901
  88.82307   88.01011   86.69472   84.26767   81.818695  80.14974
  78.19534   76.2789    72.887146  71.76235   69.92846   67.85938
  65.26686   62.37101   58.98209   56.70705   55.355007  53.716652
  50.920876  49.1652    46.884796  44.813953  41.450733  39.07549
  36.380657  35.22932   34.11936   33.2104    31.087898  28.27289
  27.237068  26.82002   25.480406  23.88051   22.321726  21.5252
  20.582083  20.13844   19.149298  18.93238   18.621778  18.031921]",234.9187414,15.32705912,0.9996670871785545
7,"[  6.315751    6.6027746   7.057384    8.450388    8.595207    8.469513
  10.485225   11.525572   11.769096   12.679238   13.566306   16.277956
  18.873833   21.141298   22.88349    24.565107   26.370657   28.78753
  30.666714   32.541744   35.746002   39.112057   42.326164   45.612537
  48.29155    52.216633   56.263832   60.14698    63.55154    67.32764
  69.96331    72.94093    76.85962    80.02872    83.356155   86.72091
  89.620895   93.1781     95.55949    97.09336    99.03071   101.72451
 104.42386   107.27623   110.0233    111.01865   113.19107   115.35259
 117.24353   118.939995  119.52207   121.35814   123.471375  124.21764
 124.055374  122.53592   121.044785  120.55822   120.2382    119.09093
 117.502495  116.26192   115.30814   114.07112   111.58524   109.380905
 106.8063    104.53274   104.20766   102.76709   100.187675   98.07317
  96.866516   96.69957    95.0937     93.24167    91.65887    89.477104
  87.6274     86.83359    85.54179    83.14397    80.71704    79.07012
  77.13153    75.24024    71.86888    70.7701     68.96809    66.92412
  64.34131    61.461594   58.083015   55.811012   54.46613    52.838146
  50.044106   48.297417   46.005753   43.923283   40.55762    38.15787
  35.432453   34.264698   33.122658   32.1719     30.008467   27.137363
  26.043745   25.570372   24.165514   22.504126   20.893078   20.036572
  19.037987   18.53958    17.492682   17.227486   16.87359    16.246199 ]",197.8485244,14.0658638,0.9996788534549057
8,"[  5.5945597   5.9706492   6.5423036   8.050079    8.285502    8.275487
  10.4246855  11.576369   11.943212   12.966741   13.97099    16.805334
  19.519691   21.89846    23.740253   25.51737    27.421831   29.93301
  31.901796   33.84925    37.126      40.566456   43.841496   47.17317
  49.895706   53.86313    57.93058    61.83234    65.2378     69.01534
  71.63222    74.57919    78.458305   81.59364    84.86459    88.170044
  90.99189    94.464676   96.75153    98.189156  100.02437   102.61446
 105.19354   107.92301   110.55054   111.403336  113.44218   115.47111
 117.230194  118.80014   119.257385  120.95932   122.9443    123.56592
 123.2819    121.64281   120.04787   119.45488   119.05485   117.80492
 116.14204   114.82593   113.80699   112.499245  109.958145  107.70326
 105.09936   102.790344  102.43983   100.97904    98.38856    96.26561
  95.07376    94.907715   93.29351    91.44904    89.88706    87.7253
  85.89557    85.12094    83.85764    81.49776    79.09762    77.474106
  75.54898    73.68616    70.34173    69.27311    67.50967    65.49543
  62.93089    60.08163    56.728256   54.46987    53.144913   51.54467
  48.773438   47.06115    44.781967   42.716694   39.38974    37.00075
  34.285824   33.143524   32.011177   31.064726   28.910093   26.03596
  24.939442   24.465117   23.051432   21.393774   19.800741   18.952187
  17.96952    17.48661    16.455818   16.220322   15.896858   15.309906 ]",180.3044519,13.42774932,0.9996881623647722
9,"[  5.6832666   6.1898866   6.9231443   8.584046    8.941471    9.082017
  11.3969555  12.683905   13.198729   14.35701    15.496798   18.469124
  21.310482   23.808996   25.753803   27.627464   29.63139    32.233944
  34.287086   36.298027   39.637566   43.140373   46.45915    49.815357
  52.561264   56.54925    60.609165   64.5018     67.87753    71.6257
  74.18937    77.06969    80.87107    83.93612    87.1109     90.31778
  93.019554   96.36331    98.51223    99.81212   101.50384   103.94849
 106.3643    108.92995   111.39903   112.06755   113.93338   115.79319
 117.38561   118.79551   119.09796   120.63539   122.463066  122.93295
 122.50256   120.71957   119.00018   118.27879   117.782     116.40933
 114.65671   113.24855   112.14874   110.753006  108.14178   105.8223
 103.17849   100.821144  100.43309    98.940475   96.330284   94.190994
  93.00792    92.83285    91.19878    89.355194   87.809204   85.66125
  83.84469    83.081375   81.841606   79.51787    77.14025    75.534134
  73.61434    71.776726   68.4572     67.41662    65.692245   63.7072
  61.162525   58.34949    55.02781    52.787632   51.48894    49.926514
  47.190475   45.529404   43.27696    41.24677    37.984734   35.628345
  32.949093   31.859863   30.763615   29.850004   27.735792   24.891388
  23.825535   23.384003   21.994947   20.379892   18.847404   18.047434
  17.12311    16.69768    15.726166   15.566041   15.315692   14.813465 ]",173.3551236,13.16643929,0.9997043867726527
