id,predict_data,mse,rmse,norm_corr,smooth,skip
0,"[  8.565537   8.771779   8.929642  12.51348   19.000185  28.195671
  39.032986  44.396683  44.76986   49.21553   51.24091   53.49449
  57.68488   56.257008  58.073288  58.890484  63.854008  68.76139
  73.97485   80.779274  86.74086   92.722916  98.72923  102.48938
 109.05157  118.2766   121.7593   126.48281  131.70265  137.6685
 142.58516  143.7464   148.56691  154.25189  155.39767  158.13908
 159.71516  162.5685   163.57974  163.54778  163.79024  164.64827
 166.37471  169.58717  171.10254  175.12885  176.59277  174.5128
 173.23727  171.32582  174.24728  172.7117   169.01721  165.55287
 159.93605  154.94524  150.30707  147.46176  143.80408  138.13681
 131.1681   128.48404  124.11627  119.906006 111.9033   105.74529
 100.02372   97.63996   95.29022   93.456665  92.68039   90.82048
  88.18322   85.35543   78.66519   74.7612    72.219215  68.201675
  62.49671   60.826077  59.342636  55.623318  54.24909   55.91611
  56.399464  54.579807  55.36433   53.76939   52.193485  48.66531
  44.574318  42.504547  42.10733   41.479187  41.66054   38.846172
  37.25485   35.49239   34.741837  38.145412  34.82532   35.78791
  34.653927  31.926697  31.384844  28.339842  27.995678  27.177364
  26.30903   26.081324  26.922153  25.74011   24.57487   25.063444
  24.52988   24.05145   24.864021  25.674139  27.795582  26.183813]",3049.2811,55.22029609,0.0,weighted6,1
1,"[ 12.4327345  12.326062   12.230608   15.491719   21.597498   30.339104
  40.77456    45.73221    45.736595   49.810574   51.485203   53.366993
  57.159428   55.322407   56.719105   57.159523   61.674686   66.10637
  70.93038    77.32408    82.8937     88.454956   94.10249    97.46097
 103.59173   112.386696  115.50007   119.858055  124.72581   130.34557
 134.89975   135.77437   140.26418   145.72287   146.6382    149.12148
 150.4737    153.13933   154.01321   153.83914   153.92444   154.70863
 156.41447   159.55673   161.00146   164.93835   166.38554   164.38145
 163.16878   161.40907   164.4619    163.08372   159.61598   156.39798
 150.96796   146.16278   141.79417   139.17305   135.73134   130.29411
 123.56249   121.126755  117.01936   113.123344  105.45432    99.614395
  94.24569    92.15354    90.0808     88.493706   87.97458    86.3812
  84.07027    81.55996    75.248314   71.644196   69.3684     65.65021
  60.24725    58.84807    57.64329    54.19119    53.121365   55.089344
  55.89772    54.387833   55.469284   54.169323   52.907745   49.723965
  45.942852   44.134052   43.985825   43.627747   43.98816    41.43838
  40.103836   38.566185   38.02047    41.546455   38.342045   39.455814
  38.470345   35.942806   35.575214   32.7024     32.483353   31.739706
  30.952362   30.712797   31.563517   30.416494   29.279976   29.72881
  29.225435   28.71733    29.446638   30.194519   32.27771    30.55919  ]",2464.825141,49.64700536,0.999785552228212,weighted6,1
2,"[ 15.429936  15.242004  15.081183  18.256018  24.256762  32.865494
  43.18525   48.006172  47.877827  51.818085  53.35217   55.079227
  58.70056   56.686096  57.899635  58.166683  62.474407  66.673164
  71.29917   77.4847    82.85306   88.20523   93.672104  96.82351
 102.73503  111.31116  114.22061  118.37555  123.05259  128.49411
 132.86421  133.57964  137.8947   143.22983  144.01746  146.35829
 147.58833  150.1529   150.94028  150.68044  150.68314  151.42145
 153.10684  156.2144   157.62926  161.52873  162.96654  160.98473
 159.78816  158.07153  161.16664  159.83487  156.45494  153.3231
 147.95406  143.20844  138.92651  136.37103  132.98924  127.626396
 120.97243  118.62124  114.58629  110.785645 103.213165  97.45614
  92.18743   90.170586  88.16012   86.62452   86.164474  84.62538
  82.38863   79.945045  73.717674  70.172325  67.93408   64.26913
  58.922253  57.566517  56.41218   52.99335   51.984386  54.01353
  54.893456  53.450047  54.605732  53.37618   52.202415  49.11765
  45.429512  43.69847   43.631496  43.367184  43.784996  41.330193
  40.100143  38.654217  38.20039   41.79552   38.667603  39.87696
  38.983917  36.5695    36.3201    33.56632   33.45727   32.809406
  32.128998  31.956778  32.891308  31.84015   30.798582  31.321705
  30.923372  30.495377  31.288898  32.1071    34.270924  32.59852 ]",2248.660263,47.42004073,0.9997548303120282,weighted6,1
3,"[ 16.09672    15.905747   15.7397585  18.90791    24.901423   33.50361
  43.826363   48.619167   48.45592    52.379074   53.88112    55.55956
  59.14145    57.06518    58.226707   58.446083   62.68625    66.791985
  71.34748    77.471054   82.77876    88.05727    93.46376    96.54272
 102.37356   110.87827   113.70938   117.78882   122.395065  127.78058
 132.07924   132.72348   136.97557   142.26012   142.98045   145.25008
 146.42308   148.94435   149.69551   149.3843    149.33748   150.04584
 151.72003   154.80342   156.18971   160.05905   161.47461   159.48665
 158.28413   156.55286   159.6496    158.3049    154.94675   151.82271
 146.4496    141.69254   137.41379   134.84949   131.4584    126.08848
 119.43166   117.09231   113.05124   109.26068   101.69081    95.9224
  90.65956    88.64515    86.62932    85.078606   84.60655    83.051155
  80.81047    78.36526    72.13156    68.57327    66.31469    62.64074
  57.28655    55.93431    54.784863   51.344757   50.334248   52.371952
  53.26397    51.827267   53.005848   51.790905   50.654106   47.60782
  43.956554   42.251      42.224155   41.9983     42.447292   40.030468
  38.858063   37.454247   37.05567    40.697933   37.617752   38.880928
  38.037666   35.67706    35.50377    32.821556   32.780605   32.202038
  31.594997   31.47172    32.465157   31.484043   30.514519   31.10147
  30.777056   30.408169   31.260172   32.144527   34.38706    32.760944 ]",2100.108131,45.82693674,0.99980484404827,weighted6,1
4,"[  5.685673    5.2779665   4.957115    7.927454   13.721947   22.121405
  32.289814   36.977352   36.730556   40.622025   42.173073   43.89694
  47.572056   45.565342   46.814457   47.16561    51.57193    55.8651
  60.668667   67.07683    72.67259    78.19324    83.842865   87.183754
  93.26298   102.04516   105.19622   109.602554  114.50361   120.152115
 124.67596   125.58824   130.10767   135.66066   136.62      139.15305
 140.54863   143.25056   144.236     144.11212   144.22237   145.11655
 146.97307   150.18387   151.6582    155.5996    157.07806   155.14629
 154.00078   152.3281    155.4658    154.16298   150.8479    147.77917
 142.45267   137.73859   133.5763    131.12671   127.838554  122.56305
 115.965324  113.70055   109.80228   106.18441    98.79978    93.24368
  88.20932    86.41891    84.619606   83.30085    83.035      81.695305
  79.71341    77.53507    71.59826    68.30056    66.34559    62.96954
  57.88642    56.817947   55.93386    52.768288   51.983337   54.27538
  55.413555   54.216087   55.58168    54.579933   53.630188   50.782505
  47.274525   45.697315   45.776966   45.636276   46.154964   43.81158
  42.690292   41.287212   40.861115   44.431347   41.19739    42.320564
  41.336143   38.83991    38.501896   35.637062   35.361225   34.511925
  33.59001    33.12498    33.765163   32.427433   31.111233   31.307318
  30.59187    29.799597   30.196129   30.6613     32.53054    30.50387  ]",1590.938986,39.88657651,0.9997890570304734,weighted6,1
5,"[ 14.703519  14.253826  13.883861  16.792177  22.490313  30.755203
  40.796066  45.297634  44.864822  48.551224  49.847237  51.292404
  54.65147   52.31754   53.229874  53.24463   57.236794  61.064556
  65.43545   71.38236   76.527054  81.59793   86.84464   89.73437
  95.34815  103.6571   106.337036 110.272736 114.73482  119.981415
 124.104095 124.63333  128.75201  133.97505  134.60498  136.77492
 137.86482  140.31985  141.06007  140.7043   140.5971   141.31952
 143.05267  146.1368   147.50327  151.33456  152.75793  150.84175
 149.70364  148.08087  151.28241  150.04575  146.86508  143.92093
 138.67902  134.0433   129.9742   127.58035  124.349    119.14435
 112.645775 110.48865  106.64679  103.10969   95.80128   90.28245
  85.30969   83.54465   81.75877   80.41778   80.15376   78.81017
  76.84122   74.66583   68.74331   65.431335  63.409218  59.998943
  54.900116  53.799072  52.89871   49.68238   48.914303  51.213013
  52.378456  51.199417  52.622173  51.654953  50.784546  48.0271
  44.621555  43.12018   43.295982  43.275734  43.865932  41.64724
  40.67783   39.42599   39.16969   42.8846    39.842236  41.17628
  40.39889   38.139496  38.061504  35.462856  35.456863  34.873016
  34.252373  34.031357  34.944756  33.906525  32.88269   33.353703
  32.96188   32.466076  33.148567  33.896717  36.046898  34.25008 ]",1546.398294,39.32427105,0.9996942040914512,weighted6,1
6,"[ 13.501473  13.086509  12.747834  15.693285  21.44185   29.769548
  39.87853   44.42461   44.02349   47.764343  49.107204  50.587082
  53.99668   51.695267  52.650806  52.70839   56.745296  60.600353
  65.010345  71.01227   76.209656  81.32284   86.612434  89.54254
  95.192696 103.54865  106.263306 110.23566  114.73358  120.02435
 124.17708  124.72831  128.88261  134.13864  134.7844   136.97435
 138.0834   140.55598  141.31679  140.96527  140.86508  141.60204
 143.35503  146.45065  147.82239  151.65762  153.0744   151.14053
 149.98671  148.3217   151.49594  150.21378  147.00847  144.02402
 138.74216  134.0615   129.95334  127.519325 124.2451   119.002335
 112.460594 110.27309  106.38955  102.82033   95.47038   89.90482
  84.89622   83.102844  81.279945  79.905655  79.60598   78.218704
  76.210556  73.99857   68.02811   64.67429   62.614906  59.169033
  54.031425  52.906086  51.980618  48.7172    47.907833  50.17893
  51.314476  50.103962  51.506157  50.515896  49.635803  46.86671
  43.448982  41.935696  42.11165   42.085464  42.677082  40.452858
  39.495724  38.24142   37.993496  41.723164  38.68763   40.031837
  39.26045   37.00214   36.948345  34.368908  34.383522  33.825706
  33.229008  33.024685  33.960217  32.94746   31.954205  32.457138
  32.093952  31.62011   32.330135  33.112373  35.3096    33.54066 ]",1450.245365,38.08208719,0.9996584853146055,weighted6,1
7,"[  5.351583    4.774989    4.3218613   7.120529   12.722533   20.902197
  30.90206    35.370693   34.90537    38.62665    40.00995    41.524128
  45.00714    42.756283   43.778122   43.93622    48.098774   52.09031
  56.688557   62.909237   68.328186   73.62506    79.10113    82.22943
  88.06632    96.63425    99.59149   103.812325  108.53469   114.02857
 118.35183   119.10653   123.465996  128.93066   129.75804   132.14867
 133.42833   136.04054   136.98367   136.77484   136.79584   137.67947
 139.57916   142.77744   144.21988   148.11287   149.58026   147.6916
 146.58348   144.96133   148.16849   146.91637   143.74893   140.8076
 135.56032   130.9096    126.890625  124.541954  121.34288   116.169975
 109.66975   107.53857   103.760284  100.322      93.11006    87.700775
  82.86419    81.23918    79.57578    78.37271    78.22418    76.99286
  75.17546    73.15995    67.40712    64.242714   62.405212   59.178505
  54.238632   53.323032   52.593197   49.52666    48.87926    51.337738
  52.65409    51.61839    53.158245   52.325504   51.58636    48.96709
  45.655956   44.23739    44.4947     44.532974   45.176643   43.008186
  42.094616   40.841087   40.57521    44.253242   41.101936   42.343525
  41.46773    39.10956    38.93929    36.22855    36.071915   35.31619
  34.488434   34.028473   34.70206    33.426456   32.179325   32.394005
  31.743553   30.954576   31.325394   31.798464   33.725903   31.65941  ]",1133.910746,33.67359123,0.9996974579064326,weighted6,1
8,"[  6.012579    5.2819996   4.7070503   7.3498497  12.769056   20.732668
  30.544888   34.825356   34.186428   37.7391     38.970146   40.320465
  43.631233   41.199062   42.035946   42.03179    46.0034     49.789032
  54.23096    60.28861    65.55397    70.67958    76.01486    78.98043
  84.64041    93.03728    95.85382    99.93657   104.525154  109.88817
 114.06824   114.71975   118.95631   124.35046   125.09987   127.40239
 128.60683   131.15736   132.06744   131.81805   131.7931    132.67322
 134.59438   137.78801   139.2205    143.09267   144.57227   142.73572
 141.67308   140.13513   143.41765   142.25165   139.20633   136.39334
 131.2442    126.68891   122.81152   120.579994  117.49088   112.435036
 106.04926   104.03963   100.39162    97.11102    90.063866   84.812164
  80.15205    78.67346    77.145      76.06501    76.04147    74.93651
  73.27619    71.41158    65.838745   62.81471    61.104652   58.02136
  53.222122   52.433754   51.83287    48.887512   48.375164   50.972237
  52.436245   51.54081    53.212044   52.51404    51.91651    49.453587
  46.277096   44.971863   45.33777    45.493286   46.209976   44.156303
  43.35592    42.193985   42.010406   45.73151    42.61221    43.907837
  43.084446   40.803593   40.700455   38.054226   37.937794   37.197277
  36.385895   35.895317   36.55039    35.268253   34.01444    34.188477
  33.53054    32.701557   33.005928   33.427204   35.3221     33.18457  ]",965.9399,31.07957368,0.9997267275321868,weighted6,1
9,"[ 11.936739  11.268862  10.733803  13.426626  18.88825   26.886662
  36.727158  40.98137   40.301495  43.805817  44.939693  46.175133
  49.35242   46.775105  47.464993  47.302223  51.072197  54.615673
  58.82293   64.63339   69.65409   74.54066   79.658646  82.37792
  87.78676   95.929245  98.472664 102.28224  106.61977  111.76319
 115.724236 116.1485   120.15954  125.35764  125.90696  127.99075
 129.0135   131.41977  132.17433  131.77644  131.62025  132.38646
 134.22044  137.33507  138.7022   142.5116   143.94997  142.10025
 141.0218   139.46976  142.75981  141.59024  138.5854   135.79424
 130.65054  126.094345 122.20733  119.94755  116.83196  111.75958
 105.37627  103.377106  99.69064   96.380035  89.29064   83.967514
  79.24993   77.70322   76.097404  74.921036  74.81704   73.62121
  71.8689    69.90696   64.22584   61.09365   59.242825  56.037075
  51.1285    50.229687  49.529564  46.452553  45.85561   48.365295
  49.751396  48.77462   50.403206  49.644108  49.02102   46.532795
  43.350132  42.03093   42.406593  42.584328  43.310112  41.283905
  40.541348  39.440453  39.34193   43.152496  40.160164  41.5905
  40.89799   38.756985  38.82731   36.35862   36.436237  35.901608
  35.32312   35.041515  35.92564   34.888165  33.87669   34.298046
  33.907337  33.337273  33.908344  34.590347  36.742306  34.83233 ]",979.0420051,31.28964693,0.9997532857238705,weighted6,1
