id,predict_data,mse,rmse,norm_corr
0,"[ 1.28859110e+01  1.64080658e+01  1.49417562e+01  1.60244541e+01
  1.69758644e+01  1.79708538e+01  1.86372185e+01  2.29410343e+01
  2.43623466e+01  2.57577629e+01  2.66701889e+01  3.01255646e+01
  3.43997421e+01  3.64833641e+01  3.92636223e+01  4.26036034e+01
  4.44303284e+01  4.67600899e+01  4.88735504e+01  5.12184372e+01
  5.14713593e+01  5.34326859e+01  5.41965637e+01  5.63807564e+01
  6.15119629e+01  6.37133102e+01  6.50230331e+01  6.78479385e+01
  7.06867905e+01  7.33946075e+01  7.72409744e+01  8.11820602e+01
  8.44570694e+01  8.49196167e+01  8.79401627e+01  9.24860382e+01
  9.66795273e+01  1.01202751e+02  1.02902542e+02  1.03683601e+02
  1.03072975e+02  1.04371353e+02  1.05239426e+02  1.05181427e+02
  1.04331551e+02  1.04095596e+02  1.01614929e+02  1.00395943e+02
  9.99561157e+01  9.93691559e+01  9.87124939e+01  9.69815292e+01
  9.53727417e+01  9.50559311e+01  9.30666351e+01  9.26950912e+01
  9.24271240e+01  9.22383423e+01  9.00721054e+01  8.98399658e+01
  8.96507187e+01  9.02123718e+01  9.04101944e+01  8.96809311e+01
  8.91574402e+01  9.02276001e+01  9.00530777e+01  9.18523636e+01
  9.24757156e+01  9.00210037e+01  8.85498047e+01  8.83008499e+01
  8.65867157e+01  8.57724686e+01  8.53245621e+01  8.21297836e+01
  8.14432831e+01  7.86954117e+01  7.63813858e+01  7.53760529e+01
  7.47176590e+01  7.20748215e+01  6.98141098e+01  6.78516617e+01
  6.68670349e+01  6.51358871e+01  6.40572433e+01  6.11353683e+01
  5.89397469e+01  5.74039497e+01  5.70805435e+01  5.18107338e+01
  5.02325439e+01  4.81178818e+01  4.55676651e+01  4.14368019e+01
  3.83612709e+01  3.50829468e+01  3.21652222e+01  3.00868702e+01
  2.67447395e+01  2.21099606e+01  1.82439232e+01  1.49853382e+01
  1.15540276e+01  1.00917311e+01  6.86826992e+00  1.66670096e+00
 -2.68686891e+00 -4.77831173e+00 -4.43859005e+00 -4.04265404e+00
 -3.62706041e+00 -4.31207085e+00 -6.01433182e+00 -5.85703754e+00
 -2.93180490e+00 -1.02648763e-02  1.06890750e+00  1.48243392e+00]",918.8566131,30.31264774,0.0
1,"[11.541343   13.426242   11.112232   11.744519   12.626761   12.695946
 12.827783   15.781793   16.301134   17.290295   17.90465    20.322546
 23.456781   25.061852   27.510847   30.137024   31.401934   32.954044
 34.393513   37.092255   37.712204   39.389187   39.44841    40.943268
 45.080692   47.898464   49.332935   51.23211    52.877052   55.054787
 58.31186    62.34887    64.56627    64.88516    66.815414   70.589905
 74.69758    78.81176    79.49733    79.87677    79.3572     80.71629
 82.28084    82.330505   80.95601    80.682236   79.26855    79.23577
 80.20687    80.490456   80.25382    78.702774   78.0706     79.146706
 78.39474    79.01704    79.177734   78.71078    77.14201    78.018616
 78.578285   79.85237    80.24204    79.2893     78.708336   80.16836
 80.29065    82.09208    82.17351    79.42938    77.6478     77.73438
 76.320145   75.03851    74.07647    70.80665    69.26374    67.028915
 65.46047    64.39442    63.535553   61.195717   59.04281    57.333885
 56.706367   55.493      54.70237    52.072197   49.852802   47.83528
 47.492348   44.05797    43.59047    41.564068   39.05984    35.878567
 34.112568   32.07223    31.060066   29.090199   26.704802   22.910177
 20.25349    17.916857   16.13474    14.571913   11.842361    7.415723
  4.330108    2.5210116   2.515186    2.6659276   2.593568    1.5019124
  0.2337819  -0.24504335  1.5381271   3.0256007   3.7746482   3.2944345 ]",526.5385615,22.94642808,0.9985818109564204
2,"[ 9.29021   10.610228   8.260384   8.846986   9.917302   9.759044
  9.877233  12.560577  13.182156  14.308217  15.127907  17.406038
 20.196701  22.153746  25.0059    27.679167  29.030338  30.70179
 32.243618  35.482117  36.89624   39.010036  39.23313   40.898
 44.710384  48.02112   49.864727  51.790836  53.20696   55.41988
 58.438812  62.30665   64.062546  64.9697    66.694496  70.25844
 74.31945   78.21963   78.694046  79.30219   79.36011   81.07498
 82.99464   83.425415  82.05699   81.90187   81.25197   81.89377
 83.48354   84.285194  84.19932   82.66538   82.265884  83.71952
 83.34472   84.071144  83.94733   82.8297    81.01255   81.72446
 81.9678    82.785934  82.41034   80.64654   79.21076   80.00178
 79.60135   80.54887   79.56185   76.12056   73.550735  73.3211
 71.665344  69.83551   68.309586  64.661964  62.391705  60.25873
 58.847095  57.69801   56.55661   54.081013  51.754734  49.929996
 49.443108  48.612755  47.90379   45.365818  43.188324  41.0166
 40.805843  38.522346  38.790443  36.963333  34.66617   32.234642
 31.170809  29.838995  29.858364  28.132315  26.446795  23.372372
 21.41461   19.46295   18.535023  17.15847   14.789543  11.040153
  8.769221   7.0868244  6.818573   6.936363   6.771995   5.577665
  4.715216   4.037245   5.1362023  5.941048   6.5568438  5.7188363]",444.5307723,21.08389841,0.9982444356211582
3,"[10.633613  11.724077   9.357497   9.916246  11.03127   10.774043
 10.868452  13.401906  14.037819  15.198716  16.086853  18.331697
 20.954514  23.119568  26.127756  28.802866  30.161745  31.901583
 33.483936  36.954216  38.699394  40.99046   41.251747  43.0069
 46.678425  50.245487  52.30338   54.251316  55.58519   57.847305
 60.766136  64.593     66.17875   67.361725  68.99905   72.490074
 76.53253   80.344     80.76928   81.5       81.81763   83.70891
 85.77179   86.35834   84.98237   84.85266   84.49579   85.37586
 87.15349   88.06898   87.969696  86.36164   85.96618   87.45819
 87.11704   87.725334  87.33081   85.8215    83.766266  84.20052
 84.112816  84.54804   83.67574   81.4111    79.4499    79.73706
 78.923546  79.33242   77.74659   73.88923   70.82761   70.274895
 68.36972   66.21298   64.38068   60.488235  57.836044  55.654507
 54.223335  53.01778   51.739937  49.15913   46.719788  44.796986
 44.343105  43.66638   43.009884  40.5356    38.406124  36.222515
 36.126232  34.371265  35.023132  33.36623   31.263308  29.247843
 28.56363   27.606731  28.143805  26.649248  25.390684  22.761175
 21.228205  19.520964  19.057198  17.905516  15.834971  12.527193
 10.743387   9.221635   8.935092   9.163598   9.106578   7.994213
  7.427199   6.7687273  7.648009   8.258137   8.910542   8.010814 ]",462.3824113,21.50307911,0.9988768319150254
4,"[22.274567 24.14133  22.607214 23.754316 25.368872 25.710827 26.37978
 29.435442 30.769323 32.389305 33.744404 36.489296 39.422188 42.05494
 45.4055   48.392067 50.029137 52.088947 53.84464  57.1776   59.05713
 61.411747 61.82473  63.63735  66.97595  70.112274 71.89193  73.67975
 74.758514 76.581154 78.79612  81.62541  82.63199  83.47587  84.57866
 87.35961  90.55538  93.58212  93.59423  93.88715  93.83564  95.01212
 96.21332  96.30573  94.53958  93.72823  92.71622  92.82227  93.71095
 93.999016 93.32353  91.19095  89.974236 90.531456 89.52359  89.45478
 88.47355  86.36371  83.750465 83.31528  82.466255 82.16147  80.69695
 77.89345  75.342316 74.87559  73.560356 73.29353  71.27496  67.31341
 63.987766 63.03434  60.94248  58.687824 56.794556 52.99143  50.413765
 48.257122 46.78624  45.630775 44.376972 42.003483 39.6994   37.80127
 37.413464 36.906303 36.33033  34.26715  32.58392  30.800085 31.01895
 29.677309 30.553173 29.381523 27.807114 26.287678 25.866732 25.287558
 26.018652 25.097343 24.393324 22.421677 21.32038  20.010933 19.845428
 19.287066 17.812304 15.252052 13.996546 12.936436 13.046464 13.762587
 14.293027 13.950025 14.023015 13.925408 15.198343 16.343525 17.511574
 17.444773]",315.2276706,17.75465208,0.9991536255638844
5,"[ 44.241333  47.641975  47.283154  49.146183  51.29362   52.710224
  54.21781   57.914944  59.950356  61.74505   63.33086   66.67487
  70.003494  72.826836  75.91814   78.836914  80.38003   82.48659
  84.12093   86.43406   87.57434   89.18565   89.202934  90.60501
  93.35909   95.25139   96.02123   97.12734   97.58484   98.38477
  99.44562  100.803604 101.128334 100.75768  100.91186  102.62068
 104.457245 106.52301  106.185    105.57291  104.49693  104.313225
 104.0814   103.336105 101.18087   99.339325  96.89371   95.48058
  94.79087   93.823364  92.37179   89.58264   87.12123   86.15712
  84.12816   83.05372   81.55203   79.21122   76.2149    74.70644
  73.10051   72.067505  70.376915  67.43056   64.78844   63.70724
  62.05993   61.381104  59.46721   55.88748   52.70439   51.138676
  48.85169   46.716637  44.909264  41.43234   39.291615  36.877018
  35.114883  33.978733  32.772392  30.676048  28.487827  26.503895
  25.968122  25.344912  24.688862  23.042063  21.890982  20.755577
  21.277224  19.857067  20.524263  19.863794  18.98461   17.770346
  17.373035  17.057356  17.517023  17.412088  17.21776   16.062798
  15.4549    14.802228  14.709054  15.09588   14.596012  13.077238
  12.430676  12.263689  13.483897  15.229565  17.036757  18.408306
  19.628202  20.799751  23.486578  26.233826  28.630676  30.45996 ]",163.1068902,12.77133079,0.9991932362917484
6,"[ 63.067047   68.015785   68.51209    70.434845   72.572495   75.08206
  77.25065    81.044975   83.18049    84.193436   85.16465    88.674545
  92.09727    94.49249    96.22238    98.25798    99.02757   100.709305
 101.98921   102.54853   102.182     102.24816   101.382515  102.041855
 104.316986  104.71847   104.26604   104.44792   104.335     104.07284
 104.27112   104.72634   105.04082   103.300606  102.77075   103.886314
 104.65424   106.44831   106.67411   105.37923   103.27472   101.98262
 100.65196    99.41908    97.573654   95.284256   91.48221    88.62988
  86.54875    84.226555   82.34821    79.42246    76.11036    73.812515
  70.998825   69.04937    67.50842    65.846634   63.187138   60.97098
  59.10609    57.776066   56.545296   54.216015   52.406635   51.184288
  49.65168    49.21528    48.157883   45.45929    42.919613   40.558506
  38.082302   36.280434   34.52946    31.415556   29.746769   26.58591
  24.181347   22.900187   21.514801   19.382587   16.909777   14.586687
  13.47038    12.187506   11.011708    9.308861    8.275163    7.74339
   8.130084    5.944784    5.6019263   4.965093    4.4579988   3.077965
   2.2666101   1.8105264   1.3176848   1.8663553   1.7441326   1.2694334
   1.1010706   1.2158734   0.7268688   1.9956125   2.500114    1.9175676
   1.7276984   2.6357968   5.3561277   8.322328   11.713665   15.336663
  17.924128   20.764057   25.568417   30.56945    34.56816    38.822544 ]",147.5650427,12.14763527,0.9993977345586716
7,"[ 71.28942     76.21995     76.88678     78.18006     79.99055
  82.81205     85.212715    87.84448     89.39362     89.18297
  89.1988      92.02989     94.7258      96.523346    96.63467
  97.381195    97.21918     98.233955    99.21252     98.81449
  97.86158     96.69388     95.12534     95.1105      96.623535
  96.73449     95.97052     95.092026    94.19128     93.12689
  92.64329     92.972755    93.140686    90.806015    89.37631
  89.900314    89.921394    91.46783     92.096436    90.32013
  87.73258     85.87712     84.24535     82.76258     81.08298
  78.79934     74.8296      71.62587     69.332855    66.22666
  64.131424    61.38281     58.129185    55.54142     52.735134
  50.513786    49.077423    47.806194    45.89341     43.646152
  41.860573    40.626682    39.804787    37.82315     36.675865
  35.29109     33.950768    33.71232     33.038456    30.898746
  28.676592    25.606848    23.070011    21.247683    19.056522
  16.142994    14.0409775   10.454348     7.9190154    6.380588
   4.5078444    2.4105844   -0.45902064  -2.864211    -4.4281044
  -6.152809    -7.813669    -9.431929   -10.53682    -10.797245
 -10.832899   -12.315173   -13.118836   -13.825148   -14.14091
 -14.918905   -15.204857   -15.03688    -15.235965   -14.0296545
 -13.444944   -12.641894   -11.380808    -9.797169    -9.569762
  -7.6386137   -5.871553    -5.070071    -3.9076767   -1.7702427
   1.8648223    5.642508    10.023849    15.374906    19.509426
  23.420496    29.114744    34.910618    40.019012    45.76296   ]",314.1898612,17.72540158,0.9995136127038966
8,"[ 94.85193     99.274536   100.2558     101.377655   103.13106
 105.84264    108.29092    109.88796    111.25992    110.64587
 110.33086    112.632095   114.34501    116.18931    115.74947
 115.84815    115.25331    115.89785    116.551544   115.93797
 115.33879    113.884514   112.049164   111.60756    111.82982
 111.967      111.26314    109.547935   107.698715   105.83115
 104.05444    103.41614    102.54127    100.081276    97.363686
  96.604744    95.44271     95.75443     95.750626    93.468185
  90.73211     88.22102     86.003654    84.05653     81.87606
  79.084       75.276436    71.94051     69.24564     65.4906
  62.746346    59.72085     56.099636    52.876347    49.80455
  46.934505    44.791786    42.75092     40.720394    37.72151
  35.08446     33.124165    31.593117    28.869896    27.023748
  24.428293    22.425514    21.197268    19.723955    17.578217
  14.909221    11.159686     8.507887     6.3875523    3.8009377
   1.1856506   -1.4351641   -4.7021503   -6.851113    -8.270796
 -10.256669   -11.771803   -14.378145   -16.353006   -17.670336
 -18.852747   -20.247156   -20.873013   -21.261608   -20.831717
 -20.497173   -19.837255   -19.77441    -19.587336   -18.95271
 -17.955261   -16.784843   -15.052972   -13.747076   -11.291734
  -9.060933    -6.2156286   -3.0003974    0.24742158   2.055331
   5.0567427    8.331884    11.177027    14.270224    17.628199
  21.615246    26.021381    31.035051    37.54438     43.08508
  47.60325     52.986607    58.531246    64.03811     70.49663   ]",248.7807049,15.77278368,0.9986577207099705
9,"[102.10726   105.65862   106.29699   106.47737   107.487434  109.48798
 111.46343   112.16497   113.19345   111.74147   110.5616    111.95228
 112.56278   114.22367   113.28169   112.60223   111.315926  111.45409
 111.80481   111.005035  110.76934   109.20515   107.16218   106.37885
 105.75252   105.83616   105.21308   103.13609   100.769485   98.3935
  95.87758    94.52222    93.04956    90.96943    87.770195   86.410194
  84.67876    84.33031    84.120026   81.89608    79.553986   76.93684
  74.60425    72.66526    70.45131    67.7716     64.585846   61.53439
  58.911774   55.131763   52.224693   49.40207    45.916092   42.561863
  39.656868   36.661633   34.279095   32.01152    30.181433   27.036402
  24.194395   22.00314    20.193144   17.268938   15.265386   12.28859
  10.321087    8.799637    7.115571    5.268267    2.7574632  -0.79466
  -2.902502   -4.691831   -7.111537   -9.169367  -11.64598   -14.022681
 -15.214791  -15.931106  -17.518976  -18.317032  -20.245676  -21.2483
 -21.667803  -21.78582   -22.505972  -22.170542  -21.590738  -20.07245
 -18.952745  -16.350746  -15.359195  -14.377787  -12.885516  -10.304184
  -7.8857307  -4.9700994  -2.56568     0.7282179   4.048458    8.359821
  12.917952   17.198874   19.875761   23.379099   27.32047    31.259918
  35.378532   39.258244   43.00329    47.357555   52.217266   58.93081
  64.955055   69.43544    74.0011     78.696014   83.70154    89.8789   ]",246.9661874,15.71515789,0.996676749182754
