Unnamed: 0,predict_data,mse,rmse,smooth,skip,result_corr
30,38.24917   9.226918 38.00307  71.44695  67.75862  84.17104  65.72536 28.19175  62.87676  26.00517  42.904106 59.54994 ,8731.081,93.44025393098792,weighted6,6,-0.3769242442558162
31,39.944023 -7.267615 26.258993 60.541634 68.23235  54.342247 48.944836 47.87112  38.260292 44.39345  38.26866  44.675404,9369.63,96.79684851694552,weighted6,6,0.167537540988991
32,36.59913  17.03968  30.475443 68.59615  48.68127  54.62969  44.904766 38.834442 56.470306 19.858189 46.64849  37.25853 ,11459.177,107.0475443801141,weighted6,6,0.19051770067199716
33,55.37155  23.918173 46.09147  67.027245 60.333763 59.186684 61.623272 53.776432 44.05502  32.98263  52.959457 43.874897,8053.1255,89.7392081995448,weighted6,6,0.2977815226005506
34,62.712887 11.665838 23.962162 75.06022  39.861366 66.43091  41.13585 71.1637   36.698467 54.298286 31.663115 38.478737,5619.7656,74.96509604475939,weighted6,6,-0.19615358202626082
35,58.401546 29.11191  22.082163 66.02741  56.465355 60.44869  37.017582 73.83598  38.005833 25.234892 12.949152 22.379137,7006.7017,83.70604315195081,weighted6,6,-0.48607372311794395
36,62.402794 26.500214 50.792953 69.02151  23.53126  68.57574  34.388985 77.88707  36.593723 35.464813 44.705364 35.58199 ,8188.761,90.4917743801543,weighted6,6,-0.12857406110826228
37,57.765812 25.308187 62.707207 64.743416 40.005917 73.8816   63.637825 51.3868   39.06871  55.18367  47.183628 58.689686,5089.89,71.3434659707443,weighted6,6,0.08770013069839092
38,54.847164 14.772823 52.867584 58.046555 41.936783 78.48356  71.13279 55.73697  19.214626 74.16025  40.384937 63.839   ,2030.7528,45.06387475148123,weighted6,6,-0.2848162497836925
39,39.61773    6.2253222 39.987274  74.31367   60.952736  69.35762 64.64738   41.740753  42.822926  70.07121   40.479965  59.4918   ,519.93085,22.80199217542118,weighted6,6,-0.34711908886714965
40,32.216537   -0.93900317 28.787897   65.01278    71.88049    59.935646 61.768307   31.206867   50.790356   47.01508    23.526108   55.312244  ,717.51666,26.786501499778883,weighted6,6,-0.12394683465211745
41,38.61132   -4.9949365 36.839237  48.541386  62.45977   60.153645 45.616123  23.394745  66.54013   38.38241   34.02887   49.870945 ,762.4388,27.612294032518943,weighted6,6,0.40069744047603506
42,36.151184 13.12773  25.936981 58.451443 50.94751  49.997524 32.08551 29.391424 75.00041  24.138199 46.45284  47.531082,808.81366,28.43964942941401,weighted6,6,-0.1348992995714437
43,33.028004 17.338438 25.348957 35.444157 35.501892 48.448975 38.00617 47.286453 42.2123   16.875992 22.556404 38.725758,1886.2104,43.430524394931616,weighted6,6,0.12970232083076216
44,47.909695 29.538607 29.238451 47.829437 27.372154 55.90975  27.420313 52.647392 55.725765 20.437096 43.497017 62.350475,2921.8508,54.05414720516942,weighted6,6,0.27899962156384994
45,49.42486  32.966568 46.195107 52.270786 46.39604  65.42912  59.482025 36.220577 47.444633 36.052296 45.2661   68.07945 ,3355.154,57.92369163593059,weighted6,6,0.3446817822778302
46,52.47853  16.961447 33.693035 53.169018 36.553806 64.01591  63.000053 51.29576  16.071756 68.30674  40.42706  66.36377 ,4794.3237,69.24105523797822,weighted6,6,0.2794375095570719
47,45.94542   9.603966 27.304792 57.883003 54.756775 36.648026 48.545517 38.232628 34.163464 47.426136 32.567215 27.683222,9361.313,96.75388093798874,weighted6,6,-0.045789297228956624
48,47.378136 23.644424 31.762684 54.818237 50.843075 48.659122 33.4318 40.692135 59.925335 11.351387 42.01401  35.741283,15435.86,124.24113791962186,weighted6,6,-0.12077609539471468
49,46.908905 42.566544 68.454124 58.816055 33.930935 65.861046 51.525 51.97225  46.98551  26.70305  61.346348 48.355507,13470.315,116.06168803566274,weighted6,6,0.22013588964008116
50,59.1752   32.77523  62.00075  70.328575 47.958576 82.436165 69.993164 53.20916  33.854458 81.57122  55.293915 75.17382 ,12230.317,110.59076535955658,weighted6,6,0.015778629319297965
51,53.3315   -5.459763 33.345516 55.203217 45.44974  69.94107  59.322678 77.2186    8.679309 66.814964 21.430752 38.031452,27580.39,166.07344948847182,weighted6,6,0.19957115076153537
52,48.389984 16.453026 40.011436 59.746334 47.65136  61.39844  53.246475 40.461906 47.553326 34.74313  43.204445 31.859325,33838.348,183.95202542035247,weighted6,6,0.5228319191160944
53,52.205868 31.588377 66.7609   91.88994  51.17931  85.35755  83.43775 48.091694 49.769417 42.465794 83.80989  56.865993,16261.481,127.52051382155148,weighted6,6,0.009138444891969223
54, 53.17891     5.1961927  45.703274   87.71528    66.73907    73.62632  81.98013    61.845863   23.91863   103.31685    42.83865    69.14041  ,4303.555,65.60148760341681,weighted6,6,-0.3746775890127268
55,40.161034 10.214049 26.449358 80.75131  76.07077  66.3513   62.053547 54.054882 35.02626  80.08205  29.004526 44.843613,708.52905,26.618209044456297,weighted6,6,-0.5611226548557655
56,33.65344   -3.3725505 47.74685   70.164986  81.107475  67.79598 66.36278   28.55734   61.10079   57.697968  31.687996  41.39641  ,719.1138,26.81629671545365,weighted6,6,0.12819361946544133
57, 37.384026 -10.912442  41.341488  44.833187  62.06113   62.730354  59.505077  19.981493  55.846714  51.265186  33.245583  46.69595 ,857.043,29.27529726211429,weighted6,6,0.10263772850236605
58,34.433502 10.482621 35.57987  54.83028  60.030342 55.073742 54.446182 15.025886 67.96496  45.7697   44.410343 58.677166,559.2061,23.647539316441705,weighted6,6,-0.17096798746077996
59,33.4767   24.408375 48.56384  44.104397 39.598003 54.3324   62.597927 22.471151 45.00519  43.62906  32.84013  59.324238,3288.9988,57.349793193148265,weighted6,6,0.21178556018900807
60,59.47373  18.2496   37.486618 53.70668  59.083145 68.32175  49.36666 37.325325 51.26639  35.81512  43.786495 76.68396 ,12061.792,109.82618991928793,weighted6,6,0.20628262762841457
61,38.6143   16.980913 42.503872 61.91269  54.55496  73.423676 62.197105 39.8294   56.147808 19.796402 28.72665  60.00544 ,14959.688,122.30980531650968,weighted6,6,0.29701075496765467
62,70.87199    3.1929438 26.958534  87.47954   52.21836   58.07619 32.786133  51.64016   59.282993  39.202168  45.780563  45.808372 ,6937.4395,83.2912927809684,weighted6,6,-0.07045737455952837
63,46.804985 16.561373 54.14272  61.40835  58.13173  59.836456 37.629 51.838276 59.916817 29.404148 25.563816 33.63297 ,4006.619,63.29785854580212,weighted6,6,-0.479616735759291
64,54.25603   27.675     65.80023   56.964092  22.91187   87.443474 32.587776  76.515976  55.96932    2.7773106 50.803135  32.876823 ,5256.306,72.50038725650884,weighted6,6,-0.1941195406099284
65,69.36004  29.14473  59.889217 83.93079  26.805567 94.99656  48.1155 61.291264 70.133965 23.090698 52.672825 45.146915,3834.9402,61.92689387937098,weighted6,6,0.2943467222516261
66,64.03866    5.7653904 43.238266  58.851116  37.845806  74.58748 34.625084  81.168396  41.103703  55.17512   17.696804  55.132244 ,3974.6152,63.04454960085764,weighted6,6,-0.2960765325067187
67,59.747307 17.45283  49.764977 44.219677 23.611774 75.26642  38.906647 72.46449  40.531128 18.154766 34.225796 39.622456,6151.1245,78.4291050039381,weighted6,6,-0.06206523256508094
68,6.1201656e+01 2.3567575e+01 5.5167229e+01 6.9388115e+01 9.4601212e+00 8.6527573e+01 4.2502785e+01 7.7219696e+01 4.5719940e+01 2.4062486e-02 5.6302002e+01 3.5121796e+01,8259.216,90.88022788435612,weighted6,6,-0.10385872967033812
69,68.13494  31.317219 46.35475  87.19429  41.37141  67.197914 53.48217 59.213856 44.02523  34.600853 54.24066  47.926777,5970.0293,77.26596467316641,weighted6,6,0.30991023025129893
70,60.0925   30.320993 43.71001  75.225555 28.838268 73.45289  54.829586 72.71026  16.557886 59.6247   31.616661 43.740715,5459.1406,73.88599748937548,weighted6,6,-0.2507858572518675
71,69.71578  26.461262 40.221287 69.46259  48.025913 48.21243  39.370125 50.866634 39.555775 53.19822  41.089474 42.420807,5095.2886,71.3812900851389,weighted6,6,0.06680197698215833
72,57.620327 29.321033 60.853195 67.167755 21.750048 68.38236  44.648323 56.89509  33.154354 26.093885 60.006714 41.300964,5010.8657,70.78746868377375,weighted6,6,-0.1109892655387878
73,52.953163 42.98465  75.627174 80.05555  35.798134 61.2104   78.158394 39.263763 23.896078 62.670162 79.82526  55.832844,4282.1616,65.43822752102741,weighted6,6,-0.17429323260919496
74,63.512104 28.006847 69.90468  72.29661  58.90455  66.71561  79.98367 41.70382  25.625837 89.10332  54.625942 74.28981 ,4155.469,64.46292917856937,weighted6,6,-0.04342939137188541
75,55.531513 16.42992  41.920242 43.60257  69.989876 43.628223 51.84034 47.02261  29.82252  46.637478 16.913187 34.03185 ,7020.058,83.78578701348307,weighted6,6,0.031129551767012344
76,48.602524 36.490997 54.891174 75.19624  42.68701  62.92576  51.26231 43.810135 52.60457   9.599282 43.900505 39.06118 ,6109.6997,78.16456810493646,weighted6,6,0.40042042930773014
77, 49.86127   35.237038 100.3732    75.55139   41.93069   83.80521  81.804825  37.521088  33.11178   47.148476  52.00134   64.62033 ,2517.1338,50.17104532559093,weighted6,6,0.2571361714749377
78,57.77389  19.133953 77.113464 67.51797  34.302303 81.37746  64.00694 46.48997  19.250118 60.687927 49.400566 56.409534,968.1608,31.11528286287494,weighted6,6,-0.04256481946133767
79,26.221394 22.877525 68.76627  77.22061  68.89305  84.439835 60.827625 38.918327 36.23431  28.924652 42.81007  40.138695,1370.918,37.0259094250229,weighted6,6,-0.31539469579540863
80,40.34784  13.582156 53.365936 52.85841  45.939884 73.80442  50.62324 37.16169  26.36919  19.529991 25.683552 42.101208,6788.9434,82.39504450739135,weighted6,6,-0.2965537515413572
81,42.351074 25.954199 47.514984 64.79219  37.77401  77.83153  47.092857 28.003954 52.95203  29.454052 48.18196  73.363304,9759.856,98.791985734231,weighted6,6,0.18069327407788247
82,61.800713 33.7266   51.779484 77.250786 48.58894  87.94157  63.5349 34.580494 51.118423 51.474445 50.89989  92.5507  ,7509.112,86.65513150648523,weighted6,6,-0.18130671074940521
83,55.37116  12.379548 34.77561  57.571396 45.469883 67.05242  60.702858 54.488586 16.26752  54.07749  20.885569 49.659   ,7937.605,89.09323756867718,weighted6,6,0.15408688137975543
84,49.76721  16.276834 29.29086  74.12679  53.96928  57.88821  48.558273 38.2611   57.400078 26.510105 40.729965 58.067673,4533.0293,67.32777507741511,weighted6,6,-0.019254373210352574
85,44.6648   23.276379 78.09819  66.04566  55.865303 86.27162  75.60659 42.665432 46.518158 28.027096 45.944    54.25405 ,996.8157,31.57238783855483,weighted6,6,0.13049125757444333
86,51.47063  10.023886 71.687195 58.95216  35.71988  76.44829  51.990955 53.182316 32.927074 60.211575 52.48693  43.52842 ,418.82874,20.465305650088943,weighted6,6,-0.2708766112164459
87,44.44587   8.610738 50.140064 62.774097 44.881786 62.35709  51.095257 55.550358 40.4594   26.783195 44.214584 32.951805,218.14803,14.769834985967018,weighted6,6,0.32377964409078935
88,45.34741  24.436512 40.028065 66.40867  34.73505  64.879295 43.0824 47.228695 50.322235 23.168842 45.226887 48.3106  ,287.75192,16.963252123558792,weighted6,6,-0.15210246737333102
89,48.50353  38.45171  73.28381  43.413826 58.953793 75.2255   51.76019 30.115303 57.734776 52.901714 44.74606  74.15545 ,1188.5219,34.474945258635834,weighted6,6,-0.05410166282955914
90,41.559673 19.907719 51.08533  51.383007 48.21803  77.734146 36.504776 38.886505 53.624622 78.610306 43.256462 83.52127 ,1685.1488,41.05056398773271,weighted6,6,-0.13988934945753448
91,11.659312 17.336565 33.21373  48.7574   68.850235 56.788292 46.517914 21.13361  65.590614 54.00619  32.931786 83.95437 ,988.5242,31.440804218751705,weighted6,6,0.5794611232914318
92,25.988987 14.26608  11.379432 32.637756 59.56018  53.13933  46.296482 15.082019 76.52674  28.204918 22.842564 89.16828 ,550.21234,23.456605494158648,weighted6,6,0.4475149251646272
93,23.881056  12.646004   7.7531195 38.003284  46.78739   42.232155 48.194874  17.390226  68.22775   30.633722  20.427961  75.35872  ,442.04993,21.02498339494737,weighted6,6,-0.08938427407412403
94,32.216187 36.83686  29.466993 46.155884 49.636066 37.852436 58.503304  3.414573 65.711075 26.95983  49.677486 72.94611 ,445.3002,21.102137366058813,weighted6,6,-0.20721520202696547
95,37.907635 21.593143 31.478977 35.04016  42.682514 46.577114 56.245304 26.815363 38.410892 32.831345 32.452682 61.76925 ,153.23853,12.378954939356754,weighted6,6,0.3418128946333511
96,41.067318 33.322678 11.510258 53.679054 42.406742 32.218674 32.72061 34.825603 37.892616 19.968193 27.199194 45.370132,138.00931,11.747736286677878,weighted6,6,-0.12666128826570944
97,39.678963 41.577885 43.755486 47.233047 51.42639  48.409473 51.005867 20.726957 50.16035  25.406662 36.60153  58.81441 ,249.32631,15.79006995564306,weighted6,6,0.13753420568990748
98,51.414318 25.433838 35.23475  51.7481   43.836834 60.430374 36.122345 41.898582 36.619526 61.296597 36.20937  64.23525 ,518.0221,22.760098741582,weighted6,6,0.22358582690356313
99,24.033129 17.712881 22.988953 57.934788 62.747135 51.39667  42.895115 32.032143 51.69378  57.41274  30.827051 76.99943 ,965.09186,31.065927604212245,weighted6,6,0.45965776834324445
100,22.499733 12.518718 25.12693  28.797077 58.135647 52.106365 46.88315 30.646894 40.284225 42.937916 22.201414 69.0282  ,4230.06,65.03891188045623,weighted6,6,0.4949803259040849
101,36.662773 29.227919 19.78072  50.036312 49.605946 45.462902 49.801285  4.490144 66.3569   34.085087 53.621956 76.70071 ,3928.5115,62.67783878381079,weighted6,6,-0.42572259996787304
102,40.13299  27.037437 13.735157 54.391712 74.68862  55.53945  69.341064 11.194163 57.526302 46.880222 19.795048 65.356026,1296.2013,36.00279564069036,weighted6,6,-0.2709881579480064
103,49.43528   27.463535   2.1394305 60.321625  44.940784  40.808464 29.443785  50.046963  26.667503  48.106045   3.010939  37.23774  ,2709.9375,52.05706003992158,weighted6,6,-0.09148833094704843
104,50.869415  33.672073  12.716431  60.27021   48.891933  41.128746 23.637714  31.661337  80.68895    2.8836157 25.685799  39.662888 ,6151.6567,78.43249797297833,weighted6,6,-0.1412926242328909
105,39.38564  42.37435  32.601105 64.72803  38.994534 70.48011  49.392136 52.736355 40.84531  15.144395 39.664093 59.01517 ,5391.52,73.42697065473456,weighted6,6,0.3129993748259644
106,69.54349  20.56939  34.710663 64.37469  37.169746 58.41488  51.977314 52.433464 31.196579 62.018913 34.71667  67.3779  ,2784.5452,52.768789696331154,weighted6,6,-0.08234509904647756
107,60.043884 14.525153 18.306665 65.6425   40.466705 36.4592   35.84122 66.63082  35.91397  45.90443  29.367706 43.356102,1759.7041,41.94882717743727,weighted6,6,-0.0613494262013344
108,50.103268 24.6482   54.20681  78.25917  34.867382 51.732643 43.300262 63.765945 48.282852 22.911386 62.860176 31.227423,1644.6356,40.554107315008025,weighted6,6,-0.08894517045453323
109,53.09956  41.48893  97.474556 51.044186 32.090595 58.667057 64.46652 51.20556  25.643047 48.86271  73.21123  26.878366,1273.4176,35.6849772668985,weighted6,6,0.2947570299666368
110,62.70591  26.810453 66.18568  61.236813 46.323555 51.528107 56.40626 50.557297 35.93546  73.609795 61.268414 54.067673,458.3408,21.408895109157825,weighted6,6,0.049708850788408976
111,36.875732 20.369713 40.41789  49.65465  48.027866 53.031105 47.03202 57.012054 31.790045 34.838184 23.776194 37.847668,1708.6664,41.33601797265839,weighted6,6,-0.12351742109677569
112,45.320732 33.886147 40.350937 46.701187 36.345882 58.775776 34.787933 40.654037 56.846283 18.40734  46.059868 54.689983,4232.22,65.0555164059417,weighted6,6,0.08080610673809936
113,41.173946 48.86672  74.29388  61.612976 38.998775 76.68304  64.46784 41.719486 41.13124  33.17103  71.41483  61.866608,4168.154,64.56124076095308,weighted6,6,0.2917502264827769
114,73.449844 31.03238  32.775986 60.565823 43.96199  72.73889  69.297615 35.937008 28.718567 78.0569   28.913458 74.994865,5531.893,74.37669706572247,weighted6,6,0.054811701251528566
115,52.454704 32.555824 28.265951 47.301804 48.611515 45.389595 52.31829 51.826637 24.781864 55.929634 19.34027  63.03904 ,11157.151,105.6274176868274,weighted6,6,0.08553612016709966
116,62.493805 33.8169   57.520927 69.09852  40.29307  59.855434 34.490337 49.8385   67.52485  16.185621 62.99553  46.934624,14497.716,120.40646087445847,weighted6,6,-0.15282319334008376
117,61.875206 37.99451  65.23252  75.30185  36.065224 61.16835  52.19737 63.89936  35.62404  18.57985  65.22253  40.164715,12856.495,113.3864856020659,weighted6,6,0.3221552237514963
118,75.39007  42.23313  59.512856 80.31629  30.778011 55.357895 56.678444 71.78617  26.033222 49.818546 57.990643 46.171127,6257.6797,79.10549720152197,weighted6,6,0.29489582307884293
119,68.16081  42.945866 77.076164 75.572815 22.209599 65.76271  58.121094 82.85721  23.173801 54.856743 56.756004 38.166718,3613.1453,60.10944404726993,weighted6,6,-0.036941025966101874
120,66.88768  40.768005 80.803474 68.241806 21.273388 73.44988  48.3408 78.121925 24.942556 40.423004 53.423664 28.991919,4519.134,67.22450289189575,weighted6,6,-0.2870410947752686
121,55.78531  34.322548 91.95749  68.91356  19.717602 81.840866 68.56252 67.05071  15.152793 45.262314 62.860672 39.613503,3745.6292,61.20154532681855,weighted6,6,0.24423979420304803
122,60.510468 30.731438 64.46844  74.22733  29.578516 72.20892  73.557724 53.371716  9.046469 66.86894  47.374428 47.980667,3853.8086,62.07905116663753,weighted6,6,-0.15755032493609483
123,52.791782 27.19125  55.55167  64.08607  41.12249  72.85814  67.79133 54.019844  8.223644 51.360115 22.783747 26.83523 ,13543.04,116.3745678362008,weighted6,6,-0.38628694244673895
124,68.01464  24.341106 52.17314  69.34284  51.556324 59.935486 28.52919 50.869255 41.33027  28.022724 46.216454 29.30123 ,26086.383,161.51279457832436,weighted6,6,-0.35495735859025906
125,57.176693  46.73324   78.33844   65.43487   52.371693  75.852264 44.32068   61.34401   45.427258  -3.8230739 55.39999   26.377941 ,23540.025,153.42759005675936,weighted6,6,0.61350540435772
126,76.100555 38.4122   59.087616 80.27532  35.55078  78.41414  37.32013 90.61909  31.057932 45.978413 49.60146  45.32077 ,11226.235,105.95393032616818,weighted6,6,0.2406801979928236
127, 64.16795   44.341938  52.367092  82.47928   32.53845   79.48686  35.11898  103.554695  35.94339   39.501427  39.196888  40.03124 ,6205.5874,78.77555079048162,weighted6,6,-0.09196741371505825
128, 70.364006  34.658558  57.136383  78.9317    25.241652  88.07413  39.784996 101.15557   35.069256  33.443512  39.95965   25.198763,7287.2886,85.36561704936449,weighted6,6,-0.1557567442891292
129,65.934296 30.342949 59.19163  94.08143  27.984325 76.17056  57.09983 71.46932  41.258125 59.040115 61.007645 49.05564 ,4829.258,69.49286159383567,weighted6,6,0.10554956701989088
130,70.53467   18.913206  56.727364  76.481255  26.464048  62.479877 78.83204   65.96736    2.7531552 74.66693   44.5144    47.698532 ,3240.045,56.92139248011243,weighted6,6,-0.06698481403747866
131,70.201195 47.705364 61.187702 53.642532 33.383453 57.676243 71.00043 50.317368 17.957226 52.636757 47.0087   44.59127 ,3582.7722,59.85626297052694,weighted6,6,-0.39859492818679854
132,48.967182 35.658974 70.30667  66.13082  25.100243 72.973915 61.7793 60.92082  42.609245 19.69095  55.5368   42.95379 ,4705.2065,68.59450811084477,weighted6,6,0.09059642229938249
133,60.227795 29.513689 51.673035 74.74578  36.89894  63.064358 61.719505 54.868286 23.62744  40.269806 46.529034 42.127205,4109.1167,64.10239230495809,weighted6,6,0.3795731127764046
134,57.009907 33.156498 61.987347 61.532925 32.04454  66.093254 69.93676 47.227707 13.271055 71.80238  39.333595 57.92259 ,5691.114,75.43947089906749,weighted6,6,-0.09387622171031063
135,60.139305 38.378788 80.34495  60.307743 53.97834  62.904114 52.6769 44.258198 27.927305 53.426434 58.246296 41.890617,8672.316,93.12527265060758,weighted6,6,-0.19695752580075213
136,63.983967 28.43975  78.98567  72.14947  45.25909  66.424774 31.979334 57.072987 42.75659  22.0035   77.59233  26.894905,8903.798,94.35993774670742,weighted6,6,0.3038950533581438
137,58.939087 42.145863 66.78321  75.215576 53.584236 51.770584 40.085865 70.43965  34.892235 14.833618 63.173595 19.193262,5323.4175,72.9617535457362,weighted6,6,0.5442492273931824
138,69.7276   41.150757 56.931602 87.60444  41.885155 66.38129  46.85666 83.37899  41.778778 61.314335 66.91885  72.950226,1339.0767,36.59339640093893,weighted6,6,-0.11724129941190012
139,58.238174 29.384062 68.92348  70.89652  52.621044 79.72045  55.11836 84.611305 23.409132 66.18199  38.68374  43.21185 ,567.9518,23.83173896774137,weighted6,6,-0.09392346860930446
140,47.438606 19.91002  59.815083 46.26967  37.105103 56.719017 40.82203 53.867252 28.940395 41.168533 36.36255  29.51922 ,1160.4595,34.065517354889096,weighted6,6,-0.23048360430045017
141,48.055687 24.115341 73.34018  58.177067 36.51483  74.47046  54.748615 40.633255 45.730103 22.698584 55.31083  45.345337,1039.3888,32.23955325288042,weighted6,6,0.3684681105459568
142,52.745052 21.300682 63.96144  71.29278  20.465843 73.48847  53.828312 46.51246  29.388584 60.290783 53.38055  60.813007,1920.6548,43.8252756426728,weighted6,6,0.08686069702469026
143,55.885704 24.06998  38.308784 63.234173 49.463524 61.810368 67.34414 35.711124 20.379396 55.734562 42.44816  52.14434 ,5366.29,73.25496596861198,weighted6,6,0.07083200412381618
144,52.617413 25.076847 45.29292  56.408157 39.658695 58.574196 46.37259 49.30363  20.99334  31.223137 41.729103 36.21247 ,9175.62,95.78945723401662,weighted6,6,0.11646661242191943
145,60.726093 47.123096 64.286125 62.388515 60.40401  33.128933 33.864677 26.603592 56.06148  22.9107   61.63154  28.83591 ,4786.684,69.18586620135105,weighted6,6,0.5175849947892954
146,70.509964 62.73254  98.6871   63.852768 47.15122  72.22296  28.460945 63.243855 53.96108  30.981005 79.56594  46.615795,437.49814,20.916456163215948,weighted6,6,0.4308521437788747
147,68.42998  59.25037  79.669304 64.236305 39.778046 71.90546  23.814264 85.03243  49.596054 45.44552  61.154152 45.70639 ,555.4954,23.56895038739064,weighted6,6,0.3178116623615329
