predict_data,mse,rmse,mape,smooth,skip,result_corr
16.035734  36.462204  57.320854  48.682526  17.726511  13.8576355 56.50001   26.59664   39.615772  46.262993  48.360218  19.00697  ,569.25836,23.85913581453457,0.37820458,weighted24,24,0.08028954888384586
 1.3901285 33.826565  62.10168   59.03351   12.005615  22.887083 55.52012   25.149044  41.860924  42.61558   55.61871   23.936884 ,713.9643,26.720110299802165,0.38767323,weighted24,24,0.11915913059882739
18.141726 41.646637 55.690353 43.330807  9.123057 20.176538 50.68313 37.751457 31.877972 50.4355   76.72004  22.154316,1349.0321,36.729172390515245,0.46370873,weighted24,24,0.27255074634355525
22.03602  36.43494  42.046066 41.559223  4.254485 18.959461 44.01567 41.374935 30.874617 49.96508  72.3917   17.739815,3279.3503,57.26561221009407,0.6122779,weighted24,24,0.3346845481212892
20.698622 35.412655 20.83831  21.394878 -4.164147 15.558169 17.270956 51.566383 26.049047 50.617508 59.18011  16.634838,5773.3306,75.98243590729538,0.7321771,weighted24,24,0.4207262690300029
16.912428 39.050056 13.519807 32.58338  11.871118 38.337967 13.104092 48.146465 20.405052 58.038986 46.01278  34.392094,7202.6543,84.86845289549586,0.72943616,weighted24,24,0.121526547617471
13.245055 40.092567 15.266592 29.962624 25.527515 27.462212 20.213715 40.6953   28.230865 38.479603 36.62306  35.83588 ,6599.332,81.23627287886859,0.7354824,weighted24,24,0.5370224393290819
16.107016 41.33568  29.342167 28.09435  19.760159 13.848118 11.964795 46.190037 32.549877 52.07851  45.41047  45.89676 ,7416.588,86.11961385552655,0.731579,weighted24,24,0.594803882800814
21.433352 30.331451 25.951672 32.558052 12.89083  23.650364 22.273726 45.075565 24.229263 56.962406 47.38324  31.258211,12103.398,110.01544635868184,0.77953774,weighted24,24,0.5753432098976692
11.819348 32.910706 27.967062 33.984398 21.662838 26.903254 10.300385 48.23544  18.932228 54.562733 59.418304 45.084717,9697.411,98.47543415904548,0.7507558,weighted24,24,0.5907598747234588
15.205062 51.965992 26.601583 29.305574 28.612738 24.645958 21.26715 61.153633 29.36986  50.138714 44.775448 55.455486,1919.8656,43.81627095709923,0.5200786,weighted24,24,-0.3939487526505269
11.824427 31.267096 39.63335  39.772106 21.996763 25.117413 19.58143 40.835484 28.659164 54.116932 54.       36.479298,2254.1458,47.477844853711765,0.58343834,weighted24,24,0.5379780803658103
20.47063  26.956255 30.814268 35.7868   21.846512 21.874508 23.947145 26.584396 28.267233 48.998474 38.59704  24.392076,10874.576,104.2812359529508,0.7812696,weighted24,24,0.4095967377758098
23.973797 30.717571 27.02062  37.367958 22.132133 20.309315 27.922674 24.665684 43.11103  54.349648 40.297207 27.64417 ,27456.031,165.6986157154006,0.8399313,weighted24,24,0.36376242921678653
19.727654 47.683727 29.525337 32.493332 34.88738  31.316238 16.259764 57.063927 18.11955  55.03728  28.929443 72.56531 ,3546.7712,59.55477512537828,0.59436285,weighted24,24,-0.35827989276170563
18.362303 44.754955 34.480362 29.018274 25.827106 23.237656 27.71929 52.36931  32.425552 53.437073 50.989025 25.958427,5772.023,75.97383068674864,0.66925526,weighted24,24,0.4001152176138617
 5.685635 25.76566  45.39324  58.562305  9.611693 20.38553  22.660263 26.290117 38.944355 60.242107 58.223526 26.86025 ,7323.9277,85.57994937118741,0.7167925,weighted24,24,0.41894917612923166
27.753466 31.96862  43.522663 59.696426 27.386251 18.88955  33.290264 28.736122 29.001286 61.55342  76.52803  14.13407 ,7455.068,86.34273490626614,0.69211125,weighted24,24,0.19872477802190466
15.782247 35.970505 38.545452 39.870564 17.594587 12.392084 19.286383 37.340668 31.43095  63.270447 58.27706  29.97352 ,7542.2964,86.84639535823436,0.7194695,weighted24,24,-0.03488902756720734
20.793585 50.570606 43.43634  31.47646  18.72565  11.019213 26.746092 17.613842 49.777775 88.854614 66.65149  33.051903,7620.5757,87.29590874487619,0.68811554,weighted24,24,-0.23675700746185996
 8.080554 73.7817   18.887243 25.07283  31.105133 22.00626  10.401351 60.489944 24.730085 69.881874 63.087143 65.17962 ,3740.0105,61.155625236333535,0.60452527,weighted24,24,0.5523225913821825
20.995552 44.916203 30.260628 29.237043 10.590679 15.557126 22.321741 34.723827 44.874054 75.35201  60.456818 29.450733,7968.7603,89.26791279012997,0.7034133,weighted24,24,-0.5696079250619079
14.182748 48.83909  37.241646 34.74366  29.789682 21.839514 25.187761 41.86817  39.208324 69.85468  54.249023 47.34822 ,706.10767,26.57268646591129,0.3840522,weighted24,24,-0.5475953638794909
 5.807554 54.250137 52.090824 45.30566  29.718973 21.121601 44.061813 56.881485 46.034145 43.550804 43.75836  45.521034,324.22018,18.006115192516454,0.577207,weighted24,24,0.26983671489397615
11.529168 33.49005  35.178677 34.65101  15.448269 23.066133 29.939667 41.973946 34.11678  51.78948  46.831352 24.473768,119.70922,10.941170910201086,0.25631574,weighted24,24,0.554529849250947
 4.4127536 34.559315  33.911037  39.052547  30.659933  16.402918 32.254387  45.16064   31.491777  31.167067  40.197742  37.7316   ,1296.6166,36.00856255321,0.5064393,weighted24,24,0.4912270015510985
19.861544 23.074024 40.403492 38.650024 27.049973 28.580149 24.67108 30.407724 22.402538 43.331738 36.818893 37.07694 ,3507.777,59.22648984710621,0.6519211,weighted24,24,0.3960812539185571
14.627717 20.426617 31.692806 35.837784 28.45053  18.52604  19.542492 21.721338 23.240522 48.993874 39.59661  21.440773,3753.6863,61.26733452090824,0.69138914,weighted24,24,0.09021179040282398
13.373661 37.36639  46.675606 46.135826 27.105944 18.732586 34.68268 26.280201 41.30084  59.476227 45.95032  32.390163,2966.1873,54.462714363676135,0.59702206,weighted24,24,0.3421362691136445
10.824811 36.9608   36.57716  42.87692  30.53606  23.579021 19.420519 28.725122 41.815098 53.7457   39.537    42.470787,11903.163,109.10161816369866,0.76373917,weighted24,24,0.5229305006712945
 8.189018 42.08611  35.127373 36.8761   35.054058 19.239378  8.845438 21.841259 25.056252 70.06978  56.668808 51.89641 ,8395.8125,91.62866636593594,0.72279763,weighted24,24,-0.4472664134398158
17.601374 54.283943 13.009502 23.02909  24.640034 21.550472 12.546039 35.907898 33.116917 69.728386 52.12273  45.664314,16196.023,127.26359824199534,0.79225016,weighted24,24,0.4837380316235337
12.067306  39.327946  33.446785  38.280453  31.038372  29.96472 14.9261675 35.046635  20.28341   57.780724  60.21368   47.148735 ,12259.144,110.7210167704736,0.7577472,weighted24,24,-0.3718791291616382
18.170822  38.812057  37.215412  44.622463  36.3413    15.4229765 16.663406  23.450703  40.31686   66.12667   48.65369   49.689953 ,6680.5605,81.73469610193091,0.6892421,weighted24,24,0.26070597364974646
 7.2095   51.12718  20.381483 38.08867  21.209715 26.34508  20.291098 32.549744 34.63666  67.24045  47.03331  38.914787,10472.989,102.337623862451,0.74998623,weighted24,24,0.15259543335749937
11.613773 59.70993  30.521334 47.45832  23.69306  28.338192 29.689556 41.87681  36.54632  72.74882  50.31904  43.099663,2360.0227,48.58006489372081,0.5339121,weighted24,24,-0.20630300300866983
12.696338 51.26724  22.605337 39.291668 30.484467 18.085669 19.863783 45.177635 34.18367  56.8772   55.44668  43.019405,6304.9004,79.40340289071369,0.6879673,weighted24,24,0.37277104564942565
-2.5708265 45.505486  51.592392  54.55015   25.352196  28.235897 57.082058  28.977676  47.455856  44.76467   52.61234   45.528755 ,675.8629,25.99736361708745,0.29652995,weighted24,24,-0.445176609733331
11.129485 54.82964  69.0208   43.557175 15.278981 12.315731 55.664738 31.201742 49.036472 64.38908  82.739075 29.538177,531.51373,23.05458160345046,0.38959157,weighted24,24,0.2971074073606552
14.407922 53.361046 23.121557 47.901978 19.600157 25.703344 36.24199 37.584824 30.132256 65.32687  73.637825 34.99314 ,722.0081,26.87020873896928,0.3908527,weighted24,24,0.4902603003226552
